state,municipality,register,COBRADE,population,deaths,injured,sick,displaced,homeless,disapeared,other affecteds,Year
RS,Dom Pedro de Alc‚ntara,09/05/2024,12100 - InundaÁıes,2550,0,0,0,0,0,0,18,2024
RS,Dona Francisca,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3401,0,0,0,80,150,0,3171,2024
RS,Doutor MaurÌcio Cardoso,29/11/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5313,0,0,0,0,0,0,4470,2024
RS,Doutor MaurÌcio Cardoso,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5313,0,0,0,0,0,0,4470,2024
RS,Doutor Ricardo,24/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2030,0,0,0,50,200,0,1638,2024
RS,Doutor Ricardo,24/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2030,0,0,0,50,200,0,1638,2024
RS,Doutor Ricardo,05/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2030,0,0,0,50,200,0,1638,2024
RS,Eldorado do Sul,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,34335,0,0,0,6000,20000,300,13259,2024
RS,Eldorado do Sul,27/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,34335,0,0,0,0,0,0,640,2024
RS,Eldorado do Sul,18/01/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,34335,0,0,0,16,160,0,2048,2024
RS,Encantado,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,20514,1,12,0,726,923,2,21298,2024
RS,Encruzilhada do Sul,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,24537,0,0,0,0,15,0,7000,2024
RS,Engenho Velho,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1530,0,0,0,15,15,0,1500,2024
RS,Engenho Velho,21/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,1530,0,0,0,0,0,0,60,2024
RS,Engenho Velho,25/01/2024,12200 - Enxurradas,1530,0,0,0,0,0,0,600,2024
RS,Entre Rios do Sul,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3080,0,0,0,0,12,0,3068,2024
RS,Entre-IjuÌs,16/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,8938,0,0,0,0,60,0,9098,2024
RS,Erebango,24/06/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2970,0,0,0,0,0,0,3054,2024
RS,Erebango,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2970,0,0,0,0,0,0,3054,2024
RS,Erechim,29/10/2024,13215 - Tempestade Local/Convectiva - Vendaval,96105,0,2,0,0,0,0,0,2024
RS,Erechim,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,96105,0,2,0,0,52,0,0,2024
RS,Erechim,16/03/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,96105,0,0,0,0,0,0,300,2024
RS,Erechim,16/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,96105,0,0,0,0,0,0,0,2024
RS,Erval Grande,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5167,0,0,0,4,0,0,5163,2024
RS,Erval Seco,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,7878,0,0,0,0,0,0,7878,2024
RS,Esmeralda,10/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3169,0,0,0,0,0,0,40,2024
RS,EsperanÁa do Sul,15/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3272,0,0,0,0,0,0,3272,2024
RS,Espumoso,28/09/2024,13213 - Tempestade Local/Convectiva - Granizo,15240,0,0,0,0,0,0,0,2024
RS,Espumoso,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,15240,0,0,0,48,800,0,14325,2024
RS,Espumoso,27/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,15240,0,0,0,8,8,0,15157,2024
RS,Est‚ncia Velha,09/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,42589,0,0,0,0,0,0,12,2024
RS,Est‚ncia Velha,09/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,42589,0,0,0,0,0,0,0,2024
RS,Est‚ncia Velha,08/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,42589,0,0,0,0,0,0,12,2024
RS,EstaÁ„o,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6011,0,0,0,0,0,0,5517,2024
RS,Esteio,18/05/2024,12100 - InundaÁıes,80669,0,0,0,1061,10000,0,65076,2024
RS,Esteio,02/05/2024,12200 - Enxurradas,80669,0,0,0,419,2000,0,10000,2024
RS,Esteio,18/01/2024,13212 - Tempestade Local/Convectiva - Tempestade de Raios,80669,0,0,0,0,0,0,0,2024
RS,Estrela,03/05/2024,12100 - InundaÁıes,30628,0,0,0,1100,4000,0,32183,2024
RS,Estrela,18/01/2024,13215 - Tempestade Local/Convectiva - Vendaval,30628,0,0,0,0,0,0,2716,2024
RS,Estrela Velha,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3628,0,0,0,14,32,0,3024,2024
RS,EugÍnio de Castro,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2797,0,0,0,0,16,0,0,2024
RS,Fagundes Varela,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2579,0,0,0,0,5,0,150,2024
RS,Farroupilha,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,63641,0,0,0,0,111,0,0,2024
RS,Faxinal do Soturno,26/09/2024,13213 - Tempestade Local/Convectiva - Granizo,6672,0,0,0,0,0,0,515,2024
RS,Faxinal do Soturno,30/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6672,0,0,0,43,320,0,6309,2024
RS,Faxinal do Soturno,22/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,6672,0,0,0,0,0,0,0,2024
RS,Faxinal do Soturno,28/02/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6672,0,0,0,0,0,0,0,2024
RS,Faxinalzinho,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2567,0,0,0,0,12,0,2555,2024
RS,Fazenda Vilanova,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3697,0,0,0,0,0,0,4291,2024
RS,Feliz,19/12/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12359,0,0,350,0,40,0,4980,2024
RS,Feliz,28/11/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12359,0,0,350,0,40,0,5370,2024
RS,Feliz,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12359,0,0,0,80,1200,0,12484,2024
RS,Feliz,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12359,0,0,0,0,0,0,0,2024
RS,Flores da Cunha,25/06/2024,13213 - Tempestade Local/Convectiva - Granizo,27135,0,0,0,0,0,0,0,2024
RS,Flores da Cunha,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27135,0,0,0,12,80,0,30800,2024
RS,Flores da Cunha,03/01/2024,13213 - Tempestade Local/Convectiva - Granizo,27135,0,0,0,0,0,0,0,2024
RS,Floriano Peixoto,09/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2018,0,0,0,0,0,0,1668,2024
RS,Fontoura Xavier,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,10712,1,91,62,23,400,0,6731,2024
RS,Formigueiro,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,7014,0,0,0,0,9,0,6404,2024
RS,Forquetinha,07/05/2024,12200 - Enxurradas,2473,2,8,0,0,189,0,1023,2024
RS,Fortaleza dos Valos,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4577,0,0,0,0,0,0,4577,2024
RS,Fortaleza dos Valos,02/04/2024,13215 - Tempestade Local/Convectiva - Vendaval,4577,0,0,0,0,0,0,0,2024
RS,Frederico Westphalen,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,28848,0,0,0,6,22,0,32599,2024
RS,Frederico Westphalen,19/03/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,28848,0,0,0,7,76,0,87,2024
RS,Garibaldi,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,30692,0,0,0,17,0,0,31500,2024
RS,Garruchos,09/10/2024,13215 - Tempestade Local/Convectiva - Vendaval,3233,0,0,0,0,0,0,0,2024
RS,Garruchos,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3233,0,0,0,0,88,0,2600,2024
RS,Gaurama,09/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5862,0,0,0,0,0,0,5665,2024
RS,General C‚mara,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,8452,1,0,0,400,300,0,0,2024
RS,Gentil,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1677,0,0,0,0,1,0,1743,2024
RS,Gentil,17/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1677,0,0,0,0,1,0,599,2024
RS,Get˙lio Vargas,15/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,16156,0,0,0,0,0,0,16156,2024
RS,Get˙lio Vargas,10/05/2024,12300 - Alagamentos,16156,0,0,0,9,0,0,0,2024
RS,Giru·,09/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,17085,0,0,0,0,0,0,1890,2024
RS,Glorinha,13/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6885,0,0,0,0,0,0,2000,2024
RS,Glorinha,29/01/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6885,0,0,0,0,0,0,0,2024
RS,Gramado,05/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,32300,7,2,0,272,900,0,103,2024
RS,Gramado,01/04/2024,12300 - Alagamentos,32300,0,0,0,0,0,0,0,2024
RS,Gramado dos Loureiros,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2269,0,0,0,10,160,0,2099,2024
RS,Gramado Xavier,24/06/2024,13213 - Tempestade Local/Convectiva - Granizo,3970,0,0,0,0,0,0,0,2024
RS,Gramado Xavier,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3970,0,0,0,0,12,164,3128,2024
RS,Gramado Xavier,02/05/2024,12200 - Enxurradas,3970,0,0,0,0,0,0,0,2024
RS,GravataÌ,18/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,255762,0,0,0,314,1200,0,8000,2024
RS,GravataÌ,30/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,255762,0,0,0,314,1200,0,8000,2024
RS,GravataÌ,17/01/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,255762,0,0,0,17,220,0,264837,2024
RS,GravataÌ,15/01/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,255762,0,0,0,0,1,0,0,2024
RS,Grupo de municÌpios,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,0,1,12,20,1734,5331,8,38975,2024
RS,GuaÌba,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,95230,0,6870,0,13000,40000,0,0,2024
RS,Guabiju,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1598,0,0,0,0,0,0,1598,2024
RS,GuaporÈ,20/12/2024,12200 - Enxurradas,22810,0,0,0,77,0,0,22733,2024
RS,GuaporÈ,23/12/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,22810,0,0,0,77,0,0,22733,2024
RS,GuaporÈ,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,22810,0,0,0,7,76,0,25885,2024
RS,Guarani das Missıes,27/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,8115,0,0,0,0,0,0,7415,2024
RS,Guarani das Missıes,14/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,8115,0,0,0,0,0,0,7415,2024
RS,Harmonia,12/05/2024,12100 - InundaÁıes,4254,0,0,0,0,0,0,0,2024
RS,Harmonia,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4254,0,0,0,28,179,0,16,2024
RS,Herval,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6757,0,0,0,0,0,0,6191,2024
RS,Herval,12/04/2024,13215 - Tempestade Local/Convectiva - Vendaval,6757,0,0,0,0,0,0,19,2024
RS,Herveiras,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2954,0,0,0,0,40,0,2486,2024
RS,Horizontina,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,18350,0,0,0,0,31,0,19358,2024
RS,Horizontina,05/01/2024,13215 - Tempestade Local/Convectiva - Vendaval,18350,0,0,0,0,0,0,18350,2024
RS,Hulha Negra,09/10/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6048,0,0,0,0,0,0,6048,2024
RS,Hulha Negra,22/08/2024,11321 - Deslizamentos,6048,0,0,0,0,0,0,0,2024
RS,Hulha Negra,15/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6048,0,0,0,0,0,0,6048,2024
RS,Hulha Negra,27/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,6048,0,0,0,0,0,0,112,2024
RS,Hulha Negra,17/01/2024,13215 - Tempestade Local/Convectiva - Vendaval,6048,0,0,0,0,0,0,76,2024
RS,Humait·,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4919,0,0,0,0,0,0,4681,2024
RS,Humait·,05/01/2024,13215 - Tempestade Local/Convectiva - Vendaval,4919,0,0,0,0,4,0,248,2024
RS,Ibarama,05/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4371,0,10,0,27,150,0,3549,2024
RS,IbiaÁ·,07/10/2024,13213 - Tempestade Local/Convectiva - Granizo,4710,0,0,0,0,0,0,0,2024
RS,IbiaÁ·,05/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4710,0,0,0,0,0,0,2500,2024
RS,Ibiraiaras,08/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,7175,0,0,0,0,0,0,7175,2024
RS,Ibirapuit„,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4061,0,0,0,0,0,0,1670,2024
RS,Ibirub·,08/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,19312,0,0,0,0,100,0,0,2024
RS,Ibirub·,02/05/2024,12300 - Alagamentos,19312,0,0,0,0,100,0,0,2024
RS,Igrejinha,23/05/2024,11321 - Deslizamentos,31663,0,0,0,0,0,0,0,2024
RS,Igrejinha,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,31663,0,0,0,500,25000,0,6163,2024
RS,Igrejinha,01/04/2024,13215 - Tempestade Local/Convectiva - Vendaval,31663,0,0,0,0,0,0,0,2024
RS,IjuÌ,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,78920,0,0,0,0,0,0,84041,2024
RS,IlÛpolis,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4098,0,0,0,0,32,0,0,2024
RS,Imigrante,30/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3025,0,5,5,40,500,20,2455,2024
RS,IndependÍncia,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6618,0,0,0,0,0,0,1800,2024
RS,Inhacor·,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2267,0,0,0,0,0,0,2267,2024
RS,Inhacor·,03/01/2024,13215 - Tempestade Local/Convectiva - Vendaval,2267,0,0,0,0,0,0,2267,2024
RS,IpÍ,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6017,0,0,0,0,78,0,5939,2024
RS,Ipiranga do Sul,28/06/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1944,0,0,0,0,0,0,1720,2024
RS,IraÌ,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,8078,0,0,0,0,92,0,7986,2024
RS,Itaara,20/11/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5011,0,0,0,0,2,0,0,2024
RS,Itaara,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5011,1,18,0,50,50,0,441,2024
RS,Itacurubi,17/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3441,0,0,0,0,0,0,2995,2024
RS,Itacurubi,26/07/2024,13215 - Tempestade Local/Convectiva - Vendaval,3441,0,0,0,0,0,0,12,2024
RS,Itapuca,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2337,0,0,0,0,3,0,1515,2024
RS,Itapuca,03/05/2024,12200 - Enxurradas,2337,0,0,0,0,0,0,0,2024
RS,Itaqui,06/08/2024,13213 - Tempestade Local/Convectiva - Granizo,38166,0,0,0,0,0,0,568,2024
RS,Itaqui,10/05/2024,12100 - InundaÁıes,38166,0,0,0,90,1379,0,0,2024
RS,Itati,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2589,0,0,0,80,600,0,1602,2024
RS,Itatiba do Sul,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4171,0,0,0,0,0,0,4171,2024
RS,Ivor·,30/09/2024,13213 - Tempestade Local/Convectiva - Granizo,2156,0,0,0,0,0,0,0,2024
RS,Ivor·,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2156,0,1,6,11,23,0,177,2024
RS,Ivoti,10/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,19877,0,0,0,55,361,0,300,2024
RS,JÛia,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,8329,0,0,0,0,0,0,8329,2024
RS,Jaboticaba,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4111,0,0,0,0,0,0,4111,2024
RS,Jacuizinho,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2507,0,0,0,5,40,0,2000,2024
RS,Jacutinga,20/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3630,0,0,0,0,0,0,3630,2024
RS,Jaguar„o,23/09/2024,13213 - Tempestade Local/Convectiva - Granizo,27942,0,0,0,0,0,0,12000,2024
RS,Jaguar„o,21/06/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27942,0,0,0,0,0,0,0,2024
RS,Jaguar„o,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27942,0,0,0,0,0,0,27942,2024
RS,Jaguar„o,30/03/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27942,0,0,0,0,0,0,64,2024
RS,Jaguari,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,11478,0,0,0,106,700,0,0,2024
RS,Jaguari,19/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,11478,0,0,0,0,36,0,11442,2024
RS,J˙lio de Castilhos,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,19579,0,0,0,0,0,0,0,2024
RS,J˙lio de Castilhos,30/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,19579,0,0,0,7,10,0,19579,2024
RS,Jaquirana,26/06/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4177,0,0,0,0,0,0,4177,2024
RS,Jari,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3575,0,0,0,0,0,0,3349,2024
RS,Jari,22/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,3575,0,0,0,0,0,0,0,2024
RS,Lagoa Bonita do Sul,01/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2662,0,1,0,0,15,0,2235,2024
RS,Lagoa Bonita do Sul,18/01/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2662,0,0,0,0,0,0,2251,2024
RS,Lagoa dos TrÍs Cantos,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1598,0,0,0,0,0,0,1738,2024
RS,Lagoa dos TrÍs Cantos,21/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,1598,0,0,0,0,0,0,155,2024
RS,Lagoa Vermelha,14/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27529,0,0,0,7,5,0,0,2024
RS,Lagoa Vermelha,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27529,0,0,0,7,5,0,27517,2024
RS,Lagoa Vermelha,22/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,27529,0,0,0,0,0,0,27529,2024
RS,Lagoa Vermelha,14/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,27529,0,0,0,0,0,0,0,2024
RS,Lago„o,25/06/2024,13213 - Tempestade Local/Convectiva - Granizo,6185,0,1,0,0,64,0,773,2024
RS,Lago„o,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6185,0,0,0,0,0,0,6185,2024
RS,Lajeado,20/06/2024,12100 - InundaÁıes,71481,0,0,0,300,500,0,0,2024
RS,Lajeado,13/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,71481,0,0,0,1300,5000,0,65000,2024
RS,Lajeado,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,71481,10,60,0,1326,5000,50,65000,2024
RS,Lajeado,24/04/2024,12200 - Enxurradas,71481,0,0,0,0,0,0,0,2024
RS,Lajeado,08/04/2024,12200 - Enxurradas,71481,0,0,0,0,0,0,0,2024
RS,Lajeado,01/04/2024,13212 - Tempestade Local/Convectiva - Tempestade de Raios,71481,0,0,0,0,0,0,0,2024
RS,Lajeado,18/01/2024,13212 - Tempestade Local/Convectiva - Tempestade de Raios,71481,0,0,0,0,10,0,0,2024
RS,Lajeado do Bugre,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2487,0,0,0,0,0,0,2487,2024
RS,Lavras do Sul,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,7669,0,0,0,0,10,0,300,2024
RS,Liberato Salzano,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5780,0,20,0,0,404,0,5356,2024
RS,Lindolfo Collor,07/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5229,0,1,0,150,250,0,0,2024
RS,Linha Nova,08/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1624,0,0,0,5,30,0,0,2024
RS,MaÁambar·,08/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4742,0,0,0,0,0,0,3430,2024
RS,Machadinho,09/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5515,0,0,0,0,0,0,2127,2024
RS,Mampituba,16/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2997,0,0,0,0,30,0,3101,2024
RS,Manoel Viana,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,7074,0,0,0,8,432,0,0,2024
RS,MaquinÈ,03/05/2024,12200 - Enxurradas,6908,0,0,0,0,0,0,0,2024
RS,MaquinÈ,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6908,0,0,0,52,300,0,2900,2024
RS,Marat·,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2527,0,0,0,0,19,0,1909,2024
RS,Marau,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,36383,0,0,0,30,24,0,9300,2024
RS,Marcelino Ramos,30/12/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5134,0,0,0,0,6,0,4314,2024
RS,Marcelino Ramos,23/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5134,0,0,0,0,14,0,4306,2024
RS,Marcelino Ramos,05/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5134,0,0,0,0,12,0,0,2024
RS,Mariana Pimentel,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3768,0,0,0,0,2,0,280,2024
RS,Mariano Moro,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2210,0,0,0,0,0,0,1858,2024
RS,Marques de Souza,30/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4068,0,20,0,400,150,1,3497,2024
RS,Mata,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5111,0,0,0,100,700,0,4311,2024
RS,Mata,18/03/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5111,0,0,0,0,0,0,5111,2024
RS,Mata,19/01/2024,13213 - Tempestade Local/Convectiva - Granizo,5111,0,0,0,0,0,0,5111,2024
RS,Mato Castelhano,26/06/2024,11321 - Deslizamentos,2470,0,0,0,0,0,0,0,2024
RS,Mato Castelhano,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2470,0,0,0,0,59,0,1500,2024
RS,Mato Leit„o,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3869,0,0,0,0,48,0,0,2024
RS,Mato Queimado,17/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1799,0,0,0,0,3,0,1796,2024
RS,Maximiliano de Almeida,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4907,0,0,0,0,0,0,4191,2024
RS,Maximiliano de Almeida,20/04/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4907,0,0,0,0,0,0,4191,2024
RS,Minas do Le„o,03/12/2024,13215 - Tempestade Local/Convectiva - Vendaval,7631,0,0,0,0,0,0,254,2024
RS,Minas do Le„o,06/05/2024,12300 - Alagamentos,7631,0,0,0,12,68,0,140,2024
RS,MiraguaÌ,05/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,4855,0,0,0,0,0,0,4855,2024
RS,MiraguaÌ,03/01/2024,13215 - Tempestade Local/Convectiva - Vendaval,4855,0,0,0,0,0,0,4855,2024
RS,Montauri,04/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,1542,0,0,0,0,0,0,0,2024
RS,Monte Alegre dos Campos,22/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3098,0,0,0,0,0,0,0,2024
RS,Monte Alegre dos Campos,29/04/2024,13215 - Tempestade Local/Convectiva - Vendaval,3098,0,0,0,2,0,0,276,2024
RS,Monte Belo do Sul,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2670,0,19,0,147,50,0,0,2024
RS,Montenegro,01/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,59436,0,0,0,768,7845,0,2650,2024
RS,MormaÁo,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,2749,0,0,0,0,7,0,2749,2024
RS,Morrinhos do Sul,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,3185,0,0,0,0,0,0,3185,2024
RS,Morro Redondo,23/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,6231,0,0,0,0,0,0,1940,2024
RS,Morro Redondo,22/03/2024,13215 - Tempestade Local/Convectiva - Vendaval,6231,0,0,0,0,0,0,560,2024
RS,Morro Reuter,06/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,5680,0,0,0,0,40,0,1500,2024
RS,Mostardas,19/07/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12130,0,0,0,0,0,0,0,2024
RS,Mostardas,03/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12130,0,0,0,0,0,0,0,2024
RS,Mostardas,02/05/2024,13214 - Tempestade Local/Convectiva - Chuvas Intensas,12130,0,0,0,0,0,0,0,2024
