UF,Municí­pio,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados
RS,Independência,04/05/1995,RS-P-4310405-13213-19950504,13213 - Tempestade Local/Convectiva - Granizo,Registro,6618,0,0,0,0,0,0,0
RS,Independência,20/05/1994,RS-P-4310405-13213-19940520,13213 - Tempestade Local/Convectiva - Granizo,Registro,6618,0,0,0,0,0,0,0
RS,Independência,16/11/1992,RS-P-4310405-12100-19921116,12100 - Inundações,Registro,6618,0,0,0,0,0,0,0
RS,Inhacorá,06/05/2024,RS-F-4310413-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2267,0,0,0,0,0,0,2267
RS,Inhacorá,03/01/2024,RS-F-4310413-13215-20231229,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2267,0,0,0,0,0,0,2267
RS,Inhacorá,01/06/2017,RS-F-4310413-13214-20170601,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2267,0,0,0,0,0,0,1000
RS,Inhacorá,09/11/2012,RS-O-4310413-13215-20121109,13215 - Tempestade Local/Convectiva - Vendaval,Registro,2267,0,0,0,0,0,0,0
RS,Inhacorá,21/09/2012,RS-P-4310413-13215-20120921,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2267,0,0,0,0,0,0,0
RS,Inhacorá,09/08/2011,RS-A-4310413-13215-20110809,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2267,0,0,0,61,0,0,0
RS,Inhacorá,04/12/2010,RS-P-4310413-12200-20101204,12200 - Enxurradas,Registro,2267,0,0,0,0,0,0,0
RS,Inhacorá,04/12/2009,RS-A-4310413-12200-20091204,12200 - Enxurradas,Reconhecido,2267,0,0,0,0,0,0,0
RS,Inhacorá,10/04/1995,RS-P-4310413-12200-19950410,12200 - Enxurradas,Registro,2267,0,0,0,0,0,0,0
RS,Inhacorá,03/05/1994,RS-P-4310413-12200-19940503,12200 - Enxurradas,Registro,2267,0,0,0,0,0,0,0
RS,Inhacorá,18/01/1994,RS-P-4310413-12200-19940118,12200 - Enxurradas,Registro,2267,0,0,0,0,0,0,0
RS,Inhacorá,08/12/1993,RS-P-4310413-12200-19931208,12200 - Enxurradas,Registro,2267,0,0,0,0,0,0,0
RS,Ipê,03/05/2024,RS-F-4310439-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6017,0,0,0,0,78,0,5939
RS,Ipê,06/09/2023,RS-F-4310439-13214-20230904,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6017,0,1,0,0,3,0,5321
RS,Ipê,15/10/2015,RS-F-4310439-13214-20151008,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6017,0,0,0,0,0,0,300
RS,Ipiranga do Sul,28/06/2024,RS-F-4310462-13214-20240626,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1944,0,0,0,0,0,0,1720
RS,Ipiranga do Sul,19/10/2023,RS-F-4310462-13214-20231011,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1944,0,0,0,0,0,0,1720
RS,Ipiranga do Sul,04/12/2017,RS-F-4310462-13213-20171130,13213 - Tempestade Local/Convectiva - Granizo,Registro,1944,0,0,0,0,0,0,0
RS,Ipiranga do Sul,21/06/2017,RS-F-4310462-12200-20170527,12200 - Enxurradas,Registro,1944,0,0,0,0,5,0,0
RS,Ipiranga do Sul,26/10/2016,RS-F-4310462-12200-20161019,12200 - Enxurradas,Registro,1944,0,0,0,0,12,0,0
RS,Ipiranga do Sul,10/07/2014,RS-F-4310462-12200-20140630,12200 - Enxurradas,Reconhecido,1944,0,0,0,0,0,0,1086
RS,Ipiranga do Sul,02/06/1992,RS-P-4310462-12100-19920602,12100 - Inundações,Registro,1944,0,0,0,0,0,0,0
RS,Iraí,03/05/2024,RS-F-4310504-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8078,0,0,0,0,92,0,7986
RS,Iraí,09/10/2023,RS-F-4310504-13214-20231008,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8078,0,0,0,5,395,0,7678
RS,Iraí,28/01/2022,RS-F-4310504-13215-20220124,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,8078,0,6,0,0,0,0,8072
RS,Iraí,02/07/2020,RS-F-4310504-13215-20200630,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,8078,0,6,0,2,200,0,4500
RS,Iraí,23/05/2019,RS-F-4310504-12200-20190511,12200 - Enxurradas,Registro,8078,0,0,0,0,0,0,2000
RS,Iraí,27/10/2017,RS-F-4310504-13213-20171018,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8078,0,0,0,0,423,0,1254
RS,Iraí,06/06/2017,RS-F-4310504-12200-20170531,12200 - Enxurradas,Reconhecido,8078,0,0,0,33,189,0,4800
RS,Iraí,03/06/2017,RS-F-4310504-12200-20170331,12200 - Enxurradas,Registro,8078,0,0,0,33,189,0,4800
RS,Iraí,22/07/2015,RS-F-4310504-12300-20150713,12300 - Alagamentos,Reconhecido,8078,0,0,14,25,400,0,7639
RS,Iraí,13/01/2015,RS-F-4310504-13214-20141231,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8078,0,0,0,0,0,0,8078
RS,Iraí,30/06/2014,RS-F-4310504-13214-20140624,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8078,0,0,365,634,1085,0,5994
RS,Iraí,22/06/2011,RS-J-4310504-12200-20110622,12200 - Enxurradas,Reconhecido,8078,0,0,0,0,0,0,0
RS,Iraí,24/11/2010,RS-P-4310504-12200-20101124,12200 - Enxurradas,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,22/11/2009,RS-A-4310504-12200-20091122,12200 - Enxurradas,Reconhecido,8078,0,0,0,0,0,0,0
RS,Iraí,27/10/2003,RS-P-4310504-13213-20031027,13213 - Tempestade Local/Convectiva - Granizo,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,29/10/2002,RS-A-4310504-12200-20021029,12200 - Enxurradas,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,10/11/1995,RS-P-4310504-12200-19951110,12200 - Enxurradas,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,17/01/1995,RS-P-4310504-13213-19950117,13213 - Tempestade Local/Convectiva - Granizo,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,06/07/1993,RS-P-4310504-12200-19930706,12200 - Enxurradas,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,07/06/1990,RS-R-4310504-12100-19900607,12100 - Inundações,Registro,8078,0,0,0,250,0,0,0
RS,Iraí,21/09/1989,RS-P-4310504-12100-19890921,12100 - Inundações,Registro,8078,0,0,0,0,0,0,0
RS,Iraí,15/06/1983,RS-P-4310504-12200-19830615,12200 - Enxurradas,Registro,8078,0,0,0,0,0,0,0
RS,Itaara,20/11/2024,RS-F-4310538-13214-20241117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,5011,0,0,0,0,2,0,0
RS,Itaara,03/05/2024,RS-F-4310538-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5011,1,18,0,50,50,0,441
RS,Itaara,19/10/2017,RS-F-4310538-13215-20171019,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,5011,0,0,0,0,3,0,5120
RS,Itaara,08/10/2015,RS-F-4310538-12300-20151007,12300 - Alagamentos,Reconhecido,5011,0,0,0,0,8,0,4124
RS,Itaara,17/07/2014,RS-F-4310538-11321-20140629,11321 - Deslizamentos,Registro,5011,0,0,0,0,0,0,0
RS,Itaara,08/07/2014,RS-F-4310538-12200-20140629,12200 - Enxurradas,Reconhecido,5011,0,0,0,0,0,0,2464
RS,Itaara,02/12/2010,RS-A-4310538-13213-20101202,13213 - Tempestade Local/Convectiva - Granizo,Registro,5011,0,0,0,0,0,0,0
RS,Itaara,04/01/2010,RS-D-4310538-12200-20100104,12200 - Enxurradas,Registro,5011,0,0,0,0,0,0,0
RS,Itaara,02/12/2009,RS-A-4310538-12200-20091202,12200 - Enxurradas,Reconhecido,5011,0,0,0,0,0,0,0
RS,Itaara,07/09/2009,RS-A-4310538-13213-20090907,13213 - Tempestade Local/Convectiva - Granizo,Registro,5011,0,0,0,0,0,0,0
RS,Itaara,04/03/2004,RS-P-4310538-12100-20040304,12100 - Inundações,Reconhecido,5011,0,0,0,0,0,0,0
RS,Itaara,16/12/2003,RS-P-4310538-12100-20031216,12100 - Inundações,Registro,5011,0,0,0,0,0,0,0
RS,Itaara,20/07/2001,RS-P-4310538-12200-20010720,12200 - Enxurradas,Registro,5011,0,0,0,0,0,0,0
RS,Itaara,09/10/1997,RS-P-4310538-12200-19971009,12200 - Enxurradas,Registro,5011,0,0,0,0,0,0,0
RS,Itacurubi,17/05/2024,RS-F-4310553-13214-20240512,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3441,0,0,0,0,0,0,2995
RS,Itacurubi,26/07/2024,RS-F-4310553-13215-20240321,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3441,0,0,0,0,0,0,12
RS,Itacurubi,27/09/2023,RS-F-4310553-13213-20230918,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3441,0,0,0,0,0,0,390
RS,Itacurubi,23/06/2017,RS-F-4310553-12200-20170608,12200 - Enxurradas,Reconhecido,3441,0,0,0,0,0,0,592
RS,Itacurubi,27/11/2010,RS-P-4310553-12200-20101127,12200 - Enxurradas,Registro,3441,0,0,0,0,0,0,0
RS,Itacurubi,07/01/2010,RS-D-4310553-12200-20100107,12200 - Enxurradas,Registro,3441,0,0,0,0,0,0,0
RS,Itacurubi,25/11/2009,RS-A-4310553-12200-20091125,12200 - Enxurradas,Reconhecido,3441,0,0,0,0,0,0,0
RS,Itacurubi,13/10/1997,RS-P-4310553-12200-19971013,12200 - Enxurradas,Registro,3441,0,0,0,0,0,0,0
RS,Itacurubi,18/01/1994,RS-P-4310553-12200-19940118,12200 - Enxurradas,Registro,3441,0,0,0,0,0,0,0
RS,Itacurubi,08/12/1993,RS-P-4310553-12200-19931208,12200 - Enxurradas,Registro,3441,0,0,0,0,0,0,0
RS,Itapuca,06/05/2024,RS-F-4310579-13214-20240503,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2337,0,0,0,0,3,0,1515
RS,Itapuca,03/05/2024,RS-F-4310579-12200-20240503,12200 - Enxurradas,Registro,2337,0,0,0,0,0,0,0
RS,Itapuca,09/09/2023,RS-F-4310579-13214-20230905,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,2337,0,0,0,0,0,0,1000
RS,Itapuca,06/09/2023,RS-F-4310579-12200-20230904,12200 - Enxurradas,Reconhecido,2337,0,0,0,0,0,0,1000
RS,Itapuca,16/07/2020,RS-F-4310579-12200-20200711,12200 - Enxurradas,Não reconhecido,2337,0,0,0,0,0,0,1150
RS,Itapuca,06/11/2019,RS-F-4310579-12200-20191105,12200 - Enxurradas,Reconhecido,2337,0,0,0,0,0,0,1150
RS,Itapuca,18/10/2019,RS-F-4310579-13213-20191017,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2337,0,0,0,0,100,0,900
RS,Itapuca,06/06/2017,RS-F-4310579-12200-20170604,12200 - Enxurradas,Registro,2337,0,0,0,0,0,0,1791
RS,Itapuca,06/06/2017,RS-F-4310579-12200-20170526,12200 - Enxurradas,Reconhecido,2337,0,0,0,0,0,0,1791
RS,Itapuca,29/09/2015,RS-F-4310579-13213-20150919,13213 - Tempestade Local/Convectiva - Granizo,Não reconhecido,2337,0,0,0,0,0,0,630
RS,Itapuca,21/09/2012,RS-P-4310579-13215-20120921,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2337,0,0,0,0,0,0,0
RS,Itapuca,10/12/2010,RS-P-4310579-12200-20101210,12200 - Enxurradas,Registro,2337,0,0,0,0,0,0,0
RS,Itapuca,05/01/2010,RS-J-4310579-12200-20100101,12200 - Enxurradas,Registro,2337,0,0,0,0,0,0,0
RS,Itapuca,03/12/2009,RS-A-4310579-12200-20091203,12200 - Enxurradas,Reconhecido,2337,0,0,0,0,0,0,0
RS,Itaqui,06/08/2024,RS-F-4310603-13213-20240804,13213 - Tempestade Local/Convectiva - Granizo,Não reconhecido,38166,0,0,0,0,0,0,568
RS,Itaqui,10/05/2024,RS-F-4310603-12100-20240506,12100 - Inundações,Reconhecido,38166,0,0,0,90,1379,0,0
RS,Itaqui,17/10/2023,RS-F-4310603-12100-20231017,12100 - Inundações,Reconhecido,38166,0,0,0,22,235,0,0
RS,Itaqui,22/01/2019,RS-F-4310603-13214-20190119,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,38166,0,0,0,0,21,0,3200
RS,Itaqui,19/01/2019,RS-F-4310603-12100-20190119,12100 - Inundações,Registro,38166,0,0,0,0,15,0,0
RS,Itaqui,23/10/2017,RS-F-4310603-13215-20171019,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,38166,0,0,0,0,500,0,37666
RS,Itaqui,30/05/2017,RS-F-4310603-12100-20170525,12100 - Inundações,Reconhecido,38166,0,0,0,580,760,0,1250
RS,Itaqui,28/12/2015,RS-F-4310603-12100-20151228,12100 - Inundações,Reconhecido,38166,0,0,0,57,1372,0,0
RS,Itaqui,19/10/2015,RS-F-4310603-12100-20151015,12100 - Inundações,Registro,38166,0,0,0,10,440,0,0
RS,Itaqui,15/10/2015,RS-F-4310603-13213-20151008,13213 - Tempestade Local/Convectiva - Granizo,Registro,38166,0,0,0,0,0,0,600
RS,Itaqui,21/07/2015,RS-F-4310603-12100-20150720,12100 - Inundações,Reconhecido,38166,0,0,0,719,15,0,0
RS,Itaqui,20/01/2015,RS-F-4310603-12100-20150105,12100 - Inundações,Reconhecido,38166,0,0,0,560,200,0,0
RS,Itaqui,06/10/2014,RS-F-4310603-12100-20141006,12100 - Inundações,Registro,38166,0,0,0,21,392,0,0
RS,Itaqui,07/07/2014,RS-F-4310603-12100-20140630,12100 - Inundações,Reconhecido,38166,0,0,0,672,10127,0,0
RS,Itaqui,26/11/2010,RS-P-4310603-13215-20101126,13215 - Tempestade Local/Convectiva - Vendaval,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,26/05/2010,RS-D-4310603-12200-20100526,12200 - Enxurradas,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,26/11/2009,RS-A-4310603-13215-20091126,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,38166,0,2,14,50,950,0,0
RS,Itaqui,06/11/2008,RS-A-4310603-12100-20081106,12100 - Inundações,Registro,38166,0,0,0,73,1155,0,0
RS,Itaqui,18/10/2002,RS-A-4310603-12100-20021018,12100 - Inundações,Registro,38166,0,0,0,516,816,0,0
RS,Itaqui,18/10/1997,RS-P-4310603-12200-19971018,12200 - Enxurradas,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,19/08/1993,RS-P-4310603-12200-19930819,12200 - Enxurradas,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,07/06/1990,RS-R-4310603-12100-19900607,12100 - Inundações,Registro,38166,0,0,0,1000,0,0,850
RS,Itaqui,21/09/1989,RS-P-4310603-12100-19890921,12100 - Inundações,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,12/05/1987,RS-P-4310603-12200-19870512,12200 - Enxurradas,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,16/05/1983,RS-P-4310603-12200-19830516,12200 - Enxurradas,Registro,38166,0,0,0,0,0,0,0
RS,Itaqui,15/09/1972,RS-P-4310603-12100-19720915,12100 - Inundações,Registro,38166,0,0,0,0,0,0,0
RS,Itati,02/05/2024,RS-F-4310652-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2589,0,0,0,80,600,0,1602
RS,Itati,03/10/2023,RS-F-4310652-13214-20230926,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2589,0,0,0,0,31,0,718
RS,Itati,19/06/2023,RS-F-4310652-12200-20230615,12200 - Enxurradas,Reconhecido,2589,0,0,0,56,560,0,1666
RS,Itati,07/03/2023,RS-F-4310652-12200-20230306,12200 - Enxurradas,Reconhecido,2589,0,0,0,0,208,0,782
RS,Itati,22/09/2021,RS-F-4310652-13213-20210919,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2589,0,0,0,0,0,0,170
RS,Itati,09/07/2020,RS-F-4310652-13215-20200701,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2589,0,0,0,0,0,0,400
RS,Itati,06/06/2017,RS-F-4310652-12200-20170601,12200 - Enxurradas,Reconhecido,2589,0,0,0,0,24,0,229
RS,Itati,02/08/2011,RS-A-4310652-13215-20110802,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2589,0,0,0,0,188,0,0
RS,Itati,26/02/2011,RS-A-4310652-12200-20110226,12200 - Enxurradas,Reconhecido,2589,0,0,0,0,48,0,0
RS,Itati,12/05/2010,RS-A-4310652-12200-20100512,12200 - Enxurradas,Reconhecido,2589,0,0,0,0,2,0,0
RS,Itati,03/05/2008,RS-A-4310652-13215-20080503,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2589,0,0,0,0,927,0,0
RS,Itati,03/03/2007,RS-A-4310652-12200-20070303,12200 - Enxurradas,Reconhecido,2589,0,0,0,8,549,0,0
RS,Itatiba do Sul,03/05/2024,RS-F-4310702-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4171,0,0,0,0,0,0,4171
RS,Itatiba do Sul,08/11/2023,RS-F-4310702-13214-20231103,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4171,0,0,0,0,0,0,4171
RS,Itatiba do Sul,09/10/2023,RS-F-4310702-13214-20231007,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4171,0,0,0,0,0,0,4171
RS,Itatiba do Sul,07/07/2020,RS-F-4310702-13215-20200630,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4171,0,0,0,0,8,0,4163
RS,Itatiba do Sul,17/05/2019,RS-F-4310702-12200-20190510,12200 - Enxurradas,Reconhecido,4171,1,0,0,0,0,0,508
RS,Itatiba do Sul,26/06/2017,RS-F-4310702-12200-20170608,12200 - Enxurradas,Reconhecido,4171,0,0,0,0,0,0,880
RS,Itatiba do Sul,04/07/2014,RS-F-4310702-12200-20140622,12200 - Enxurradas,Reconhecido,4171,0,0,0,0,10,0,0
RS,Itatiba do Sul,18/04/2011,RS-P-4310702-13215-20110418,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4171,0,0,0,0,0,0,0
RS,Itatiba do Sul,20/09/2007,RS-A-4310702-13215-20070920,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4171,0,0,0,0,100,0,0
RS,Itatiba do Sul,29/06/1990,RS-P-4310702-12200-19900629,12200 - Enxurradas,Registro,4171,0,0,0,0,0,0,0
RS,Itatiba do Sul,11/08/1983,RS-P-4310702-12200-19830811,12200 - Enxurradas,Registro,4171,0,0,0,0,0,0,0
RS,Ivorá,30/09/2024,RS-F-4310751-13213-20240925,13213 - Tempestade Local/Convectiva - Granizo,Registro,2156,0,0,0,0,0,0,0
RS,Ivorá,03/05/2024,RS-F-4310751-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2156,0,1,6,11,23,0,177
RS,Ivorá,03/12/2010,RS-P-4310751-12200-20101203,12200 - Enxurradas,Registro,2156,0,0,0,0,0,0,0
RS,Ivorá,04/01/2010,RS-D-4310751-12200-20100104,12200 - Enxurradas,Registro,2156,0,0,0,0,0,0,0
RS,Ivorá,01/12/2009,RS-A-4310751-12200-20091201,12200 - Enxurradas,Reconhecido,2156,0,0,0,0,0,0,0
RS,Ivorá,23/07/2001,RS-P-4310751-12200-20010723,12200 - Enxurradas,Registro,2156,0,0,0,0,0,0,0
RS,Ivorá,08/01/2001,RS-P-4310751-12200-20010108,12200 - Enxurradas,Registro,2156,0,0,0,0,0,0,0
RS,Ivorá,10/10/1997,RS-P-4310751-12200-19971010,12200 - Enxurradas,Registro,2156,0,0,0,0,0,0,0
RS,Ivoti,10/05/2024,RS-F-4310801-13214-20240503,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,19877,0,0,0,55,361,0,300
RS,Ivoti,19/06/2023,RS-F-4310801-13214-20230616,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,19877,0,3,1,3,53,0,250
RS,Ivoti,21/10/2016,RS-F-4310801-11321-20161018,11321 - Deslizamentos,Reconhecido,19877,0,0,0,0,0,0,1740
RS,Ivoti,23/04/2011,RS-A-4310801-12200-20110423,12200 - Enxurradas,Reconhecido,19877,0,0,0,7,7,0,0
RS,Jóia,06/05/2024,RS-F-4311155-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8329,0,0,0,0,0,0,8329
RS,Jóia,21/11/2023,RS-F-4311155-13213-20231117,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8329,0,0,0,0,0,0,600
RS,Jóia,23/11/2023,RS-F-4311155-13214-20231116,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8329,0,0,0,0,0,0,8329
RS,Jóia,12/07/2023,RS-F-4311155-13213-20230712,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8329,0,0,0,0,0,0,832
RS,Jóia,24/08/2022,RS-F-4311155-13213-20220815,13213 - Tempestade Local/Convectiva - Granizo,Registro,8329,0,0,0,0,0,0,0
RS,Jóia,20/10/2017,RS-F-4311155-13215-20171019,13215 - Tempestade Local/Convectiva - Vendaval,Registro,8329,0,0,0,0,13,0,8316
RS,Jóia,02/10/2017,RS-F-4311155-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,8329,0,0,0,0,7,0,6280
RS,Jóia,31/05/2017,RS-F-4311155-13214-20170529,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,8329,0,0,0,0,0,0,0
RS,Jóia,29/12/2015,RS-F-4311155-12200-20151224,12200 - Enxurradas,Não reconhecido,8329,0,0,0,0,0,0,0
RS,Jóia,15/10/2015,RS-F-4311155-13213-20151008,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8329,0,0,0,4,25,0,0
RS,Jóia,10/12/2010,RS-P-4311155-12200-20101210,12200 - Enxurradas,Registro,8329,0,0,0,0,0,0,0
RS,Jóia,04/01/2010,RS-D-4311155-12200-20100104,12200 - Enxurradas,Registro,8329,0,0,0,0,0,0,0
RS,Jóia,10/12/2009,RS-A-4311155-12200-20091210,12200 - Enxurradas,Reconhecido,8329,0,0,0,0,0,0,0
RS,Jóia,10/01/2009,RS-C-4311155-13215-20090110,13215 - Tempestade Local/Convectiva - Vendaval,Registro,8329,0,0,0,0,12,0,0
RS,Jóia,27/10/2003,RS-P-4311155-13215-20031027,13215 - Tempestade Local/Convectiva - Vendaval,Registro,8329,0,0,0,0,0,0,0
RS,Jóia,11/10/2002,RS-A-4311155-13215-20021011,13215 - Tempestade Local/Convectiva - Vendaval,Registro,8329,0,0,0,60,120,0,0
RS,Jaboticaba,03/05/2024,RS-F-4310850-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4111,0,0,0,0,0,0,4111
RS,Jaboticaba,16/10/2023,RS-F-4310850-13214-20231016,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4111,0,0,0,0,10,0,4101
RS,Jaboticaba,30/06/2021,RS-F-4310850-13215-20210626,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4111,0,0,0,0,0,0,0
RS,Jaboticaba,20/12/2018,RS-F-4310850-13215-20181217,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4111,0,0,0,0,0,0,0
RS,Jaboticaba,09/06/2017,RS-F-4310850-12200-20170605,12200 - Enxurradas,Reconhecido,4111,1,0,0,0,0,0,2624
RS,Jaboticaba,09/07/2014,RS-F-4310850-12200-20140625,12200 - Enxurradas,Reconhecido,4111,0,0,0,0,0,0,3000
RS,Jaboticaba,22/04/2014,RS-F-4310850-12200-20140412,12200 - Enxurradas,Registro,4111,0,0,0,0,0,0,2500
RS,Jaboticaba,12/12/2010,RS-A-4310850-12200-20101212,12200 - Enxurradas,Reconhecido,4111,0,0,0,0,0,0,0
RS,Jaboticaba,25/11/2009,RS-P-4310850-12200-20091125,12200 - Enxurradas,Reconhecido,4111,0,0,0,0,0,0,0
RS,Jaboticaba,11/10/1997,RS-P-4310850-12200-19971011,12200 - Enxurradas,Registro,4111,0,0,0,0,0,0,0
RS,Jaboticaba,02/06/1992,RS-P-4310850-12100-19920602,12100 - Inundações,Registro,4111,0,0,0,0,0,0,0
RS,Jaboticaba,21/09/1989,RS-P-4310850-12100-19890921,12100 - Inundações,Registro,4111,0,0,0,0,0,0,0
RS,Jacuizinho,06/05/2024,RS-F-4310876-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2507,0,0,0,5,40,0,2000
RS,Jacuizinho,28/11/2023,RS-F-4310876-13214-20231118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2507,0,0,0,0,0,0,2507
RS,Jacuizinho,08/09/2023,RS-F-4310876-13214-20230902,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2507,0,0,0,0,20,0,0
RS,Jacuizinho,11/10/2017,RS-F-4310876-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Registro,2507,0,2,0,0,2,0,0
RS,Jacuizinho,04/01/2010,RS-A-4310876-12200-20100104,12200 - Enxurradas,Reconhecido,2507,0,0,0,0,21,0,0
RS,Jacuizinho,30/11/2009,RS-A-4310876-12200-20091130,12200 - Enxurradas,Reconhecido,2507,0,0,0,0,0,0,0
RS,Jacuizinho,27/01/2009,RS-A-4310876-12200-20090127,12200 - Enxurradas,Registro,2507,0,0,0,0,0,0,0
RS,Jacuizinho,08/01/2009,RS-A-4310876-13215-20090108,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2507,0,0,0,0,0,0,0
RS,Jacuizinho,28/10/2008,RS-A-4310876-12200-20081028,12200 - Enxurradas,Registro,2507,0,0,0,0,0,0,0
RS,Jacuizinho,17/11/2007,RS-A-4310876-13213-20071117,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2507,0,0,0,0,0,0,0
RS,Jacuizinho,30/08/2005,RS-P-4310876-13213-20050830,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2507,0,0,0,0,0,0,0
RS,Jacuizinho,06/11/2002,RS-A-4310876-12100-20021106,12100 - Inundações,Registro,2507,0,0,0,0,0,0,0
RS,Jacuizinho,20/07/2001,RS-P-4310876-12200-20010720,12200 - Enxurradas,Registro,2507,0,0,0,0,0,0,0
RS,Jacutinga,20/05/2024,RS-F-4310900-13214-20240512,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3630,0,0,0,0,0,0,3630
RS,Jacutinga,22/11/2023,RS-F-4310900-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3630,0,0,0,0,0,0,3630
RS,Jacutinga,10/10/2023,RS-F-4310900-12200-20231003,12200 - Enxurradas,Registro,3630,0,0,0,0,0,0,3630
RS,Jacutinga,07/06/2021,RS-F-4310900-13215-20210528,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3630,0,0,0,0,0,0,50
RS,Jacutinga,08/06/2017,RS-F-4310900-12200-20170607,12200 - Enxurradas,Reconhecido,3630,0,0,0,2,8,0,2722
