UF,Municí­pio,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados
RS,Água Santa,14/06/2018,RS-F-4300059-13211-20180612,13211 - Tempestade Local/Convectiva - Tornados,Reconhecido,3726,0,10,0,5,33,0,2927
RS,Água Santa,09/06/2017,RS-F-4300059-12200-20170604,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,2279
RS,Água Santa,14/07/2016,RS-F-4300059-13213-20160713,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3726,0,0,0,0,0,0,300
RS,Água Santa,29/08/2011,RS-A-4300059-12200-20110829,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,0
RS,Água Santa,28/03/2011,RS-P-4300059-12200-20110328,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,0
RS,Água Santa,25/11/2010,RS-C-4300059-12200-20101125,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0
RS,Água Santa,25/11/2009,RS-A-4300059-12200-20091125,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,0
RS,Água Santa,01/12/2002,RS-A-4300059-13215-20021201,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3726,0,0,0,0,0,0,0
RS,Água Santa,19/12/1994,RS-P-4300059-12200-19941219,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0
RS,Água Santa,09/11/1994,RS-P-4300059-13213-19941109,13213 - Tempestade Local/Convectiva - Granizo,Registro,3726,0,0,0,0,0,0,0
RS,Água Santa,22/07/1993,RS-P-4300059-12200-19930722,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0
RS,Água Santa,15/06/1990,RS-P-4300059-12200-19900615,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0
RS,Áurea,05/05/2024,RS-F-4301552-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3665,0,0,0,0,0,0,3665
RS,Áurea,12/10/2023,RS-F-4301552-13214-20231007,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3665,0,0,0,0,0,0,3396
RS,Áurea,13/07/2020,RS-F-4301552-13215-20200630,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3665,0,0,0,0,8,0,2552
RS,Áurea,07/07/2020,RS-F-4301552-13211-20200630,13211 - Tempestade Local/Convectiva - Tornados,Registro,3665,0,0,0,0,0,0,0
RS,Áurea,13/03/2019,RS-F-4301552-12200-20190306,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,2,0,2600
RS,Áurea,01/06/2017,RS-F-4301552-12200-20170530,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,0,0,2128
RS,Áurea,03/07/2014,RS-F-4301552-12200-20140630,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,0,0,2
RS,Áurea,09/08/2011,RS-A-4301552-13215-20110809,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3665,0,0,0,0,0,0,0
RS,Áurea,09/02/2011,RS-P-4301552-12200-20110209,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,0,0,0
RS,Áurea,01/12/2010,RS-A-4301552-13213-20101201,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3665,0,0,0,0,0,0,0
RS,Aceguá,02/05/2024,RS-F-4300034-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4394,0,0,0,0,1,0,30
RS,Aceguá,07/11/2019,RS-F-4300034-13214-20191030,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,4394,0,0,0,0,0,0,7
RS,Aceguá,13/09/2016,RS-F-4300034-13215-20160912,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4394,0,0,0,5,5,0,0
RS,Aceguá,26/04/2016,RS-F-4300034-13214-20160426,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4394,0,0,0,0,0,0,1519
RS,Aceguá,14/12/2015,RS-F-4300034-13215-20151213,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4394,0,0,0,0,0,0,0
RS,Aceguá,09/05/2013,RS-F-4300034-13213-20130503,13213 - Tempestade Local/Convectiva - Granizo,Registro,4394,0,0,0,0,0,0,1092
RS,Aceguá,23/11/2010,RS-P-4300034-12100-20101123,12100 - Inundações,Registro,4394,0,0,0,0,0,0,0
RS,Aceguá,19/11/2009,RS-A-4300034-12100-20091119,12100 - Inundações,Reconhecido,4394,0,0,0,0,0,0,0
RS,Aceguá,07/09/2009,RS-A-4300034-13215-20090907,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4394,0,9,0,13,165,0,0
RS,Agudo,04/05/2024,RS-F-4300109-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16729,0,1,9,100,27,0,15904
RS,Agudo,18/01/2024,RS-F-4300109-13215-20240116,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,16729,0,0,0,0,0,0,16041
RS,Agudo,24/11/2023,RS-F-4300109-13214-20231118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16729,0,0,0,0,0,0,16729
RS,Agudo,14/09/2023,RS-F-4300109-12200-20230913,12200 - Enxurradas,Registro,16729,0,0,0,0,15,0,0
RS,Agudo,07/08/2023,RS-F-4300109-11321-20230720,11321 - Deslizamentos,Registro,16729,0,0,0,10,10,0,0
RS,Agudo,08/06/2021,RS-F-4300109-13215-20210605,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,0,2,0,0
RS,Agudo,31/03/2021,RS-F-4300109-13213-20210326,13213 - Tempestade Local/Convectiva - Granizo,Registro,16729,0,0,0,0,0,0,40
RS,Agudo,09/10/2017,RS-F-4300109-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,0,0,0,0
RS,Agudo,06/01/2017,RS-F-4300109-12200-20170104,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,50,0,450
RS,Agudo,31/12/2015,RS-F-4300109-13214-20151223,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16729,0,0,0,0,10,1,7000
RS,Agudo,27/10/2015,RS-F-4300109-13213-20151021,13213 - Tempestade Local/Convectiva - Granizo,Não reconhecido,16729,0,0,0,0,0,0,30
RS,Agudo,15/10/2015,RS-F-4300109-12200-20151008,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,0,0,1000
RS,Agudo,23/01/2013,RS-F-4300109-13215-20131231,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,1,0,250,0,249
RS,Agudo,18/11/2013,RS-F-4300109-12200-20131111,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,0,0,0
RS,Agudo,30/11/2010,RS-P-4300109-12200-20101130,12200 - Enxurradas,Registro,16729,0,0,0,0,0,0,0
RS,Agudo,05/01/2010,RS-J-4300109-12200-20100101,12200 - Enxurradas,Registro,16729,3,0,0,3,100,0,0
RS,Agudo,30/11/2009,RS-A-4300109-12200-20091130,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,0,0,0
RS,Agudo,01/10/2002,RS-A-4300109-13215-20021001,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,12,45,0,0
RS,Agudo,20/07/2001,RS-P-4300109-13215-20010720,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,0,0,0,0
RS,Agudo,10/05/1984,RS-P-4300109-12200-19840510,12200 - Enxurradas,Registro,16729,0,0,0,0,0,0,0
RS,Agudo,15/06/1983,RS-P-4300109-12200-19830615,12200 - Enxurradas,Registro,16729,0,0,0,0,0,0,0
RS,Ajuricaba,08/05/2024,RS-F-4300208-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7255,0,0,0,0,0,0,6720
RS,Ajuricaba,07/12/2023,RS-F-4300208-12200-20231128,12200 - Enxurradas,Reconhecido,7255,0,0,0,0,0,0,88
RS,Ajuricaba,28/11/2023,RS-F-4300208-13214-20231119,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7255,0,0,0,0,0,0,6720
RS,Ajuricaba,21/07/2020,RS-F-4300208-12300-20200708,12300 - Alagamentos,Registro,7255,0,0,0,6,2,0,0
RS,Ajuricaba,09/06/2017,RS-F-4300208-12200-20170608,12200 - Enxurradas,Registro,7255,0,0,0,0,6,0,0
RS,Ajuricaba,30/05/2017,RS-F-4300208-12200-20170527,12200 - Enxurradas,Registro,7255,0,0,0,11,6,0,2500
RS,Ajuricaba,21/10/2016,RS-F-4300208-13213-20161019,13213 - Tempestade Local/Convectiva - Granizo,Registro,7255,0,0,0,15,0,0,0
RS,Ajuricaba,27/03/2011,RS-A-4300208-12200-20110327,12200 - Enxurradas,Reconhecido,7255,0,0,0,37,85,0,0
RS,Ajuricaba,15/12/2010,RS-C-4300208-12200-20101215,12200 - Enxurradas,Registro,7255,0,0,0,0,0,0,0
RS,Ajuricaba,10/12/2009,RS-A-4300208-12200-20091210,12200 - Enxurradas,Reconhecido,7255,0,0,0,1,0,0,0
RS,Ajuricaba,02/06/1992,RS-P-4300208-12100-19920602,12100 - Inundações,Registro,7255,0,0,0,0,0,0,0
RS,Ajuricaba,15/09/1972,RS-P-4300208-12100-19720915,12100 - Inundações,Registro,7255,0,0,0,0,0,0,0
RS,Alecrim,07/05/2024,RS-F-4300307-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7045,0,0,0,0,10,0,500
RS,Alecrim,04/10/2023,RS-F-4300307-13213-20231003,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,7045,0,0,0,0,0,0,240
RS,Alecrim,08/10/2018,RS-F-4300307-13213-20181003,13213 - Tempestade Local/Convectiva - Granizo,Registro,7045,0,0,0,0,0,0,1200
RS,Alecrim,05/06/2017,RS-F-4300307-12100-20170601,12100 - Inundações,Reconhecido,7045,0,0,0,0,0,0,3000
RS,Alecrim,11/04/2017,RS-F-4300307-12200-20170409,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,2500
RS,Alecrim,03/12/2015,RS-F-4300307-12200-20151202,12200 - Enxurradas,Reconhecido,7045,0,0,0,0,0,0,3000
RS,Alecrim,23/07/2015,RS-F-4300307-12200-20150714,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0
RS,Alecrim,02/10/2014,RS-F-4300307-12100-20140930,12100 - Inundações,Reconhecido,7045,0,0,0,0,0,0,0
RS,Alecrim,04/07/2014,RS-F-4300307-12100-20140629,12100 - Inundações,Reconhecido,7045,0,0,1,0,150,0,3021
RS,Alecrim,18/09/2012,RS-J-4300307-13215-20120918,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7045,0,0,0,50,0,0,0
RS,Alecrim,02/12/2010,RS-P-4300307-13215-20101202,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7045,0,0,0,0,0,0,0
RS,Alecrim,02/12/2009,RS-P-4300307-13215-20091202,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7045,0,0,0,0,0,0,0
RS,Alecrim,29/11/2009,RS-C-4300307-13213-20091129,13213 - Tempestade Local/Convectiva - Granizo,Registro,7045,0,0,0,0,0,0,0
RS,Alecrim,01/11/2007,RS-A-4300307-13215-20071101,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7045,0,0,0,0,0,0,0
RS,Alecrim,27/11/2002,RS-A-4300307-12200-20021127,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0
RS,Alecrim,15/06/1990,RS-P-4300307-12200-19900615,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0
RS,Alecrim,15/06/1983,RS-P-4300307-12200-19830615,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0
RS,Alecrim,15/09/1972,RS-P-4300307-12100-19720915,12100 - Inundações,Registro,7045,0,0,0,0,0,0,0
RS,Alegrete,04/05/2024,RS-F-4300406-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,77673,0,0,0,214,296,0,690
RS,Alegrete,18/04/2024,RS-F-4300406-12100-20240418,12100 - Inundações,Registro,77673,0,0,0,0,6,0,0
RS,Alegrete,07/11/2023,RS-F-4300406-12200-20231102,12200 - Enxurradas,Reconhecido,77673,0,0,0,0,0,0,1000
RS,Alegrete,06/05/2022,RS-F-4300406-12100-20220506,12100 - Inundações,Reconhecido,77673,0,0,0,201,2127,0,24
RS,Alegrete,31/10/2019,RS-F-4300406-13215-20191027,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,77673,0,0,0,0,0,0,26514
RS,Alegrete,10/01/2019,RS-F-4300406-13214-20190108,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,77673,2,0,0,1170,4357,0,0
RS,Alegrete,21/10/2017,RS-F-4300406-13215-20171019,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,77673,0,0,0,0,5,0,77668
RS,Alegrete,13/04/2017,RS-F-4300406-12100-20170411,12100 - Inundações,Reconhecido,77673,0,0,0,500,1600,0,0
RS,Alegrete,25/10/2016,RS-F-4300406-12100-20161017,12100 - Inundações,Registro,77673,0,0,0,124,216,0,0
RS,Alegrete,28/12/2015,RS-F-4300406-12100-20151226,12100 - Inundações,Reconhecido,77673,0,0,0,1159,3841,0,0
RS,Alegrete,16/10/2015,RS-F-4300406-12100-20151013,12100 - Inundações,Reconhecido,77673,1,0,0,928,184,0,0
RS,Alegrete,10/10/2012,RS-J-4300406-12100-20121010,12100 - Inundações,Registro,77673,0,0,0,60,169,0,0
RS,Alegrete,09/06/2010,RS-P-4300406-12100-20100609,12100 - Inundações,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,01/01/2010,RS-C-4300406-12200-20100101,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,21/11/2009,RS-A-4300406-12100-20091121,12100 - Inundações,Reconhecido,77673,0,0,0,1664,2170,0,0
RS,Alegrete,16/12/2003,RS-P-4300406-13215-20031216,13215 - Tempestade Local/Convectiva - Vendaval,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,30/04/2001,RS-P-4300406-12200-20010430,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,23/11/1993,RS-P-4300406-12200-19931123,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,13/05/1993,RS-P-4300406-12200-19930513,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,22/04/1992,RS-P-4300406-12100-19920422,12100 - Inundações,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,12/05/1987,RS-P-4300406-12200-19870512,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,16/05/1983,RS-P-4300406-12200-19830516,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0
RS,Alegrete,15/09/1972,RS-P-4300406-12100-19720915,12100 - Inundações,Registro,77673,0,0,0,0,0,0,0
RS,Alegria,06/05/2024,RS-F-4300455-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4301,0,0,0,0,0,0,4301
RS,Alegria,02/01/2017,RS-F-4300455-13214-20161231,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4301,0,0,0,0,0,0,1500
RS,Alegria,21/09/2012,RS-P-4300455-13215-20120921,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4301,0,0,0,0,0,0,0
RS,Alegria,06/04/2011,RS-A-4300455-13213-20110406,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,4301,0,0,0,0,0,0,0
RS,Alegria,01/11/2007,RS-A-4300455-13215-20071101,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4301,0,0,0,0,0,0,0
RS,Alegria,30/05/1994,RS-P-4300455-13215-19940530,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4301,0,0,0,0,0,0,0
RS,Alegria,15/06/1990,RS-P-4300455-12200-19900615,12200 - Enxurradas,Registro,4301,0,0,0,0,0,0,0
RS,Almirante Tamandaré do Sul,28/01/2025,RS-F-4300471-13215-20250127,13215 - Tempestade Local/Convectiva - Vendaval,Registro,2062,0,0,0,0,0,0,0
RS,Almirante Tamandaré do Sul,21/11/2023,RS-F-4300471-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2062,0,0,0,0,0,0,1006
RS,Almirante Tamandaré do Sul,18/07/2023,RS-F-4300471-13211-20230712,13211 - Tempestade Local/Convectiva - Tornados,Reconhecido,2062,0,0,0,0,0,0,358
RS,Alpestre,06/05/2024,RS-F-4300505-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8027,0,0,0,0,0,0,7117
RS,Alpestre,22/11/2023,RS-F-4300505-13213-20231116,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8027,0,0,0,0,0,0,210
RS,Alpestre,20/10/2023,RS-F-4300505-13213-20231016,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8027,0,0,0,0,14,0,232
RS,Alpestre,13/05/2019,RS-F-4300505-12200-20190511,12200 - Enxurradas,Registro,8027,0,0,0,0,0,0,0
RS,Alpestre,30/10/2017,RS-F-4300505-13213-20171029,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8027,0,0,0,0,10,0,952
RS,Alpestre,25/11/2015,RS-F-4300505-13211-20151119,13211 - Tempestade Local/Convectiva - Tornados,Registro,8027,0,3,0,6,0,0,63
RS,Alpestre,04/07/2014,RS-F-4300505-12200-20140627,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,20,0,5040
RS,Alpestre,22/06/2011,RS-A-4300505-12200-20110622,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,0,0,0
RS,Alpestre,31/03/2011,RS-A-4300505-12200-20110331,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,0,0,10
RS,Alpestre,26/04/2010,RS-A-4300505-12200-20100426,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,0,0,0
RS,Alpestre,15/06/1990,RS-P-4300505-12200-19900615,12200 - Enxurradas,Registro,8027,0,0,0,0,0,0,0
RS,Alpestre,15/06/1983,RS-P-4300505-12200-19830615,12200 - Enxurradas,Registro,8027,0,0,0,0,0,0,0
RS,Alpestre,15/09/1972,RS-P-4300505-12100-19720915,12100 - Inundações,Registro,8027,0,0,0,0,0,0,0
RS,Alto Alegre,03/05/2024,RS-F-4300554-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1848,0,0,0,0,20,0,1828
RS,Alto Alegre,22/11/2023,RS-F-4300554-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,1848,0,0,0,0,0,0,1848
RS,Alto Alegre,20/12/2022,RS-F-4300554-13213-20221219,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,1848,0,0,0,0,0,0,904
RS,Alto Alegre,30/06/2021,RS-F-4300554-13213-20210626,13213 - Tempestade Local/Convectiva - Granizo,Registro,1848,0,0,0,0,0,0,0
RS,Alto Alegre,04/01/2010,RS-A-4300554-12200-20100104,12200 - Enxurradas,Reconhecido,1848,0,0,0,0,0,0,0
RS,Alto Alegre,05/10/2009,RS-A-4300554-13213-20091005,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,1848,0,0,0,0,50,0,0
RS,Alto Alegre,04/01/2008,RS-D-4300554-12200-20080104,12200 - Enxurradas,Registro,1848,0,0,0,0,0,0,0
RS,Alto Feliz,06/05/2024,RS-F-4300570-12200-20240430,12200 - Enxurradas,Reconhecido,2908,0,0,0,20,0,0,3052
RS,Alto Feliz,22/11/2023,RS-F-4300570-12200-20231118,12200 - Enxurradas,Reconhecido,2908,0,0,0,0,0,0,3072
RS,Alto Feliz,22/06/2023,RS-F-4300570-12200-20230616,12200 - Enxurradas,Reconhecido,2908,0,0,0,1,0,0,0
RS,Alto Feliz,19/01/2001,RS-P-4300570-12200-20010119,12200 - Enxurradas,Registro,2908,0,0,0,0,0,0,0
RS,Alto Feliz,26/12/2000,RS-P-4300570-12200-20001226,12200 - Enxurradas,Registro,2908,0,0,0,0,0,0,0
RS,Alvorada,03/05/2024,RS-F-4300604-12100-20240501,12100 - Inundações,Reconhecido,195718,0,5,2000,212,9802,0,183699
RS,Alvorada,20/10/2023,RS-F-4300604-12100-20230926,12100 - Inundações,Não reconhecido,195718,0,2932,0,12,364,0,992
RS,Alvorada,21/10/2015,RS-F-4300604-12100-20151012,12100 - Inundações,Reconhecido,195718,0,0,0,179,3040,0,7465
RS,Alvorada,21/07/2015,RS-F-4300604-12100-20150712,12100 - Inundações,Reconhecido,195718,0,2,0,204,2736,0,8409
RS,Alvorada,05/02/2014,RS-F-4300604-13213-20140201,13213 - Tempestade Local/Convectiva - Granizo,Registro,195718,0,0,0,0,0,0,10000
RS,Alvorada,04/09/2013,RS-F-4300604-12100-20130827,12100 - Inundações,Reconhecido,195718,0,17,0,107,1,0,11
RS,Alvorada,15/06/2012,RS-F-4300604-12100-20120915,12100 - Inundações,Registro,195718,0,0,0,0,200,0,0
RS,Alvorada,05/01/2010,RS-P-4300604-12200-20100105,12200 - Enxurradas,Registro,195718,0,0,0,0,0,0,0
RS,Alvorada,03/05/2008,RS-A-4300604-13215-20080503,13215 - Tempestade Local/Convectiva - Vendaval,Registro,195718,0,0,0,38,494,0,0
RS,Alvorada,20/08/1985,RS-P-4300604-12200-19850820,12200 - Enxurradas,Registro,195718,0,0,0,0,0,0,0
RS,Amaral Ferrador,11/01/2025,RS-F-4300638-13213-20250101,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,6355,0,0,0,0,0,0,54
RS,Amaral Ferrador,01/10/2024,RS-F-4300638-13214-20240925,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,12,0,6343
RS,Amaral Ferrador,06/05/2024,RS-F-4300638-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,4,0,6351
RS,Amaral Ferrador,19/09/2023,RS-F-4300638-13214-20230913,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,25,0,6330
RS,Amaral Ferrador,08/03/2018,RS-F-4300638-13213-20180227,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,6355,0,0,0,0,7,0,293
RS,Amaral Ferrador,21/03/2017,RS-F-4300638-13214-20170311,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,3,0,1596
RS,Amaral Ferrador,22/10/2015,RS-F-4300638-13214-20151015,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,19/09/2012,RS-F-4300638-12100-20120919,12100 - Inundações,Reconhecido,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,20/11/2010,RS-P-4300638-12200-20101120,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,23/06/2010,RS-P-4300638-12200-20100623,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,18/11/2009,RS-A-4300638-12200-20091118,12200 - Enxurradas,Reconhecido,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,07/10/2002,RS-A-4300638-12100-20021007,12100 - Inundações,Registro,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,02/05/2001,RS-P-4300638-12200-20010502,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,08/03/1994,RS-P-4300638-12200-19940308,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0
RS,Amaral Ferrador,22/04/1992,RS-P-4300638-12100-19920422,12100 - Inundações,Registro,6355,0,0,0,0,0,0,0
RS,Ametista do Sul,03/05/2024,RS-F-4300646-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7323,0,0,0,0,4,0,7319
RS,Ametista do Sul,26/03/2024,RS-F-4300646-13214-20240319,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7323,0,0,0,0,0,0,2000
RS,Ametista do Sul,24/10/2023,RS-F-4300646-13215-20231016,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7323,0,0,0,0,36,0,7287
RS,Ametista do Sul,13/10/2023,RS-F-4300646-13214-20231004,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7323,0,0,0,0,0,0,3000
RS,Ametista do Sul,30/07/2021,RS-F-4300646-13213-20210726,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,7323,0,0,0,0,0,0,480
RS,Ametista do Sul,13/05/2019,RS-F-4300646-12200-20190511,12200 - Enxurradas,Registro,7323,0,0,0,0,0,0,5000
RS,Ametista do Sul,12/06/2017,RS-F-4300646-12200-20170608,12200 - Enxurradas,Reconhecido,7323,0,0,0,0,0,0,5253
RS,Ametista do Sul,22/07/2015,RS-F-4300646-12200-20150714,12200 - Enxurradas,Não reconhecido,7323,0,0,0,0,0,0,380
RS,Ametista do Sul,06/10/2014,RS-F-4300646-12200-20141002,12200 - Enxurradas,Não reconhecido,7323,0,0,0,0,0,0,1300
RS,Ametista do Sul,04/07/2014,RS-F-4300646-12200-20140630,12200 - Enxurradas,Registro,7323,0,0,0,0,8,0,0
RS,Ametista do Sul,09/08/2011,RS-A-4300646-13215-20110809,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7323,0,0,0,1,0,0,0
RS,Ametista do Sul,27/11/2010,RS-P-4300646-12200-20101127,12200 - Enxurradas,Registro,7323,0,0,0,0,0,0,0
RS,Ametista do Sul,23/06/2010,RS-P-4300646-12200-20100623,12200 - Enxurradas,Registro,7323,0,0,0,0,0,0,0
RS,Ametista do Sul,22/11/2009,RS-A-4300646-12200-20091122,12200 - Enxurradas,Reconhecido,7323,0,0,0,0,0,0,0
RS,Ametista do Sul,09/01/2009,RS-A-4300646-13215-20090109,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7323,0,0,0,0,80,0,0
RS,Ametista do Sul,12/09/2005,RS-P-4300646-12200-20050912,12200 - Enxurradas,Reconhecido,7323,0,0,0,0,0,0,0
RS,Ametista do Sul,18/01/2000,RS-P-4300646-13215-20000118,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7323,0,0,0,0,0,0,0
RS,Ametista do Sul,06/12/1999,RS-P-4300646-13213-19991206,13213 - Tempestade Local/Convectiva - Granizo,Registro,7323,0,0,0,0,0,0,0
RS,André da Rocha,04/05/2024,RS-F-4300661-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1216,0,0,0,0,6,0,0
RS,André da Rocha,08/09/2023,RS-F-4300661-13214-20230904,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1216,0,0,0,0,10,0,0
RS,André da Rocha,27/07/2021,RS-F-4300661-13213-20210726,13213 - Tempestade Local/Convectiva - Granizo,Registro,1216,0,0,0,0,1,0,99
RS,André da Rocha,22/10/2015,RS-F-4300661-13213-20151021,13213 - Tempestade Local/Convectiva - Granizo,Registro,1216,0,0,0,0,0,0,60
RS,Anta Gorda,03/05/2024,RS-F-4300703-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6073,0,0,0,30,50,0,6200
RS,Anta Gorda,02/05/2024,RS-F-4300703-12200-20240430,12200 - Enxurradas,Não reconhecido,6073,0,0,0,30,50,0,6000
RS,Anta Gorda,11/09/2023,RS-F-4300703-13214-20230902,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6073,0,0,0,0,10,0,6000
