row ID,UF,Município,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados,COBRADE_COD
Row14953,RS,Água Santa,14/06/2018,RS-F-4300059-13211-20180612,13211 - Tempestade Local/Convectiva - Tornados,Reconhecido,3726,0,10,0,5,33,0,2927,13211
Row16550,RS,Água Santa,09/06/2017,RS-F-4300059-12200-20170604,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,2279,12200
Row17643,RS,Água Santa,14/07/2016,RS-F-4300059-13213-20160713,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3726,0,0,0,0,0,0,300,13213
Row23040,RS,Água Santa,29/08/2011,RS-A-4300059-12200-20110829,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,0,12200
Row23561,RS,Água Santa,28/03/2011,RS-P-4300059-12200-20110328,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,0,12200
Row24820,RS,Água Santa,25/11/2010,RS-C-4300059-12200-20101125,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0,12200
Row26539,RS,Água Santa,25/11/2009,RS-A-4300059-12200-20091125,12200 - Enxurradas,Reconhecido,3726,0,0,0,0,0,0,0,12200
Row34797,RS,Água Santa,01/12/2002,RS-A-4300059-13215-20021201,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3726,0,0,0,0,0,0,0,13215
Row38541,RS,Água Santa,19/12/1994,RS-P-4300059-12200-19941219,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0,12200
Row38564,RS,Água Santa,09/11/1994,RS-P-4300059-13213-19941109,13213 - Tempestade Local/Convectiva - Granizo,Registro,3726,0,0,0,0,0,0,0,13213
Row38935,RS,Água Santa,22/07/1993,RS-P-4300059-12200-19930722,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0,12200
Row40201,RS,Água Santa,15/06/1990,RS-P-4300059-12200-19900615,12200 - Enxurradas,Registro,3726,0,0,0,0,0,0,0,12200
Row1895,RS,Áurea,05/05/2024,RS-F-4301552-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3665,0,0,0,0,0,0,3665,13214
Row4084,RS,Áurea,12/10/2023,RS-F-4301552-13214-20231007,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3665,0,0,0,0,0,0,3396,13214
Row11968,RS,Áurea,13/07/2020,RS-F-4301552-13215-20200630,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3665,0,0,0,0,8,0,2552,13215
Row11972,RS,Áurea,07/07/2020,RS-F-4301552-13211-20200630,13211 - Tempestade Local/Convectiva - Tornados,Registro,3665,0,0,0,0,0,0,0,13211
Row14049,RS,Áurea,13/03/2019,RS-F-4301552-12200-20190306,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,2,0,2600,12200
Row16665,RS,Áurea,01/06/2017,RS-F-4301552-12200-20170530,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,0,0,2128,12200
Row19511,RS,Áurea,03/07/2014,RS-F-4301552-12200-20140630,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,0,0,2,12200
Row23107,RS,Áurea,09/08/2011,RS-A-4301552-13215-20110809,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3665,0,0,0,0,0,0,0,13215
Row24090,RS,Áurea,09/02/2011,RS-P-4301552-12200-20110209,12200 - Enxurradas,Reconhecido,3665,0,0,0,0,0,0,0,12200
Row24768,RS,Áurea,01/12/2010,RS-A-4301552-13213-20101201,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3665,0,0,0,0,0,0,0,13213
Row1773,RS,Aceguá,02/05/2024,RS-F-4300034-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4394,0,0,0,0,1,0,30,13214
Row13187,RS,Aceguá,07/11/2019,RS-F-4300034-13214-20191030,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,4394,0,0,0,0,0,0,7,13214
Row17610,RS,Aceguá,13/09/2016,RS-F-4300034-13215-20160912,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4394,0,0,0,5,5,0,0,13215
Row17719,RS,Aceguá,26/04/2016,RS-F-4300034-13214-20160426,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4394,0,0,0,0,0,0,1519,13214
Row18202,RS,Aceguá,14/12/2015,RS-F-4300034-13215-20151213,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4394,0,0,0,0,0,0,0,13215
Row21007,RS,Aceguá,09/05/2013,RS-F-4300034-13213-20130503,13213 - Tempestade Local/Convectiva - Granizo,Registro,4394,0,0,0,0,0,0,1092,13213
Row24863,RS,Aceguá,23/11/2010,RS-P-4300034-12100-20101123,12100 - Inundaçíµes,Registro,4394,0,0,0,0,0,0,0,12100
Row26629,RS,Aceguá,19/11/2009,RS-A-4300034-12100-20091119,12100 - Inundaçíµes,Reconhecido,4394,0,0,0,0,0,0,0,12100
Row27108,RS,Aceguá,07/09/2009,RS-A-4300034-13215-20090907,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4394,0,9,0,13,165,0,0,13215
Row2121,RS,Agudo,04/05/2024,RS-F-4300109-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16729,0,1,9,100,27,0,15904,13214
Row2956,RS,Agudo,18/01/2024,RS-F-4300109-13215-20240116,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,16729,0,0,0,0,0,0,16041,13215
Row3334,RS,Agudo,24/11/2023,RS-F-4300109-13214-20231118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16729,0,0,0,0,0,0,16729,13214
Row4376,RS,Agudo,14/09/2023,RS-F-4300109-12200-20230913,12200 - Enxurradas,Registro,16729,0,0,0,0,15,0,0,12200
Row4673,RS,Agudo,07/08/2023,RS-F-4300109-11321-20230720,11321 - Deslizamentos,Registro,16729,0,0,0,10,10,0,0,11321
Row10526,RS,Agudo,08/06/2021,RS-F-4300109-13215-20210605,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,0,2,0,0,13215
Row10756,RS,Agudo,31/03/2021,RS-F-4300109-13213-20210326,13213 - Tempestade Local/Convectiva - Granizo,Registro,16729,0,0,0,0,0,0,40,13213
Row16243,RS,Agudo,09/10/2017,RS-F-4300109-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,0,0,0,0,13215
Row17346,RS,Agudo,06/01/2017,RS-F-4300109-12200-20170104,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,50,0,450,12200
Row18149,RS,Agudo,31/12/2015,RS-F-4300109-13214-20151223,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16729,0,0,0,0,10,1,7000,13214
Row18436,RS,Agudo,27/10/2015,RS-F-4300109-13213-20151021,13213 - Tempestade Local/Convectiva - Granizo,Nío reconhecido,16729,0,0,0,0,0,0,30,13213
Row18594,RS,Agudo,15/10/2015,RS-F-4300109-12200-20151008,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,0,0,1000,12200
Row20301,RS,Agudo,23/01/2013,RS-F-4300109-13215-20131231,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,1,0,250,0,249,13215
Row20562,RS,Agudo,18/11/2013,RS-F-4300109-12200-20131111,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,0,0,0,12200
Row24780,RS,Agudo,30/11/2010,RS-P-4300109-12200-20101130,12200 - Enxurradas,Registro,16729,0,0,0,0,0,0,0,12200
Row26071,RS,Agudo,05/01/2010,RS-J-4300109-12200-20100101,12200 - Enxurradas,Registro,16729,3,0,0,3,100,0,0,12200
Row26471,RS,Agudo,30/11/2009,RS-A-4300109-12200-20091130,12200 - Enxurradas,Reconhecido,16729,0,0,0,0,0,0,0,12200
Row34951,RS,Agudo,01/10/2002,RS-A-4300109-13215-20021001,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,12,45,0,0,13215
Row35725,RS,Agudo,20/07/2001,RS-P-4300109-13215-20010720,13215 - Tempestade Local/Convectiva - Vendaval,Registro,16729,0,0,0,0,0,0,0,13215
Row41906,RS,Agudo,10/05/1984,RS-P-4300109-12200-19840510,12200 - Enxurradas,Registro,16729,0,0,0,0,0,0,0,12200
Row42423,RS,Agudo,15/06/1983,RS-P-4300109-12200-19830615,12200 - Enxurradas,Registro,16729,0,0,0,0,0,0,0,12200
Row1743,RS,Ajuricaba,08/05/2024,RS-F-4300208-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7255,0,0,0,0,0,0,6720,13214
Row3226,RS,Ajuricaba,07/12/2023,RS-F-4300208-12200-20231128,12200 - Enxurradas,Reconhecido,7255,0,0,0,0,0,0,88,12200
Row3294,RS,Ajuricaba,28/11/2023,RS-F-4300208-13214-20231119,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7255,0,0,0,0,0,0,6720,13214
Row11701,RS,Ajuricaba,21/07/2020,RS-F-4300208-12300-20200708,12300 - Alagamentos,Registro,7255,0,0,0,6,2,0,0,12300
Row16387,RS,Ajuricaba,09/06/2017,RS-F-4300208-12200-20170608,12200 - Enxurradas,Registro,7255,0,0,0,0,6,0,0,12200
Row16746,RS,Ajuricaba,30/05/2017,RS-F-4300208-12200-20170527,12200 - Enxurradas,Registro,7255,0,0,0,11,6,0,2500,12200
Row17537,RS,Ajuricaba,21/10/2016,RS-F-4300208-13213-20161019,13213 - Tempestade Local/Convectiva - Granizo,Registro,7255,0,0,0,15,0,0,0,13213
Row23570,RS,Ajuricaba,27/03/2011,RS-A-4300208-12200-20110327,12200 - Enxurradas,Reconhecido,7255,0,0,0,37,85,0,0,12200
Row24640,RS,Ajuricaba,15/12/2010,RS-C-4300208-12200-20101215,12200 - Enxurradas,Registro,7255,0,0,0,0,0,0,0,12200
Row26335,RS,Ajuricaba,10/12/2009,RS-A-4300208-12200-20091210,12200 - Enxurradas,Reconhecido,7255,0,0,0,1,0,0,0,12200
Row39248,RS,Ajuricaba,02/06/1992,RS-P-4300208-12100-19920602,12100 - Inundaçíµes,Registro,7255,0,0,0,0,0,0,0,12100
Row43771,RS,Ajuricaba,15/09/1972,RS-P-4300208-12100-19720915,12100 - Inundaçíµes,Registro,7255,0,0,0,0,0,0,0,12100
Row1827,RS,Alecrim,07/05/2024,RS-F-4300307-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7045,0,0,0,0,10,0,500,13214
Row4264,RS,Alecrim,04/10/2023,RS-F-4300307-13213-20231003,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,7045,0,0,0,0,0,0,240,13213
Row14786,RS,Alecrim,08/10/2018,RS-F-4300307-13213-20181003,13213 - Tempestade Local/Convectiva - Granizo,Registro,7045,0,0,0,0,0,0,1200,13213
Row16575,RS,Alecrim,05/06/2017,RS-F-4300307-12100-20170601,12100 - Inundaçíµes,Reconhecido,7045,0,0,0,0,0,0,3000,12100
Row16978,RS,Alecrim,11/04/2017,RS-F-4300307-12200-20170409,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,2500,12200
Row18233,RS,Alecrim,03/12/2015,RS-F-4300307-12200-20151202,12200 - Enxurradas,Reconhecido,7045,0,0,0,0,0,0,3000,12200
Row18828,RS,Alecrim,23/07/2015,RS-F-4300307-12200-20150714,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0,12200
Row19386,RS,Alecrim,02/10/2014,RS-F-4300307-12100-20140930,12100 - Inundaçíµes,Reconhecido,7045,0,0,0,0,0,0,0,12100
Row19556,RS,Alecrim,04/07/2014,RS-F-4300307-12100-20140629,12100 - Inundaçíµes,Reconhecido,7045,0,0,1,0,150,0,3021,12100
Row21872,RS,Alecrim,18/09/2012,RS-J-4300307-13215-20120918,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7045,0,0,0,50,0,0,0,13215
Row24761,RS,Alecrim,02/12/2010,RS-P-4300307-13215-20101202,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7045,0,0,0,0,0,0,0,13215
Row26453,RS,Alecrim,02/12/2009,RS-P-4300307-13215-20091202,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7045,0,0,0,0,0,0,0,13215
Row26501,RS,Alecrim,29/11/2009,RS-C-4300307-13213-20091129,13213 - Tempestade Local/Convectiva - Granizo,Registro,7045,0,0,0,0,0,0,0,13213
Row29856,RS,Alecrim,01/11/2007,RS-A-4300307-13215-20071101,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7045,0,0,0,0,0,0,0,13215
Row34818,RS,Alecrim,27/11/2002,RS-A-4300307-12200-20021127,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0,12200
Row40200,RS,Alecrim,15/06/1990,RS-P-4300307-12200-19900615,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0,12200
Row42422,RS,Alecrim,15/06/1983,RS-P-4300307-12200-19830615,12200 - Enxurradas,Registro,7045,0,0,0,0,0,0,0,12200
Row43769,RS,Alecrim,15/09/1972,RS-P-4300307-12100-19720915,12100 - Inundaçíµes,Registro,7045,0,0,0,0,0,0,0,12100
Row2120,RS,Alegrete,04/05/2024,RS-F-4300406-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,77673,0,0,0,214,296,0,690,13214
Row2165,RS,Alegrete,18/04/2024,RS-F-4300406-12100-20240418,12100 - Inundaçíµes,Registro,77673,0,0,0,0,6,0,0,12100
Row3654,RS,Alegrete,07/11/2023,RS-F-4300406-12200-20231102,12200 - Enxurradas,Reconhecido,77673,0,0,0,0,0,0,1000,12200
Row7777,RS,Alegrete,06/05/2022,RS-F-4300406-12100-20220506,12100 - Inundaçíµes,Reconhecido,77673,0,0,0,201,2127,0,24,12100
Row13221,RS,Alegrete,31/10/2019,RS-F-4300406-13215-20191027,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,77673,0,0,0,0,0,0,26514,13215
Row14357,RS,Alegrete,10/01/2019,RS-F-4300406-13214-20190108,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,77673,2,0,0,1170,4357,0,0,13214
Row16154,RS,Alegrete,21/10/2017,RS-F-4300406-13215-20171019,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,77673,0,0,0,0,5,0,77668,13215
Row16969,RS,Alegrete,13/04/2017,RS-F-4300406-12100-20170411,12100 - Inundaçíµes,Reconhecido,77673,0,0,0,500,1600,0,0,12100
Row17557,RS,Alegrete,25/10/2016,RS-F-4300406-12100-20161017,12100 - Inundaçíµes,Registro,77673,0,0,0,124,216,0,0,12100
Row18128,RS,Alegrete,28/12/2015,RS-F-4300406-12100-20151226,12100 - Inundaçíµes,Reconhecido,77673,0,0,0,1159,3841,0,0,12100
Row18544,RS,Alegrete,16/10/2015,RS-F-4300406-12100-20151013,12100 - Inundaçíµes,Reconhecido,77673,1,0,0,928,184,0,0,12100
Row21743,RS,Alegrete,10/10/2012,RS-J-4300406-12100-20121010,12100 - Inundaçíµes,Registro,77673,0,0,0,60,169,0,0,12100
Row25190,RS,Alegrete,09/06/2010,RS-P-4300406-12100-20100609,12100 - Inundaçíµes,Registro,77673,0,0,0,0,0,0,0,12100
Row26182,RS,Alegrete,01/01/2010,RS-C-4300406-12200-20100101,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0,12200
Row26595,RS,Alegrete,21/11/2009,RS-A-4300406-12100-20091121,12100 - Inundaçíµes,Reconhecido,77673,0,0,0,1664,2170,0,0,12100
Row33976,RS,Alegrete,16/12/2003,RS-P-4300406-13215-20031216,13215 - Tempestade Local/Convectiva - Vendaval,Registro,77673,0,0,0,0,0,0,0,13215
Row35783,RS,Alegrete,30/04/2001,RS-P-4300406-12200-20010430,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0,12200
Row38841,RS,Alegrete,23/11/1993,RS-P-4300406-12200-19931123,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0,12200
Row39013,RS,Alegrete,13/05/1993,RS-P-4300406-12200-19930513,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0,12200
Row39378,RS,Alegrete,22/04/1992,RS-P-4300406-12100-19920422,12100 - Inundaçíµes,Registro,77673,0,0,0,0,0,0,0,12100
Row41094,RS,Alegrete,12/05/1987,RS-P-4300406-12200-19870512,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0,12200
Row42565,RS,Alegrete,16/05/1983,RS-P-4300406-12200-19830516,12200 - Enxurradas,Registro,77673,0,0,0,0,0,0,0,12200
Row43770,RS,Alegrete,15/09/1972,RS-P-4300406-12100-19720915,12100 - Inundaçíµes,Registro,77673,0,0,0,0,0,0,0,12100
Row1818,RS,Alegria,06/05/2024,RS-F-4300455-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4301,0,0,0,0,0,0,4301,13214
Row17361,RS,Alegria,02/01/2017,RS-F-4300455-13214-20161231,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4301,0,0,0,0,0,0,1500,13214
Row21838,RS,Alegria,21/09/2012,RS-P-4300455-13215-20120921,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4301,0,0,0,0,0,0,0,13215
Row23509,RS,Alegria,06/04/2011,RS-A-4300455-13213-20110406,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,4301,0,0,0,0,0,0,0,13213
Row29857,RS,Alegria,01/11/2007,RS-A-4300455-13215-20071101,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4301,0,0,0,0,0,0,0,13215
Row38625,RS,Alegria,30/05/1994,RS-P-4300455-13215-19940530,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4301,0,0,0,0,0,0,0,13215
Row40198,RS,Alegria,15/06/1990,RS-P-4300455-12200-19900615,12200 - Enxurradas,Registro,4301,0,0,0,0,0,0,0,12200
Row571,RS,Almirante Tamandaré do Sul,28/01/2025,RS-F-4300471-13215-20250127,13215 - Tempestade Local/Convectiva - Vendaval,Registro,2062,0,0,0,0,0,0,0,13215
Row3378,RS,Almirante Tamandaré do Sul,21/11/2023,RS-F-4300471-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2062,0,0,0,0,0,0,1006,13214
Row4756,RS,Almirante Tamandaré do Sul,18/07/2023,RS-F-4300471-13211-20230712,13211 - Tempestade Local/Convectiva - Tornados,Reconhecido,2062,0,0,0,0,0,0,358,13211
Row1861,RS,Alpestre,06/05/2024,RS-F-4300505-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8027,0,0,0,0,0,0,7117,13214
Row3468,RS,Alpestre,22/11/2023,RS-F-4300505-13213-20231116,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8027,0,0,0,0,0,0,210,13213
Row3905,RS,Alpestre,20/10/2023,RS-F-4300505-13213-20231016,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8027,0,0,0,0,14,0,232,13213
Row13558,RS,Alpestre,13/05/2019,RS-F-4300505-12200-20190511,12200 - Enxurradas,Registro,8027,0,0,0,0,0,0,0,12200
Row16090,RS,Alpestre,30/10/2017,RS-F-4300505-13213-20171029,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,8027,0,0,0,0,10,0,952,13213
Row18280,RS,Alpestre,25/11/2015,RS-F-4300505-13211-20151119,13211 - Tempestade Local/Convectiva - Tornados,Registro,8027,0,3,0,6,0,0,63,13211
Row19610,RS,Alpestre,04/07/2014,RS-F-4300505-12200-20140627,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,20,0,5040,12200
Row23280,RS,Alpestre,22/06/2011,RS-A-4300505-12200-20110622,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,0,0,0,12200
Row23537,RS,Alpestre,31/03/2011,RS-A-4300505-12200-20110331,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,0,0,10,12200
Row25339,RS,Alpestre,26/04/2010,RS-A-4300505-12200-20100426,12200 - Enxurradas,Reconhecido,8027,0,0,0,0,0,0,0,12200
Row40199,RS,Alpestre,15/06/1990,RS-P-4300505-12200-19900615,12200 - Enxurradas,Registro,8027,0,0,0,0,0,0,0,12200
Row42421,RS,Alpestre,15/06/1983,RS-P-4300505-12200-19830615,12200 - Enxurradas,Registro,8027,0,0,0,0,0,0,0,12200
Row43768,RS,Alpestre,15/09/1972,RS-P-4300505-12100-19720915,12100 - Inundaçíµes,Registro,8027,0,0,0,0,0,0,0,12100
Row2091,RS,Alto Alegre,03/05/2024,RS-F-4300554-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1848,0,0,0,0,20,0,1828,13214
Row3428,RS,Alto Alegre,22/11/2023,RS-F-4300554-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,1848,0,0,0,0,0,0,1848,13214
Row6419,RS,Alto Alegre,20/12/2022,RS-F-4300554-13213-20221219,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,1848,0,0,0,0,0,0,904,13213
Row10458,RS,Alto Alegre,30/06/2021,RS-F-4300554-13213-20210626,13213 - Tempestade Local/Convectiva - Granizo,Registro,1848,0,0,0,0,0,0,0,13213
Row26119,RS,Alto Alegre,04/01/2010,RS-A-4300554-12200-20100104,12200 - Enxurradas,Reconhecido,1848,0,0,0,0,0,0,0,12200
Row26851,RS,Alto Alegre,05/10/2009,RS-A-4300554-13213-20091005,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,1848,0,0,0,0,50,0,0,13213
Row29753,RS,Alto Alegre,04/01/2008,RS-D-4300554-12200-20080104,12200 - Enxurradas,Registro,1848,0,0,0,0,0,0,0,12200
Row2050,RS,Alto Feliz,06/05/2024,RS-F-4300570-12200-20240430,12200 - Enxurradas,Reconhecido,2908,0,0,0,20,0,0,3052,12200
Row3319,RS,Alto Feliz,22/11/2023,RS-F-4300570-12200-20231118,12200 - Enxurradas,Reconhecido,2908,0,0,0,0,0,0,3072,12200
Row4908,RS,Alto Feliz,22/06/2023,RS-F-4300570-12200-20230616,12200 - Enxurradas,Reconhecido,2908,0,0,0,1,0,0,0,12200
Row35936,RS,Alto Feliz,19/01/2001,RS-P-4300570-12200-20010119,12200 - Enxurradas,Registro,2908,0,0,0,0,0,0,0,12200
Row35974,RS,Alto Feliz,26/12/2000,RS-P-4300570-12200-20001226,12200 - Enxurradas,Registro,2908,0,0,0,0,0,0,0,12200
Row1978,RS,Alvorada,03/05/2024,RS-F-4300604-12100-20240501,12100 - Inundaçíµes,Reconhecido,195718,0,5,2000,212,9802,0,183699,12100
Row4305,RS,Alvorada,20/10/2023,RS-F-4300604-12100-20230926,12100 - Inundaçíµes,Nío reconhecido,195718,0,2932,0,12,364,0,992,12100
Row18549,RS,Alvorada,21/10/2015,RS-F-4300604-12100-20151012,12100 - Inundaçíµes,Reconhecido,195718,0,0,0,179,3040,0,7465,12100
Row18867,RS,Alvorada,21/07/2015,RS-F-4300604-12100-20150712,12100 - Inundaçíµes,Reconhecido,195718,0,2,0,204,2736,0,8409,12100
Row20234,RS,Alvorada,05/02/2014,RS-F-4300604-13213-20140201,13213 - Tempestade Local/Convectiva - Granizo,Registro,195718,0,0,0,0,0,0,10000,13213
Row20770,RS,Alvorada,04/09/2013,RS-F-4300604-12100-20130827,12100 - Inundaçíµes,Reconhecido,195718,0,17,0,107,1,0,11,12100
Row21971,RS,Alvorada,15/06/2012,RS-F-4300604-12100-20120915,12100 - Inundaçíµes,Registro,195718,0,0,0,0,200,0,0,12100
Row26092,RS,Alvorada,05/01/2010,RS-P-4300604-12200-20100105,12200 - Enxurradas,Registro,195718,0,0,0,0,0,0,0,12200
Row29006,RS,Alvorada,03/05/2008,RS-A-4300604-13215-20080503,13215 - Tempestade Local/Convectiva - Vendaval,Registro,195718,0,0,0,38,494,0,0,13215
Row41256,RS,Alvorada,20/08/1985,RS-P-4300604-12200-19850820,12200 - Enxurradas,Registro,195718,0,0,0,0,0,0,0,12200
Row944,RS,Amaral Ferrador,11/01/2025,RS-F-4300638-13213-20250101,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,6355,0,0,0,0,0,0,54,13213
Row1338,RS,Amaral Ferrador,01/10/2024,RS-F-4300638-13214-20240925,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,12,0,6343,13214
Row1942,RS,Amaral Ferrador,06/05/2024,RS-F-4300638-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,4,0,6351,13214
Row4372,RS,Amaral Ferrador,19/09/2023,RS-F-4300638-13214-20230913,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,25,0,6330,13214
Row15392,RS,Amaral Ferrador,08/03/2018,RS-F-4300638-13213-20180227,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,6355,0,0,0,0,7,0,293,13213
Row17096,RS,Amaral Ferrador,21/03/2017,RS-F-4300638-13214-20170311,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,3,0,1596,13214
Row18484,RS,Amaral Ferrador,22/10/2015,RS-F-4300638-13214-20151015,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6355,0,0,0,0,0,0,0,13214
Row21866,RS,Amaral Ferrador,19/09/2012,RS-F-4300638-12100-20120919,12100 - Inundaçíµes,Reconhecido,6355,0,0,0,0,0,0,0,12100
Row24886,RS,Amaral Ferrador,20/11/2010,RS-P-4300638-12200-20101120,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0,12200
Row25094,RS,Amaral Ferrador,23/06/2010,RS-P-4300638-12200-20100623,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0,12200
Row26657,RS,Amaral Ferrador,18/11/2009,RS-A-4300638-12200-20091118,12200 - Enxurradas,Reconhecido,6355,0,0,0,0,0,0,0,12200
Row34931,RS,Amaral Ferrador,07/10/2002,RS-A-4300638-12100-20021007,12100 - Inundaçíµes,Registro,6355,0,0,0,0,0,0,0,12100
Row35777,RS,Amaral Ferrador,02/05/2001,RS-P-4300638-12200-20010502,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0,12200
Row38741,RS,Amaral Ferrador,08/03/1994,RS-P-4300638-12200-19940308,12200 - Enxurradas,Registro,6355,0,0,0,0,0,0,0,12200
Row39377,RS,Amaral Ferrador,22/04/1992,RS-P-4300638-12100-19920422,12100 - Inundaçíµes,Registro,6355,0,0,0,0,0,0,0,12100
Row1777,RS,Ametista do Sul,03/05/2024,RS-F-4300646-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7323,0,0,0,0,4,0,7319,13214
Row2442,RS,Ametista do Sul,26/03/2024,RS-F-4300646-13214-20240319,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7323,0,0,0,0,0,0,2000,13214
Row3899,RS,Ametista do Sul,24/10/2023,RS-F-4300646-13215-20231016,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7323,0,0,0,0,36,0,7287,13215
Row4220,RS,Ametista do Sul,13/10/2023,RS-F-4300646-13214-20231004,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7323,0,0,0,0,0,0,3000,13214
Row10422,RS,Ametista do Sul,30/07/2021,RS-F-4300646-13213-20210726,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,7323,0,0,0,0,0,0,480,13213
