CD_MUN_2,area_risco_km2,NM_MUN_2,SIGLA_UF,CD_MUN,area_municipio_km2,perc_area_em_risco
2500403,134.66654108619764,Alagoa Nova,PB,2500403,134.66654108619744,100.00000000000016
2500502,117.10354609107088,Alagoinha,PB,2500502,117.10354609107509,99.9999999999964
2500536,324.9342872484966,Alcantil,PB,2500536,324.9342872484959,100.00000000000023
2500577,233.68059783361605,Algodão de Jandaíra,PB,2500577,233.68059783361804,99.99999999999915
2500601,194.059111029565,Alhandra,PB,2500601,194.0591110295656,99.99999999999969
2500700,493.7208889653896,São João do Rio do Peixe,PB,2500700,493.72088896538804,100.00000000000031
2500734,127.38456775789776,Amparo,PB,2500734,127.38456775789552,100.00000000000175
2500775,302.6617758520819,Aparecida,PB,2500775,302.6617758520836,99.99999999999943
2500809,244.3749695085768,Araçagi,PB,2500809,244.37496950857545,100.00000000000055
2500908,95.91059376350206,Arara,PB,2500908,95.91059376350138,100.00000000000071
2501005,259.1452586807616,Araruna,PB,2501005,259.14525868075873,100.0000000000011
2501104,282.73634723223347,Areia,PB,2501104,282.7363472322334,100.00000000000003
2501153,119.07754413015986,Areia de Baraúnas,PB,2501153,119.07754413015964,100.0000000000002
2501203,37.57535817203435,Areial,PB,2501203,37.57535817203445,99.99999999999973
2501302,395.1136316442337,Aroeiras,PB,2501302,395.11363164423324,100.00000000000011
2501351,138.10316173237933,Assunção,PB,2501351,138.1031617323782,100.00000000000082
2501401,108.37348544571395,Baía da Traição,PB,2501401,108.37427368199447,99.99927267214466
2501500,268.7335681697124,Bananeiras,PB,2501500,268.73356816971256,99.99999999999993
2501534,52.40951616073718,Baraúna,PB,2501534,52.409516160737006,100.00000000000033
2501575,393.557559956963,Barra de Santana,PB,2501575,393.5575599569635,99.99999999999989
2501609,819.1522904322511,Barra de Santa Rosa,PB,2501609,819.1522904322462,100.0000000000006
2501708,638.5000462200044,Barra de São Miguel,PB,2501708,638.5000462200046,99.99999999999997
2501807,29.22656918763827,Bayeux,PB,2501807,29.226569187638653,99.99999999999869
2501906,104.7640774529895,Belém,PB,2501906,104.76407745298816,100.00000000000126
2502003,626.7758543233133,Belém do Brejo do Cruz,PB,2502003,626.7758543233099,100.00000000000055
2502052,59.52640805728477,Bernardino Batista,PB,2502052,59.526408057284485,100.00000000000048
2502102,175.0193005945125,Boa Ventura,PB,2502102,175.01930059451658,99.99999999999766
2502151,491.30274745175984,Boa Vista,PB,2502151,491.30274745175757,100.00000000000047
2502201,49.0582414460659,Bom Jesus,PB,2502201,49.058241446066546,99.99999999999868
2502300,193.31435168829805,Bom Sucesso,PB,2502300,193.31435168829677,100.00000000000067
2502409,235.03952372349855,Bonito de Santa Fé,PB,2502409,235.039523723498,100.00000000000023
2502508,390.9896438614633,Boqueirão,PB,2502508,390.9896438614634,99.99999999999999
2502607,204.55338994558474,Igaracy,PB,2502607,204.55338994558383,100.00000000000044
2502706,27.442927676004768,Borborema,PB,2502706,27.442927676003784,100.00000000000358
2502805,417.8674923412927,Brejo do Cruz,PB,2502805,417.8674923412931,99.9999999999999
2502904,97.56450204404011,Brejo dos Santos,PB,2502904,97.56450204404092,99.99999999999916
2503001,159.3029926004031,Caaporã,PB,2503001,159.30299260040326,99.99999999999989
2503100,491.33575669451244,Cabaceiras,PB,2503100,491.3357566945148,99.99999999999952
2503209,31.525985685844446,Cabedelo,PB,2503209,31.52758572636117,99.9949249507063
2503308,200.05134918089172,Cachoeira dos Índios,PB,2503308,200.05134918089144,100.00000000000013
2503407,222.12302311391065,Cacimba de Areia,PB,2503407,222.1230231139086,100.00000000000091
2503506,173.3311068220343,Cacimba de Dentro,PB,2503506,173.33110682203707,99.9999999999984
2503555,129.4199382032809,Cacimbas,PB,2503555,129.4199382032817,99.99999999999939
2503605,130.1412804837894,Caiçara,PB,2503605,130.14128048378984,99.99999999999966
2503704,583.0197447634222,Cajazeiras,PB,2503704,583.01974476342,100.00000000000038
2503753,293.8955505529408,Cajazeirinhas,PB,2503753,293.8955505529388,100.00000000000067
2503803,58.904301103643114,Caldas Brandão,PB,2503803,58.90430110364127,100.00000000000313
2503902,565.9610958643608,Camalaú,PB,2503902,565.9610958643666,99.99999999999898
2504009,620.6872911771983,Campina Grande,PB,2504009,620.6872911772023,99.99999999999936
2504033,84.15462296150965,Capim,PB,2504033,84.15462296150892,100.00000000000087
2504074,509.0399059117911,Caraúbas,PB,2504074,509.03990591179087,100.00000000000004
2504108,61.25901667980306,Carrapateira,PB,2504108,61.25901667980252,100.00000000000088
2504157,212.86622767213532,Casserengue,PB,2504157,212.86622767213592,99.99999999999972
2504207,548.8523903333431,Catingueira,PB,2504207,548.8523903333449,99.99999999999967
2504306,573.9561658109894,Catolé do Rocha,PB,2504306,573.9561658109858,100.00000000000064
2504355,123.54129318750988,Caturité,PB,2504355,123.54129318750721,100.00000000000216
2504405,601.5936784169082,Conceição,PB,2504405,601.5936784169055,100.00000000000044
2504504,276.2392992559465,Condado,PB,2504504,276.2392992559457,100.00000000000028
2504603,180.7284248816343,Conde,PB,2504603,180.72969367741274,99.99929795942624
2504702,339.3993170266082,Congo,PB,2504702,339.3993170266105,99.99999999999932
2504801,386.43784431174606,Coremas,PB,2504801,386.43784431174356,100.00000000000064
2504850,181.84273465105838,Coxixola,PB,2504850,181.84273465105463,100.00000000000206
2504900,202.8827339526008,Cruz do Espírito Santo,PB,2504900,202.8827339526091,99.99999999999591
2505006,171.29023109353972,Cubati,PB,2505006,171.29023109354122,99.99999999999912
2505105,769.4852054606814,Cuité,PB,2505105,769.4852054606795,100.00000000000024
2505204,44.26183098970752,Cuitegi,PB,2505204,44.26183098970564,100.00000000000423
2505238,113.39840831432635,Cuité de Mamanguape,PB,2505238,113.39840831432656,99.99999999999982
2505279,91.00493464661344,Curral de Cima,PB,2505279,91.00493464661318,100.00000000000028
2505303,225.8416630760683,Curral Velho,PB,2505303,225.84166307606836,99.99999999999997
2505352,195.39584093848583,Damião,PB,2505352,195.39584093848381,100.00000000000104
2505402,189.8644404581699,Desterro,PB,2505402,189.86444045816856,100.00000000000071
2505501,62.85448226426078,Vista Serrana,PB,2505501,62.85448226425901,100.00000000000281
2505600,281.87012216860376,Diamante,PB,2505600,281.87012216860376,100.0
2505709,182.49556563211746,Dona Inês,PB,2505709,182.4955656321162,100.00000000000068
2505808,28.42542316542207,Duas Estradas,PB,2505808,28.425423165422153,99.99999999999972
2505907,258.1276946045092,Emas,PB,2505907,258.12769460450863,100.00000000000023
2506004,165.6698290723442,Esperança,PB,2506004,165.66982907234498,99.99999999999953
2506103,194.3200418875166,Fagundes,PB,2506103,194.32004188751708,99.99999999999976
2506202,249.7862720726289,Frei Martinho,PB,2506202,249.78627207262753,100.00000000000055
2506251,202.00750588650985,Gado Bravo,PB,2506251,202.00750588650953,100.00000000000016
2506301,170.83180214430732,Guarabira,PB,2506301,170.831802144307,100.00000000000017
2506400,358.1129081091939,Gurinhém,PB,2506400,358.11290810919564,99.99999999999952
2506509,360.4927465682012,Gurjão,PB,2506509,360.4927465682019,99.99999999999982
2506608,249.16691816766752,Ibiara,PB,2506608,249.16691816766834,99.99999999999967
2506707,330.75864079905557,Imaculada,PB,2506707,330.75864079905705,99.99999999999956
2506806,275.53722422043694,Ingá,PB,2506806,275.537224220436,100.00000000000036
2506905,221.6104599721081,Itabaiana,PB,2506905,221.61045997210692,100.00000000000054
2507002,477.5667877370341,Itaporanga,PB,2507002,477.5667877370293,100.000000000001
2507101,153.54791871657736,Itapororoca,PB,2507101,153.54791871657736,100.0
2507200,264.5345021395921,Itatuba,PB,2507200,264.5345021395925,99.99999999999984
2507309,270.47769723616915,Jacaraú,PB,2507309,270.47769723617273,99.99999999999868
2507408,184.38592934873787,Jericó,PB,2507408,184.38592934874208,99.99999999999773
2507507,221.64418793124895,João Pessoa,PB,2507507,221.64534394309547,99.9994784407261
2507606,79.55760284569504,Juarez Távora,PB,2507606,79.55760284569374,100.00000000000165
2507705,496.4009247811841,Juazeirinho,PB,2507705,496.40092478118544,99.99999999999972
2507804,188.52153874304108,Junco do Seridó,PB,2507804,188.5215387430394,100.00000000000088
2507903,82.89414092873282,Juripiranga,PB,2507903,82.89414092873267,100.00000000000017
2508000,410.69479861651473,Juru,PB,2508000,410.6947986165092,100.00000000000134
2508109,183.58682995101995,Lagoa,PB,2508109,183.5868299510163,100.00000000000198
2508208,87.8955429369177,Lagoa de Dentro,PB,2508208,87.89554293691845,99.99999999999916
2508307,113.58963191325428,Lagoa Seca,PB,2508307,113.58963191325414,100.00000000000013
2508406,111.482730691802,Lastro,PB,2508406,111.48273069179992,100.00000000000186
2508505,278.67648670653983,Livramento,PB,2508505,278.6764867065382,100.0000000000006
2508554,45.11294829645547,Logradouro,PB,2508554,45.1129482964559,99.99999999999906
2508604,98.96269345538941,Lucena,PB,2508604,98.96354169605091,99.99914287560149
2508703,238.13726134362855,Mãe d'Água,PB,2508703,238.13726134362665,100.0000000000008
2508802,179.06058622425957,Malta,PB,2508802,179.06058622425988,99.99999999999983
2508901,355.55241311868116,Mamanguape,PB,2508901,355.552413118682,99.99999999999976
2509008,365.24622135843464,Manaíra,PB,2509008,365.2462213584356,99.99999999999973
2509057,129.3562425878764,Marcação,PB,2509057,129.35662164330085,99.9997069686734
2509107,163.45926335305865,Mari,PB,2509107,163.4592633530599,99.99999999999923
2509156,72.54575717793728,Marizópolis,PB,2509156,72.5457571779358,100.00000000000205
2509206,219.91948899294368,Massaranduba,PB,2509206,219.91948899294616,99.99999999999888
2509305,192.35743145872127,Mataraca,PB,2509305,192.35799797014403,99.99970549110058
2509339,38.35341026714115,Matinhas,PB,2509339,38.353410267141335,99.99999999999952
2509370,88.68747410434054,Mato Grosso,PB,2509370,88.68747410434003,100.00000000000058
2509396,86.52237368615647,Maturéia,PB,2509396,86.52237368615728,99.99999999999906
2509404,225.14923468721102,Mogeiro,PB,2509404,225.14923468721076,100.00000000000011
2509503,33.35790412669088,Montadas,PB,2509503,33.357904126690386,100.00000000000149
2509602,121.06962752800052,Monte Horebe,PB,2509602,121.06962752800322,99.99999999999777
2509701,1035.2965067494076,Monteiro,PB,2509701,1035.2965067494042,100.00000000000033
2509800,197.02193902155057,Mulungu,PB,2509800,197.02193902154974,100.00000000000043
2509909,212.5251891373122,Natuba,PB,2509909,212.52518913731183,100.00000000000017
2510006,200.37224467846582,Nazarezinho,PB,2510006,200.3722446784679,99.99999999999896
2510105,49.844473727964754,Nova Floresta,PB,2510105,49.844473727963944,100.00000000000162
2510204,84.65354235529345,Nova Olinda,PB,2510204,84.65354235529382,99.99999999999957
2510303,329.44850941479723,Nova Palmeira,PB,2510303,329.4485094147962,100.00000000000031
2510402,603.5817606016776,Olho d'Água,PB,2510402,603.5817606016768,100.00000000000013
2510501,329.60046039024394,Olivedos,PB,2510501,329.6004603902461,99.99999999999935
2510600,133.5964760933927,Ouro Velho,PB,2510600,133.59647609339288,99.99999999999987
2510659,217.22900772078418,Parari,PB,2510659,217.22900772078353,100.00000000000031
2510709,128.78040933417967,Passagem,PB,2510709,128.78040933417708,100.000000000002
2510808,492.77172703309975,Patos,PB,2510808,492.7717270330995,100.00000000000004
2510907,600.8456746214426,Paulista,PB,2510907,600.8456746214434,99.99999999999987
2511004,121.3408543626242,Pedra Branca,PB,2511004,121.34085436262548,99.99999999999895
2511103,351.3512836542211,Pedra Lavrada,PB,2511103,351.3512836542201,100.00000000000028
2511202,428.69662067976947,Pedras de Fogo,PB,2511202,428.69662067976986,99.99999999999991
2511301,599.4333285245649,Piancó,PB,2511301,599.433328524571,99.99999999999898
2511400,699.242778833313,Picuí,PB,2511400,699.242778833314,99.99999999999986
2511509,108.77426468232639,Pilar,PB,2511509,108.77426468232726,99.9999999999992
2511608,68.92537435636265,Pilões,PB,2511608,68.92537435636359,99.99999999999864
2511707,43.012864979239815,Pilõezinhos,PB,2511707,43.01286497923995,99.99999999999969
2511806,84.84756238395562,Pirpirituba,PB,2511806,84.84756238395461,100.0000000000012
2511905,143.31366847093412,Pitimbu,PB,2511905,143.31451722132252,99.99940777082122
2512002,654.1741191610543,Pocinhos,PB,2512002,654.1741191610608,99.99999999999899
2512036,101.30473047040556,Poço Dantas,PB,2512036,101.30473047040665,99.99999999999892
2512077,98.08718811207288,Poço de José de Moura,PB,2512077,98.08718811207413,99.99999999999872
2512101,929.3515525931584,Pombal,PB,2512101,929.3515525931577,100.00000000000007
2512200,210.47750117997688,Prata,PB,2512200,210.47750117997452,100.00000000000111
2512309,382.768505094303,Princesa Isabel,PB,2512309,382.76850509430426,99.99999999999967
2512408,74.61057431371307,Puxinanã,PB,2512408,74.61057431371431,99.99999999999835
2512507,422.60911413941125,Queimadas,PB,2512507,422.6091141394103,100.00000000000023
2512606,153.47820090727936,Quixaba,PB,2512606,153.4782009072778,100.00000000000102
2512705,192.59058758362937,Remígio,PB,2512705,192.59058758362931,100.00000000000003
2512721,78.14541601018738,Pedro Régis,PB,2512721,78.14541601018682,100.00000000000071
2512747,89.63794328053052,Riachão,PB,2512747,89.63794328053069,99.99999999999982
2512754,42.32326322289116,Riachão do Bacamarte,PB,2512754,42.32326322289237,99.99999999999713
2512762,42.59747143929379,Riachão do Poço,PB,2512762,42.59747143929422,99.999999999999
2512788,98.15239955349696,Riacho de Santo Antônio,PB,2512788,98.15239955349782,99.99999999999913
2512804,273.1729843027697,Riacho dos Cavalos,PB,2512804,273.17298430277083,99.99999999999959
2512903,490.52934938444656,Rio Tinto,PB,2512903,490.5298820860051,99.99989140283233
2513000,186.9592641105981,Salgadinho,PB,2513000,186.95926411059875,99.99999999999966
2513109,214.64907542758434,Salgado de São Félix,PB,2513109,214.6490754275838,100.00000000000024
2513158,228.28103042784238,Santa Cecília,PB,2513158,228.2810304278421,100.00000000000013
2513208,226.0531742611523,Santa Cruz,PB,2513208,226.0531742611523,100.0
2513307,218.7302627049502,Santa Helena,PB,2513307,218.7302627049508,99.99999999999972
2513356,339.3690311062193,Santa Inês,PB,2513356,339.36903110622006,99.99999999999977
2513406,460.21258721905156,Santa Luzia,PB,2513406,460.21258721905167,99.99999999999997
2513505,420.1458409413779,Santana de Mangueira,PB,2513505,420.14584094137524,100.00000000000064
2513604,375.5039243221275,Santana dos Garrotes,PB,2513604,375.50392432212874,99.99999999999967
2513653,74.416948709097,Joca Claudino,PB,2513653,74.41694870909706,99.99999999999993
2513703,757.7451485178566,Santa Rita,PB,2513703,757.7455276927749,99.99994996012454
2513802,374.32021591666773,Santa Teresinha,PB,2513802,374.320215916665,100.00000000000074
2513851,206.81083976123597,Santo André,PB,2513851,206.8108397612353,100.00000000000033
2513901,256.00630108524416,São Bento,PB,2513901,256.0063010852456,99.99999999999945
2513927,207.64294015552193,São Bentinho,PB,2513927,207.6429401555267,99.9999999999977
2513943,244.75335025493638,São Domingos do Cariri,PB,2513943,244.75335025493962,99.99999999999868
2513968,176.99358465633975,São Domingos,PB,2513968,176.9935846563396,100.00000000000009
2513984,94.20961034836662,São Francisco,PB,2513984,94.20961034836819,99.99999999999835
2514008,641.2611224277013,São João do Cariri,PB,2514008,641.2611224276983,100.00000000000047
2514107,848.7959458444137,São João do Tigre,PB,2514107,848.795945844414,99.99999999999997
2514206,346.40611383895856,São José da Lagoa Tapada,PB,2514206,346.4061138389589,99.9999999999999
2514305,190.06506555558335,São José de Caiana,PB,2514305,190.06506555558371,99.9999999999998
2514404,757.10054696913,São José de Espinharas,PB,2514404,757.1005469691319,99.99999999999976
2514453,105.92587239954376,São José dos Ramos,PB,2514453,105.92587239954317,100.00000000000055
2514503,711.8556223606619,São José de Piranhas,PB,2514503,711.8556223606629,99.99999999999986
2514552,164.06994506901657,São José de Princesa,PB,2514552,164.06994506901452,100.00000000000125
2514602,160.0930923336829,São José do Bonfim,PB,2514602,160.09309233368344,99.99999999999967
2514651,264.43604487761917,São José do Brejo do Cruz,PB,2514651,264.43604487761826,100.00000000000033
2514701,223.07839028433767,São José do Sabugi,PB,2514701,223.0783902843369,100.00000000000033
2514800,393.3343083079109,São José dos Cordeiros,PB,2514800,393.33430830790957,100.00000000000033
2514909,556.505343611678,São Mamede,PB,2514909,556.5053436116806,99.99999999999953
2515005,97.34116841797675,São Miguel de Taipu,PB,2515005,97.34116841797642,100.00000000000033
2515104,48.67710673587728,São Sebastião de Lagoa de Roça,PB,2515104,48.67710673587734,99.99999999999987
2515203,484.44821761332247,São Sebastião do Umbuzeiro,PB,2515203,484.44821761332327,99.99999999999983
2515302,330.4223186478028,Sapé,PB,2515302,330.42231864780376,99.99999999999972
2515401,274.97932527813026,São Vicente do Seridó,PB,2515401,274.97932527812935,100.00000000000033
2515500,729.5482854398894,Serra Branca,PB,2515500,729.5482854398902,99.99999999999989
2515609,33.327043291840155,Serra da Raiz,PB,2515609,33.3270432918396,100.00000000000166
2515708,66.72198472640049,Serra Grande,PB,2515708,66.72198472640054,99.99999999999993
2515807,57.99735459536728,Serra Redonda,PB,2515807,57.997354595367064,100.00000000000038
2515906,68.37525563428618,Serraria,PB,2515906,68.37525563428774,99.99999999999771
2515930,34.14847284524442,Sertãozinho,PB,2515930,34.14847284524418,100.00000000000071
2515971,65.23806889214774,Sobrado,PB,2515971,65.2380688921482,99.99999999999928
2516003,244.8098535481022,Solânea,PB,2516003,244.8098535481007,100.00000000000063
2516102,605.3044256685522,Soledade,PB,2516102,605.3044256685532,99.99999999999983
2516151,154.28663953685134,Sossêgo,PB,2516151,154.28663953685364,99.99999999999851
2516201,755.9006010478672,Sousa,PB,2516201,755.900601047871,99.9999999999995
2516300,869.9956325130635,Sumé,PB,2516300,869.9956325130619,100.00000000000017
2516409,257.9132112112507,Tacima,PB,2516409,257.9132112112514,99.99999999999973
2516508,656.3136282442836,Taperoá,PB,2516508,656.3136282442865,99.99999999999955
2516607,248.86666323593226,Tavares,PB,2516607,248.86666323593374,99.99999999999942
2516706,162.03884567576083,Teixeira,PB,2516706,162.03884567576048,100.0000000000002
2516755,91.43914060146903,Tenório,PB,2516755,91.43914060147019,99.99999999999875
2516805,232.41303950341154,Triunfo,PB,2516805,232.41303950341057,100.00000000000043
2516904,303.9916195534969,Uiraúna,PB,2516904,303.99161955349626,100.0000000000002
2517001,194.896247083669,Umbuzeiro,PB,2517001,194.8962470836698,99.99999999999959
2517100,199.60728919461852,Várzea,PB,2517100,199.60728919461837,100.00000000000007
2517209,152.6060872862583,Vieirópolis,PB,2517209,152.6060872862576,100.00000000000044
2517407,111.39741546138869,Zabelê,PB,2517407,111.39741546138873,99.99999999999997
2600054,133.23101373112092,Abreu e Lima,PE,2600054,133.23101373112178,99.99999999999936
2600104,392.95066278020704,Afogados da Ingazeira,PE,2600104,392.95066278020687,100.00000000000004
2600203,1528.3038543382715,Afrânio,PE,2600203,1528.3038543382738,99.99999999999986
2600302,210.16530354861857,Agrestina,PE,2600302,210.16530354861814,100.0000000000002
2600401,559.2525759144154,Água Preta,PE,2600401,559.2525893805038,99.99999759212767
2600500,924.0834522236185,Águas Belas,PE,2600500,924.0834522236185,100.0
2600609,223.8173132167056,Alagoinha,PE,2600609,223.81731321670705,99.99999999999936
2600708,287.30286451607196,Aliança,PE,2600708,287.3028645160737,99.99999999999939
2600807,471.8093499758025,Altinho,PE,2600807,471.8093499758011,100.00000000000028
2600906,245.2608803179463,Amaraji,PE,2600906,245.26088031795086,99.99999999999814
2601003,123.63776865997433,Angelim,PE,2601003,123.63776865997157,100.00000000000222
2601052,101.55477497225564,Araçoiaba,PE,2601052,101.55477497225498,100.00000000000067
2601102,2093.4459827092255,Araripina,PE,2601102,2093.445982709217,100.00000000000043
2601201,358.82562074830486,Arcoverde,PE,2601201,358.8256207483054,99.99999999999984
2601300,124.64240741388475,Barra de Guabiraba,PE,2601300,124.64240746492163,99.99999995905337
2601409,245.70427123199548,Barreiros,PE,2601409,245.7048925565192,99.99974712570138
2601508,76.76874558989435,Belém de Maria,PE,2601508,76.76874558989502,99.99999999999913
2601607,1892.6834762831709,Belém do São Francisco,PE,2601607,1892.683476283169,100.00000000000009
2601706,677.5362743729938,Belo Jardim,PE,2601706,677.5362743729938,100.0
2601805,1291.9587142366656,Betânia,PE,2601805,1291.9587142366672,99.99999999999987
2601904,517.1816228008698,Bezerros,PE,2601904,517.1816228008734,99.99999999999932
2602001,1669.8842826759446,Bodocó,PE,2602001,1669.8842826759474,99.99999999999983
2602100,827.6653075496603,Bom Conselho,PE,2602100,827.6653075496625,99.99999999999972
2602209,235.54039850246383,Bom Jardim,PE,2602209,235.54039850246332,100.00000000000023
2602308,412.9164862331759,Bonito,PE,2602308,412.916486233419,99.99999999994112
2602407,167.07506635471862,Brejão,PE,2602407,167.07506635471816,100.00000000000027
2602506,110.48787166784548,Brejinho,PE,2602506,110.48787166784507,100.00000000000038
2602605,798.3145462913623,Brejo da Madre de Deus,PE,2602605,798.3145462913592,100.00000000000038
2602704,98.0667283710975,Buenos Aires,PE,2602704,98.06672837109599,100.00000000000153
2602803,1393.570734085722,Buíque,PE,2602803,1393.5707340857189,100.00000000000023
2602902,469.30347889650784,Cabo de Santo Agostinho,PE,2602902,469.3047168852363,99.99973620790844
2603009,1712.174635561053,Cabrobó,PE,2603009,1712.174635561062,99.99999999999947
2603108,187.688414218598,Cachoeirinha,PE,2603108,187.6884142186025,99.9999999999976
2603207,308.2228797504213,Caetés,PE,2603207,308.22287975042383,99.99999999999919
2603306,127.64940998991185,Calçado,PE,2603306,127.64940998991125,100.00000000000047
2603405,186.1470995690978,Calumbi,PE,2603405,186.1470995690942,100.00000000000193
2603454,54.10782772074038,Camaragibe,PE,2603454,54.107827720740495,99.99999999999979
2603504,75.60005575886736,Camocim de São Félix,PE,2603504,75.6000557588698,99.99999999999677
2603603,41.17676071594795,Camutanga,PE,2603603,41.17676071594794,100.00000000000003
2603702,443.28232771446295,Canhotinho,PE,2603702,443.2823277144653,99.99999999999947
2603801,352.4207015207582,Capoeiras,PE,2603801,352.4207015207595,99.99999999999963
2603900,444.8529801879632,Carnaíba,PE,2603900,444.8529801879616,100.00000000000038
2603926,1039.834887477011,Carnaubeira da Penha,PE,2603926,1039.834887477016,99.99999999999952
2604007,154.7470611283858,Carpina,PE,2604007,154.74706112838308,100.00000000000175
2604106,967.986947473833,Caruaru,PE,2604106,967.9869474738299,100.00000000000031
2604155,121.69401102768727,Casinhas,PE,2604155,121.69401102768877,99.99999999999876
2604205,219.02090049920554,Catende,PE,2604205,219.02090049920656,99.99999999999953
2604304,153.6468153318146,Cedro,PE,2604304,153.64681533181323,100.00000000000088
2604403,51.94116095986056,Chã de Alegria,PE,2604403,51.94116095985959,100.00000000000186
2604502,89.15688286375014,Chã Grande,PE,2604502,89.15688286375091,99.99999999999913
2604601,94.46956533697418,Condado,PE,2604601,94.46956533697436,99.99999999999983
2604700,332.60741496322186,Correntes,PE,2604700,332.60741496322396,99.99999999999936
2604809,108.11353360442304,Cortês,PE,2604809,108.11353360442354,99.99999999999955
2604908,306.90533986367416,Cumaru,PE,2604908,306.90533986367,100.00000000000135
2605004,99.81131060826424,Cupira,PE,2605004,99.81131060826401,100.00000000000023
2605103,1460.28440778242,Custódia,PE,2605103,1460.2844077824175,100.00000000000017
2605152,1580.3756235137726,Dormentes,PE,2605152,1580.375623513779,99.9999999999996
2605202,360.62636773946673,Escada,PE,2605202,360.6263677394652,100.00000000000043
2605301,1377.7052094119504,Exu,PE,2605301,1377.7052094119492,100.00000000000009
2605400,113.33915100479612,Feira Nova,PE,2605400,113.33915100479571,100.00000000000036
2605459,19.929089623382932,Fernando de Noronha,PE,2605459,19.93171735432062,99.98681633453367
2605509,97.42223348661368,Ferreiros,PE,2605509,97.42223348661473,99.99999999999892
2605608,1034.3871460105431,Flores,PE,2605608,1034.3871460105477,99.99999999999956
2605707,3737.970582522441,Floresta,PE,2605707,3737.970582522442,99.99999999999997
2605806,223.20328853539263,Frei Miguelinho,PE,2605806,223.20328853538993,100.0000000000012
2605905,271.15574288357004,Gameleira,PE,2605905,271.1557428835713,99.99999999999953
2606002,479.5580966189094,Garanhuns,PE,2606002,479.5580966189072,100.00000000000047
2606101,246.99520987627983,Glória do Goitá,PE,2606101,246.99520987627875,100.00000000000044
2606200,469.77523153983094,Goiana,PE,2606200,469.77620528296467,99.99979272191253
2606309,537.7589719052708,Granito,PE,2606309,537.7589719052739,99.99999999999942
2606408,533.2592072331217,Gravatá,PE,2606408,533.2592072331186,100.0000000000006
2606507,662.8770536731768,Iati,PE,2606507,662.8770536731809,99.99999999999937
2606606,1958.308249278786,Ibimirim,PE,2606606,1958.3082492787833,100.00000000000013
2606705,198.597124722222,Ibirajuba,PE,2606705,198.5971247222188,100.00000000000159
2606804,323.6152145161459,Igarassu,PE,2606804,323.61544414317177,99.99992904324252
2606903,872.8650446224567,Iguaracy,PE,2606903,872.8650446224558,100.00000000000011
2607000,1279.5236303606077,Inajá,PE,2607000,1279.5236303606086,99.99999999999993
2607109,253.6704729482352,Ingazeira,PE,2607109,253.67047294823502,100.00000000000007
2607208,549.7882003925978,Ipojuca,PE,2607208,549.7904182652894,99.99959659669977
2607307,713.7780537057288,Ipubi,PE,2607307,713.7780537057287,100.00000000000003
2607406,445.0619428142264,Itacuruba,PE,2607406,445.0619428142269,99.9999999999999
2607505,1105.9977161421577,Itaíba,PE,2607505,1105.9977161421596,99.99999999999983
2607604,69.79439788723572,Ilha de Itamaracá,PE,2607604,69.79542275390921,99.99853161334504
2607653,320.31024639266377,Itambé,PE,2607653,320.31024639266167,100.00000000000067
2607703,429.5468874037132,Itapetim,PE,2607703,429.54688740371245,100.00000000000017
2607752,78.02687204025548,Itapissuma,PE,2607752,78.02687204025415,100.0000000000017
2607802,171.55043992456896,Itaquitinga,PE,2607802,171.55043992456814,100.00000000000048
2607901,272.7473070633707,Jaboatão dos Guararapes,PE,2607901,272.7477483443614,99.9998382091169
2607950,91.53090493220432,Jaqueira,PE,2607950,91.53090493220428,100.00000000000004
2608008,747.360456286883,Jataúba,PE,2608008,747.3604562868885,99.99999999999926
2608057,288.20495328608354,Jatobá,PE,2608057,288.2049532860804,100.0000000000011
2608107,140.98436640633156,João Alfredo,PE,2608107,140.9843664063325,99.99999999999933
2608206,128.8492343725115,Joaquim Nabuco,PE,2608206,128.84923437250973,100.00000000000138
2608255,126.07964781172055,Jucati,PE,2608255,126.0796478117207,99.99999999999987
2608305,109.70155244863527,Jupi,PE,2608305,109.70155244863479,100.00000000000044
2608404,155.3317861212428,Jurema,PE,2608404,155.33178612124286,99.99999999999997
2608453,73.31595994958651,Lagoa do Carro,PE,2608453,73.31595994958786,99.99999999999815
2608503,59.08435069932485,Lagoa de Itaenga,PE,2608503,59.084350699325725,99.99999999999852
2608602,207.89101617849593,Lagoa do Ouro,PE,2608602,207.89101617849718,99.9999999999994
2608701,235.9920481403851,Lagoa dos Gatos,PE,2608701,235.99204814038552,99.99999999999983
2608750,1902.6212039224138,Lagoa Grande,PE,2608750,1902.6212039224129,100.00000000000004
2608800,197.98510438837164,Lajedo,PE,2608800,197.98510438837405,99.99999999999878
2608909,287.90598603218166,Limoeiro,PE,2608909,287.9059860321826,99.99999999999967
2609006,113.6499923374682,Macaparana,PE,2609006,113.64999233746904,99.99999999999926
2609105,64.79350956028154,Machados,PE,2609105,64.79350956028266,99.99999999999827
2609154,358.6346846514945,Manari,PE,2609154,358.6346846514934,100.00000000000031
2609204,209.8125651660058,Maraial,PE,2609204,209.81265424406322,99.99995754400146
2609303,850.43076523764,Mirandiba,PE,2609303,850.4307652376388,100.00000000000016
2609402,204.56559556783557,Moreno,PE,2609402,204.56559556783625,99.99999999999967
2609501,137.49527358418553,Nazaré da Mata,PE,2609501,137.49527358418604,99.99999999999962
2609600,43.57246216575623,Olinda,PE,2609600,43.57300415645521,99.99875613189984
