"country","state","municipality","municipality - state","geocode","feature_id","class","class_level_0","class_level_1","class_level_2","2013","2023","new column","total_eventos","total_afetados","populacao_total","percentual_afetados","municipality (Right)","state (Right)"
"Brasil","Paraíba","Campina Grande","Campina Grande - PB",2504009,1294,4,"Natural","1. Forest","1.2. Savanna Formation",17311.2089129026,14419.8592296325,-16.70218237107105,1,0,385276,"0.0","Campina Grande","PB"
"Brasil","Paraíba","Conceição","Conceição - PB",2504405,1302,3,"Natural","1. Forest","1.1. Forest Formation",93.3151704467772,93.1379392456054,-0.189927533029468,1,690,18366,"3.7569421757595554","Conceição","PB"
"Brasil","Paraíba","Conceição","Conceição - PB",2504405,1302,4,"Natural","1. Forest","1.2. Savanna Formation",47394.0080521656,42519.5576971048,-10.284950683418867,1,690,18366,"3.7569421757595554","Conceição","PB"
"Brasil","Paraíba","Conde","Conde - PB",2504603,1304,3,"Natural","1. Forest","1.1. Forest Formation",3377.24974047241,4268.12189635013,26.378628302244074,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Paraíba","Conde","Conde - PB",2504603,1304,4,"Natural","1. Forest","1.2. Savanna Formation",120.804012402344,103.330841198731,-14.46406527079391,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Paraíba","Conde","Conde - PB",2504603,1304,5,"Natural","1. Forest","1.3. Mangrove",442.69852713013,447.400636724856,1.0621471061149048,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Paraíba","Ibiara","Ibiara - PB",2506608,1329,3,"Natural","1. Forest","1.1. Forest Formation",5.05394356079102,5.05394356079102,0,1,2345,6031,"38.88244072293152","Ibiara","PB"
"Brasil","Paraíba","Ibiara","Ibiara - PB",2506608,1329,4,"Natural","1. Forest","1.2. Savanna Formation",20310.2199618991,18203.1058514335,-10.374649385474076,1,2345,6031,"38.88244072293152","Ibiara","PB"
"Brasil","Paraíba","Massaranduba","Massaranduba - PB",2509206,1358,3,"Natural","1. Forest","1.1. Forest Formation",88.8893807189939,90.0426102783201,1.2973760757450858,1,0,14668,"0.0","Massaranduba","SC"
"Brasil","Paraíba","Massaranduba","Massaranduba - PB",2509206,1358,4,"Natural","1. Forest","1.2. Savanna Formation",10785.0645794183,10791.7390732841,0.06188645247926156,1,0,14668,"0.0","Massaranduba","SC"
"Brasil","Paraíba","Santa Cecília","Santa Cecília - PB",2513158,1409,3,"Natural","1. Forest","1.1. Forest Formation",0,0,,2,3,15740,"0.01905972045743329","Santa Cecília","SC"
"Brasil","Paraíba","Santa Cecília","Santa Cecília - PB",2513158,1409,4,"Natural","1. Forest","1.2. Savanna Formation",12832.1518241031,10533.5268167788,-17.913012866686234,2,3,15740,"0.01905972045743329","Santa Cecília","SC"
"Brasil","Paraíba","Santa Cruz","Santa Cruz - PB",2513208,1410,3,"Natural","1. Forest","1.1. Forest Formation",186.171030334473,185.104935968018,-0.5726424592159458,1,0,35759,"0.0","Santa Cruz","RN"
"Brasil","Paraíba","Santa Cruz","Santa Cruz - PB",2513208,1410,4,"Natural","1. Forest","1.2. Savanna Formation",15431.6091767651,14519.1438641855,-5.912962816304799,1,0,35759,"0.0","Santa Cruz","RN"
"Brasil","Paraíba","Santa Helena","Santa Helena - PB",2513307,1411,4,"Natural","1. Forest","1.2. Savanna Formation",9850.12708725594,7295.91931984914,-25.930708759193827,1,0,2382,"0.0","Santa Helena","SC"
"Brasil","Paraíba","Santa Inês","Santa Inês - PB",2513356,1412,3,"Natural","1. Forest","1.1. Forest Formation",480.879682031248,479.905162493895,-0.20265350643151547,1,846,78182,"1.0820905067662634","Santa Inês","MA"
"Brasil","Paraíba","Santa Inês","Santa Inês - PB",2513356,1412,4,"Natural","1. Forest","1.2. Savanna Formation",29806.4546502013,28579.1260620508,-4.1176604280986195,1,846,78182,"1.0820905067662634","Santa Inês","MA"
"Brasil","Paraíba","Santa Luzia","Santa Luzia - PB",2513406,1413,4,"Natural","1. Forest","1.2. Savanna Formation",21862.8629370599,24267.6089814197,10.999227554427451,1,1362,13332,"10.216021602160216","Santa Luzia","BA"
"Brasil","Paraíba","São Bento","São Bento - PB",2513901,1420,4,"Natural","1. Forest","1.2. Savanna Formation",12084.3593103697,9669.08671510747,-19.986765812149113,1,6780,40717,"16.651521477515534","São Bento","MA"
"Brasil","Paraíba","São Domingos","São Domingos - PB",2513968,1423,3,"Natural","1. Forest","1.1. Forest Formation",5.4157203125,5.4157203125,0,2,345,9496,"3.6331086773378263","São Domingos","SC"
"Brasil","Paraíba","São Domingos","São Domingos - PB",2513968,1423,4,"Natural","1. Forest","1.2. Savanna Formation",12451.7407344667,10011.5334964845,-19.597318078006968,2,345,9496,"3.6331086773378263","São Domingos","SC"
"Brasil","Paraíba","São Francisco","São Francisco - PB",2513984,1424,3,"Natural","1. Forest","1.1. Forest Formation",21.4048510803223,21.4048510803223,0,1,4741,53898,"8.796244758618132","São Francisco","MG"
"Brasil","Paraíba","São Francisco","São Francisco - PB",2513984,1424,4,"Natural","1. Forest","1.2. Savanna Formation",6909.27031168874,6137.03197139409,-11.176843652913936,1,4741,53898,"8.796244758618132","São Francisco","MG"
"Brasil","Paraíba","Soledade","Soledade - PB",2516102,1451,4,"Natural","1. Forest","1.2. Savanna Formation",26769.8829089165,21148.3551350683,-20.999448495816107,3,34949,30065,"116.24480292699151","Soledade","RS"
"Brasil","Paraíba","Tavares","Tavares - PB",2516607,1457,3,"Natural","1. Forest","1.1. Forest Formation",23.1316492126465,24.1951698181153,4.597686034800116,2,2362,5351,"44.141282003363855","Tavares","RS"
"Brasil","Paraíba","Tavares","Tavares - PB",2516607,1457,4,"Natural","1. Forest","1.2. Savanna Formation",13304.513399005,13948.7046220214,4.8418999154420534,2,2362,5351,"44.141282003363855","Tavares","RS"
"Brasil","Paraíba","Triunfo","Triunfo - PB",2516805,1460,3,"Natural","1. Forest","1.1. Forest Formation",15.9895016174316,15.9895016174316,0,1,27498,25811,"106.53597303475262","Triunfo","RS"
"Brasil","Paraíba","Triunfo","Triunfo - PB",2516805,1460,4,"Natural","1. Forest","1.2. Savanna Formation",8552.2077136583,6271.32822866242,-26.670066506373573,1,27498,25811,"106.53597303475262","Triunfo","RS"
"Brasil","Pernambuco","Amaraji","Amaraji - PE",2600906,1475,3,"Natural","1. Forest","1.1. Forest Formation",4033.1589031554,4436.45089093002,9.99940734938807,1,930,21925,"4.241733181299886","Amaraji","PE"
"Brasil","Pernambuco","Amaraji","Amaraji - PE",2600906,1475,4,"Natural","1. Forest","1.2. Savanna Formation",202.346632794189,136.960719354248,-32.31381344825559,1,930,21925,"4.241733181299886","Amaraji","PE"
"Brasil","Pernambuco","Bom Conselho","Bom Conselho - PE",2602100,1488,3,"Natural","1. Forest","1.1. Forest Formation",3177.68485735491,4405.3533859132,38.63405541039698,1,3,45506,"0.006592537247835451","Bom Conselho","PE"
"Brasil","Pernambuco","Bom Conselho","Bom Conselho - PE",2602100,1488,4,"Natural","1. Forest","1.2. Savanna Formation",38354.125922548,31169.3564866025,-18.732715876394536,1,3,45506,"0.006592537247835451","Bom Conselho","PE"
"Brasil","Pernambuco","Bonito","Bonito - PE",2602308,1490,3,"Natural","1. Forest","1.1. Forest Formation",7437.07373660305,8370.44108259293,12.550196206824271,1,6553,13630,"48.07776962582538","Bonito","PA"
"Brasil","Pernambuco","Bonito","Bonito - PE",2602308,1490,4,"Natural","1. Forest","1.2. Savanna Formation",2529.92936917724,2031.54406542969,-19.699573822870413,1,6553,13630,"48.07776962582538","Bonito","PA"
"Brasil","Pernambuco","Cachoeirinha","Cachoeirinha - PE",2603108,1498,3,"Natural","1. Forest","1.1. Forest Formation",0,0,,2,272258,118294,"230.15368488680744","Cachoeirinha","RS"
"Brasil","Pernambuco","Cachoeirinha","Cachoeirinha - PE",2603108,1498,4,"Natural","1. Forest","1.2. Savanna Formation",4901.08052932731,4982.18060294789,1.6547386466166034,2,272258,118294,"230.15368488680744","Cachoeirinha","RS"
"Brasil","Pernambuco","Carnaíba","Carnaíba - PE",2603900,1507,3,"Natural","1. Forest","1.1. Forest Formation",820.150111914061,829.984967071531,1.1991530592512452,1,0,18585,"0.0","Carnaíba","PE"
"Brasil","Pernambuco","Carnaíba","Carnaíba - PE",2603900,1507,4,"Natural","1. Forest","1.2. Savanna Formation",31093.4783735231,31298.3428095098,0.6588662533206537,1,0,18585,"0.0","Carnaíba","PE"
"Brasil","Pernambuco","Dormentes","Dormentes - PE",2605152,1522,3,"Natural","1. Forest","1.1. Forest Formation",23.354401965332,21.3196959777832,-8.712301820312838,1,3,16915,"0.017735737511084836","Dormentes","PE"
"Brasil","Pernambuco","Dormentes","Dormentes - PE",2605152,1522,4,"Natural","1. Forest","1.2. Savanna Formation",78257.3290172114,66320.0417097949,-15.253890539493241,1,3,16915,"0.017735737511084836","Dormentes","PE"
"Brasil","Pernambuco","Ipojuca","Ipojuca - PE",2607208,1544,3,"Natural","1. Forest","1.1. Forest Formation",6230.23828764037,7102.92865856304,14.007335363944662,22,96,80542,"0.11919247100891461","Ipojuca","PE"
"Brasil","Pernambuco","Ipojuca","Ipojuca - PE",2607208,1544,4,"Natural","1. Forest","1.2. Savanna Formation",40.075435333252,38.4833455627441,-3.972732316614141,22,96,80542,"0.11919247100891461","Ipojuca","PE"
"Brasil","Pernambuco","Ipojuca","Ipojuca - PE",2607208,1544,5,"Natural","1. Forest","1.3. Mangrove",3124.03955293578,3126.68639015502,0.08472483060441752,22,96,80542,"0.11919247100891461","Ipojuca","PE"
"Brasil","Pernambuco","Itaíba","Itaíba - PE",2607505,1547,3,"Natural","1. Forest","1.1. Forest Formation",863.810233172614,880.595358996589,1.943149684893913,1,17,26264,"0.06472738349070972","Itaíba","PE"
"Brasil","Pernambuco","Itaíba","Itaíba - PE",2607505,1547,4,"Natural","1. Forest","1.2. Savanna Formation",14874.9247441283,20334.6562510854,36.704263052572834,1,17,26264,"0.06472738349070972","Itaíba","PE"
"Brasil","Pernambuco","Jataúba","Jataúba - PE",2608008,1555,3,"Natural","1. Forest","1.1. Forest Formation",376.112920477295,375.227337127686,-0.23545677412123941,2,4,15810,"0.025300442757748263","Jataúba","PE"
"Brasil","Pernambuco","Jataúba","Jataúba - PE",2608008,1555,4,"Natural","1. Forest","1.2. Savanna Formation",49925.8936773284,46033.9607281354,-7.795419696133251,2,4,15810,"0.025300442757748263","Jataúba","PE"
"Brasil","Pernambuco","Joaquim Nabuco","Joaquim Nabuco - PE",2608206,1558,3,"Natural","1. Forest","1.1. Forest Formation",1164.24743510743,1580.85407357179,35.78334174521226,1,500,15774,"3.1697730442500314","Joaquim Nabuco","PE"
"Brasil","Pernambuco","Joaquim Nabuco","Joaquim Nabuco - PE",2608206,1558,4,"Natural","1. Forest","1.2. Savanna Formation",132.199213128662,110.092389642334,-16.722356331132378,1,500,15774,"3.1697730442500314","Joaquim Nabuco","PE"
"Brasil","Pernambuco","Manari","Manari - PE",2609154,1571,3,"Natural","1. Forest","1.1. Forest Formation",194.625173980713,201.338574865723,3.44940006870606,1,0,18187,"0.0","Manari","PE"
"Brasil","Pernambuco","Manari","Manari - PE",2609154,1571,4,"Natural","1. Forest","1.2. Savanna Formation",15014.7421145322,15787.2463407341,5.144971657250257,1,0,18187,"0.0","Manari","PE"
"Brasil","Pernambuco","Palmares","Palmares - PE",2610004,1580,3,"Natural","1. Forest","1.1. Forest Formation",5299.85232467033,7081.40862964472,33.61520653474453,1,0,59524,"0.0","Palmares","PE"
"Brasil","Pernambuco","Palmares","Palmares - PE",2610004,1580,4,"Natural","1. Forest","1.2. Savanna Formation",808.787640325926,645.575417779542,-20.179861116647693,1,0,59524,"0.0","Palmares","PE"
"Brasil","Pernambuco","Parnamirim","Parnamirim - PE",2610400,1584,3,"Natural","1. Forest","1.1. Forest Formation",17.1718565734863,18.6765569335938,8.762595667324586,1,1630,202413,"0.8052842455771122","Parnamirim","RN"
"Brasil","Pernambuco","Parnamirim","Parnamirim - PE",2610400,1584,4,"Natural","1. Forest","1.2. Savanna Formation",212341.677996475,182502.274235702,-14.052542130362339,1,1630,202413,"0.8052842455771122","Parnamirim","RN"
"Brasil","Pernambuco","Passira","Passira - PE",2610509,1585,3,"Natural","1. Forest","1.1. Forest Formation",89.5301151428221,253.891643823242,183.58239394445508,1,100,28664,"0.3488696622941669","Passira","PE"
"Brasil","Pernambuco","Passira","Passira - PE",2610509,1585,4,"Natural","1. Forest","1.2. Savanna Formation",9002.420968213,8566.90160073855,-4.837802731201329,1,100,28664,"0.3488696622941669","Passira","PE"
"Brasil","Pernambuco","Petrolina","Petrolina - PE",2611101,1591,3,"Natural","1. Forest","1.1. Forest Formation",196.201330273438,103.076005090332,-47.46416604480761,4,4941,294081,"1.6801493466085875","Petrolina","PE"
"Brasil","Pernambuco","Petrolina","Petrolina - PE",2611101,1591,4,"Natural","1. Forest","1.2. Savanna Formation",287935.175956302,226943.203505366,-21.182536051167407,4,4941,294081,"1.6801493466085875","Petrolina","PE"
"Brasil","Pernambuco","Primavera","Primavera - PE",2611408,1594,3,"Natural","1. Forest","1.1. Forest Formation",1115.98723604126,1356.84448006593,21.58243716828361,5,37,13439,"0.27531810402559714","Primavera","PE"
"Brasil","Pernambuco","Primavera","Primavera - PE",2611408,1594,4,"Natural","1. Forest","1.2. Savanna Formation",106.448619177246,87.1581809448242,-18.121830401859498,5,37,13439,"0.27531810402559714","Primavera","PE"
"Brasil","Pernambuco","Quipapá","Quipapá - PE",2611507,1595,3,"Natural","1. Forest","1.1. Forest Formation",1536.51801884768,1910.21108912354,24.320773703396796,1,3,24187,"0.012403357175342127","Quipapá","PE"
"Brasil","Pernambuco","Quipapá","Quipapá - PE",2611507,1595,4,"Natural","1. Forest","1.2. Savanna Formation",2664.77094917603,2184.43233075561,-18.02551242045568,1,3,24187,"0.012403357175342127","Quipapá","PE"
"Brasil","Pernambuco","Santa Cruz","Santa Cruz - PE",2612455,1606,3,"Natural","1. Forest","1.1. Forest Formation",20.5243863037109,27.3343300964355,33.17976816433888,1,0,35759,"0.0","Santa Cruz","RN"
"Brasil","Pernambuco","Santa Cruz","Santa Cruz - PE",2612455,1606,4,"Natural","1. Forest","1.2. Savanna Formation",91036.916090901,78784.440648373,-13.458798879230283,1,0,35759,"0.0","Santa Cruz","RN"
"Brasil","Pernambuco","São João","São João - PE",2613206,1616,3,"Natural","1. Forest","1.1. Forest Formation",841.624300048834,1352.43129431153,60.692994989932835,1,460,21305,"2.1591175780333254","São João","PE"
"Brasil","Pernambuco","São João","São João - PE",2613206,1616,4,"Natural","1. Forest","1.2. Savanna Formation",4763.04211822503,4528.33769213858,-4.927616012220235,1,460,21305,"2.1591175780333254","São João","PE"
"Brasil","Pernambuco","Serra Talhada","Serra Talhada - PE",2613909,1623,3,"Natural","1. Forest","1.1. Forest Formation",8016.03842264419,8236.17205153209,2.7461648420503244,1,0,79241,"0.0","Serra Talhada","PE"
"Brasil","Pernambuco","Serra Talhada","Serra Talhada - PE",2613909,1623,4,"Natural","1. Forest","1.2. Savanna Formation",238372.05512546,236035.168691502,-0.9803525135226268,1,0,79241,"0.0","Serra Talhada","PE"
"Brasil","Pernambuco","Tamandaré","Tamandaré - PE",2614857,1633,3,"Natural","1. Forest","1.1. Forest Formation",4294.29238688981,4693.69410957027,9.300757533413583,1,4,20745,"0.01928175463967221","Tamandaré","PE"
"Brasil","Pernambuco","Tamandaré","Tamandaré - PE",2614857,1633,5,"Natural","1. Forest","1.3. Mangrove",136.467122790527,139.118427471924,1.9428156959582836,1,4,20745,"0.01928175463967221","Tamandaré","PE"
"Brasil","Pernambuco","Triunfo","Triunfo - PE",2615706,1641,3,"Natural","1. Forest","1.1. Forest Formation",944.658582873542,932.345518920904,-1.3034406478563902,1,27498,25811,"106.53597303475262","Triunfo","RS"
"Brasil","Pernambuco","Triunfo","Triunfo - PE",2615706,1641,4,"Natural","1. Forest","1.2. Savanna Formation",17437.4285837185,17058.8395736466,-2.171128663003632,1,27498,25811,"106.53597303475262","Triunfo","RS"
"Brasil","Alagoas","Batalha","Batalha - AL",2700706,1657,4,"Natural","1. Forest","1.2. Savanna Formation",6264.6736234194,7669.36944103399,22.422490013899164,2,4,25786,"0.01551229349259288","Batalha","PI"
"Brasil","Alagoas","Belém","Belém - AL",2700805,1658,3,"Natural","1. Forest","1.1. Forest Formation",225.942242797853,218.180068371584,-3.4354684321752442,3,0,1392031,"0.0","Belém","PA"
"Brasil","Alagoas","Belém","Belém - AL",2700805,1658,4,"Natural","1. Forest","1.2. Savanna Formation",1064.65594100342,1195.35581528321,12.276254632703939,3,0,1392031,"0.0","Belém","PA"
"Brasil","Alagoas","Maravilha","Maravilha - AL",2704609,1700,3,"Natural","1. Forest","1.1. Forest Formation",379.535197613523,383.507369445798,1.0465885265060046,1,0,22104,"0.0","Maravilha","SC"
"Brasil","Alagoas","Maravilha","Maravilha - AL",2704609,1700,4,"Natural","1. Forest","1.2. Savanna Formation",9850.66437141142,7548.58755835572,-23.36976193947672,1,0,22104,"0.0","Maravilha","SC"
"Brasil","Sergipe","Aracaju","Aracaju - SE",2800308,1755,3,"Natural","1. Forest","1.1. Forest Formation",332.115521881104,461.464082556154,38.94685799158651,2,48,570937,"0.00840723232160466","Aracaju","SE"
"Brasil","Sergipe","Aracaju","Aracaju - SE",2800308,1755,5,"Natural","1. Forest","1.3. Mangrove",1788.97225655517,1705.39108306884,-4.672021781224994,2,48,570937,"0.00840723232160466","Aracaju","SE"
"Brasil","Sergipe","Aracaju","Aracaju - SE",2800308,1755,49,"Natural","1. Forest","1.5. Wooded Sandbank Vegetation",33.091211694336,44.1519069274903,33.42487224499997,2,48,570937,"0.00840723232160466","Aracaju","SE"
"Brasil","Sergipe","Estância","Estância - SE",2802106,1771,3,"Natural","1. Forest","1.1. Forest Formation",6229.58437787472,7390.24405264886,18.63141430263618,2,48,64464,"0.07446016381236038","Estância","SE"
"Brasil","Sergipe","Estância","Estância - SE",2802106,1771,4,"Natural","1. Forest","1.2. Savanna Formation",1617.33369241941,1606.02048020628,-0.6994977144269086,2,48,64464,"0.07446016381236038","Estância","SE"
"Brasil","Sergipe","Estância","Estância - SE",2802106,1771,5,"Natural","1. Forest","1.3. Mangrove",3798.20419038083,3801.36196331174,0.08313857740738063,2,48,64464,"0.07446016381236038","Estância","SE"
"Brasil","Sergipe","Estância","Estância - SE",2802106,1771,49,"Natural","1. Forest","1.5. Wooded Sandbank Vegetation",152.070041473389,206.969806542969,36.1016308917013,2,48,64464,"0.07446016381236038","Estância","SE"
"Brasil","Sergipe","Pinhão","Pinhão - SE",2805208,1803,3,"Natural","1. Forest","1.1. Forest Formation",956.085596069342,995.56073029785,4.1288284637691515,1,420,30233,"1.389210465385506","Pinhão","PR"
"Brasil","Sergipe","Pinhão","Pinhão - SE",2805208,1803,4,"Natural","1. Forest","1.2. Savanna Formation",1230.41772583007,2034.14512401735,65.32150677893283,1,420,30233,"1.389210465385506","Pinhão","PR"
"Brasil","Sergipe","São Cristóvão","São Cristóvão - SE",2806701,1818,3,"Natural","1. Forest","1.1. Forest Formation",7869.25939260262,9249.92813486347,17.545091264353633,1,0,78876,"0.0","São Cristóvão","SE"
"Brasil","Sergipe","São Cristóvão","São Cristóvão - SE",2806701,1818,4,"Natural","1. Forest","1.2. Savanna Formation",924.86224971926,863.561922100836,-6.6280494892111355,1,0,78876,"0.0","São Cristóvão","SE"
"Brasil","Sergipe","São Cristóvão","São Cristóvão - SE",2806701,1818,5,"Natural","1. Forest","1.3. Mangrove",1799.04877033692,1701.34597006225,-5.4308033159308104,1,0,78876,"0.0","São Cristóvão","SE"
"Brasil","Sergipe","São Domingos","São Domingos - SE",2806800,1819,3,"Natural","1. Forest","1.1. Forest Formation",839.299505560285,842.918488110353,0.4311908354636933,2,345,9496,"3.6331086773378263","São Domingos","SC"
"Brasil","Sergipe","São Domingos","São Domingos - SE",2806800,1819,4,"Natural","1. Forest","1.2. Savanna Formation",1375.75337675775,1625.44773153684,18.149645059752412,2,345,9496,"3.6331086773378263","São Domingos","SC"
"Brasil","Sergipe","São Francisco","São Francisco - SE",2806909,1820,3,"Natural","1. Forest","1.1. Forest Formation",153.624002368164,257.532616802979,67.63826800046209,1,4741,53898,"8.796244758618132","São Francisco","MG"
"Brasil","Sergipe","São Francisco","São Francisco - SE",2806909,1820,4,"Natural","1. Forest","1.2. Savanna Formation",490.77942060547,444.321356402588,-9.466180172258886,1,4741,53898,"8.796244758618132","São Francisco","MG"
"Brasil","Sergipe","Tobias Barreto","Tobias Barreto - SE",2807402,1825,3,"Natural","1. Forest","1.1. Forest Formation",4094.28552004986,4393.23568705425,7.301644341617607,1,0,48039,"0.0","Tobias Barreto","SE"
"Brasil","Sergipe","Tobias Barreto","Tobias Barreto - SE",2807402,1825,4,"Natural","1. Forest","1.2. Savanna Formation",15127.0811885012,17908.3077596805,18.385744986239914,1,0,48039,"0.0","Tobias Barreto","SE"
"Brasil","Bahia","Anagé","Anagé - BA",2901205,1841,3,"Natural","1. Forest","1.1. Forest Formation",1731.47942548827,1804.21913645629,4.201015033574988,2,12000,25500,"47.05882352941176","Anagé","BA"
"Brasil","Bahia","Anagé","Anagé - BA",2901205,1841,4,"Natural","1. Forest","1.2. Savanna Formation",92293.9176790512,108269.809773135,17.309799492572626,2,12000,25500,"47.05882352941176","Anagé","BA"
"Brasil","Bahia","Angical","Angical - BA",2901403,1844,3,"Natural","1. Forest","1.1. Forest Formation",6271.33964797977,6296.35306307381,0.39885282089763896,2,2072,14073,"14.723228877993321","Angical","BA"
"Brasil","Bahia","Angical","Angical - BA",2901403,1844,4,"Natural","1. Forest","1.2. Savanna Formation",96524.2704151197,85606.6426885747,-11.310759127825365,2,2072,14073,"14.723228877993321","Angical","BA"
"Brasil","Bahia","Baixa Grande","Baixa Grande - BA",2902609,1859,3,"Natural","1. Forest","1.1. Forest Formation",6851.76302849749,7065.8628078066,3.1247399890894885,1,9110,20069,"45.39339279485774","Baixa Grande","BA"
"Brasil","Bahia","Baixa Grande","Baixa Grande - BA",2902609,1859,4,"Natural","1. Forest","1.2. Savanna Formation",30400.03869972,31686.2608319845,4.230988470012523,1,9110,20069,"45.39339279485774","Baixa Grande","BA"
"Brasil","Bahia","Barra","Barra - BA",2902708,1861,3,"Natural","1. Forest","1.1. Forest Formation",8256.85690728762,8139.65387383425,-1.4194630568191764,1,51092,49342,"103.54667423290502","Barra","BA"
"Brasil","Bahia","Barra","Barra - BA",2902708,1861,4,"Natural","1. Forest","1.2. Savanna Formation",973765.384964595,958273.334013195,-1.5909428688475336,1,51092,49342,"103.54667423290502","Barra","BA"
"Brasil","Bahia","Bonito","Bonito - BA",2904050,1878,3,"Natural","1. Forest","1.1. Forest Formation",30375.0274840653,28887.0092831621,-4.898820920191141,1,6553,13630,"48.07776962582538","Bonito","PA"
"Brasil","Bahia","Bonito","Bonito - BA",2904050,1878,4,"Natural","1. Forest","1.2. Savanna Formation",34760.4169350762,28395.133596829,-18.311872812503847,1,6553,13630,"48.07776962582538","Bonito","PA"
"Brasil","Bahia","Caetité","Caetité - BA",2905206,1893,3,"Natural","1. Forest","1.1. Forest Formation",3497.69809061888,3487.63284117431,-0.2877678171127953,1,536,47524,"1.1278511909771904","Caetité","BA"
"Brasil","Bahia","Caetité","Caetité - BA",2905206,1893,4,"Natural","1. Forest","1.2. Savanna Formation",183605.759114943,181802.245993472,-0.9822748099867371,1,536,47524,"1.1278511909771904","Caetité","BA"
"Brasil","Bahia","Cansanção","Cansanção - BA",2906808,1909,3,"Natural","1. Forest","1.1. Forest Formation",440.866569055174,415.554933892821,-5.741336934800626,3,25525,32923,"77.52938675090363","Cansanção","BA"
"Brasil","Bahia","Cansanção","Cansanção - BA",2906808,1909,4,"Natural","1. Forest","1.2. Savanna Formation",49775.1312976852,40971.4670720031,-17.686872934660677,3,25525,32923,"77.52938675090363","Cansanção","BA"
"Brasil","Bahia","Canudos","Canudos - BA",2906824,1910,3,"Natural","1. Forest","1.1. Forest Formation",2212.4772103149,2226.31293657222,0.6253500010222106,1,4000,15755,"25.38876547127896","Canudos","BA"
"Brasil","Bahia","Canudos","Canudos - BA",2906824,1910,4,"Natural","1. Forest","1.2. Savanna Formation",249005.333371603,216715.506113824,-12.967524358039064,1,4000,15755,"25.38876547127896","Canudos","BA"
"Brasil","Bahia","Cícero Dantas","Cícero Dantas - BA",2907806,1924,3,"Natural","1. Forest","1.1. Forest Formation",1727.2680114563,1532.88292986451,-11.253903870303214,3,35206,32304,"108.98340762753837","Cícero Dantas","BA"
"Brasil","Bahia","Cícero Dantas","Cícero Dantas - BA",2907806,1924,4,"Natural","1. Forest","1.2. Savanna Formation",34402.8805796427,28044.0315819747,-18.483478390558762,3,35206,32304,"108.98340762753837","Cícero Dantas","BA"
"Brasil","Bahia","Conde","Conde - BA",2908606,1932,3,"Natural","1. Forest","1.1. Forest Formation",31754.627501093,34806.7145267529,9.611471668357135,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Bahia","Conde","Conde - BA",2908606,1932,4,"Natural","1. Forest","1.2. Savanna Formation",919.368626330569,530.356643780516,-42.31294949694961,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Bahia","Conde","Conde - BA",2908606,1932,5,"Natural","1. Forest","1.3. Mangrove",1354.07628017577,1367.91016431274,1.0216473281087441,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Bahia","Cotegipe","Cotegipe - BA",2909406,1940,3,"Natural","1. Forest","1.1. Forest Formation",4521.46549845584,4214.44754938966,-6.7902309366516755,2,7012,13638,"51.41516351371169","Cotegipe","BA"
"Brasil","Bahia","Cotegipe","Cotegipe - BA",2909406,1940,4,"Natural","1. Forest","1.2. Savanna Formation",329915.817253053,311820.139811651,-5.484937822039066,2,7012,13638,"51.41516351371169","Cotegipe","BA"
"Brasil","Bahia","Cravolândia","Cravolândia - BA",2909505,1941,3,"Natural","1. Forest","1.1. Forest Formation",7062.94797960926,6980.19672146019,-1.1716249133927226,1,800,5042,"15.866719555731853","Cravolândia","BA"
"Brasil","Bahia","Cravolândia","Cravolândia - BA",2909505,1941,4,"Natural","1. Forest","1.2. Savanna Formation",1523.11991086428,1253.68418490599,-17.689725151409867,1,800,5042,"15.866719555731853","Cravolândia","BA"
"Brasil","Bahia","Dário Meira","Dário Meira - BA",2910008,1946,3,"Natural","1. Forest","1.1. Forest Formation",20363.6743433402,20657.3296521914,1.442054630711765,2,4251,12841,"33.1048983724009","Dário Meira","BA"
"Brasil","Bahia","Dário Meira","Dário Meira - BA",2910008,1946,4,"Natural","1. Forest","1.2. Savanna Formation",886.324517797849,888.23198638916,0.2152110827364132,2,4251,12841,"33.1048983724009","Dário Meira","BA"
"Brasil","Bahia","Gandu","Gandu - BA",2911204,1963,3,"Natural","1. Forest","1.1. Forest Formation",13993.6992191958,13872.5371210452,-0.8658332314617472,1,421,30329,"1.3881103893962874","Gandu","BA"
"Brasil","Bahia","Ibicuí","Ibicuí - BA",2912301,1977,3,"Natural","1. Forest","1.1. Forest Formation",13365.9385459228,14268.9147728087,6.755801126748012,1,350,15786,"2.2171544406436086","Ibicuí","BA"
"Brasil","Bahia","Ibicuí","Ibicuí - BA",2912301,1977,4,"Natural","1. Forest","1.2. Savanna Formation",8771.64127540901,9064.32976055923,3.336758492059655,1,350,15786,"2.2171544406436086","Ibicuí","BA"
"Brasil","Bahia","Iguaí","Iguaí - BA",2913507,1990,3,"Natural","1. Forest","1.1. Forest Formation",28954.4551363283,28373.7273558597,-2.0056595012211997,1,851,25724,"3.3081946820090193","Iguaí","BA"
