Ministério da Integração e do Desenvolvimento Regional
Secretaria Nacional de Proteção e Defesa Civil 
Relatório Gerencial - Danos Informados
Data Inicial: 01/01/2024 Data Final: 31/12/2024 UF: RS
UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
RS;Canguçu;06/05/2024;RS-F-4304507-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;53268;0;0;0;0;0;0;21284;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.809237E7;8183.0;0.0;0.0;0.0
RS;Taquara;06/05/2024;RS-F-4321204-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;54656;2;0;0;439;8800;0;6747;2841;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Rio Grande;09/05/2024;RS-F-4315602-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;197253;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Putinga;03/05/2024;RS-F-4315206-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4147;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Maquiné;03/05/2024;RS-F-4311775-12200-20240501;12200 - Enxurradas;Registro;6908;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Relvado;04/05/2024;RS-F-4315453-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2155;4;0;0;400;800;2;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Maquiné;06/05/2024;RS-F-4311775-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6908;0;0;0;52;300;0;2900;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;DE 10% A 20%;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Mampituba;16/05/2024;RS-F-4311734-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2997;0;0;0;0;30;0;3101;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;0;1233656.17;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1233656.17;0.0;0.0;0.0;2285000.0;52000.0;0.0;0.0;0.0
RS;Camargo;05/05/2024;RS-F-4303558-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2591;0;0;0;0;0;0;2981;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Arroio do Meio;04/05/2024;RS-F-4301008-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;18783;2;0;0;1000;12000;0;21996;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Maçambará;08/05/2024;RS-F-4311718-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4742;0;0;0;0;0;0;3430;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;10;0;332334.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;332334.0;0.0;0.0;0.0;6.581562E7;1126106.0;0.0;0.0;0.0
RS;André da Rocha;04/05/2024;RS-F-4300661-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1216;0;0;0;0;6;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Cerro Grande do Sul;03/05/2024;RS-F-4305173-12300-20240501;12300 - Alagamentos;Registro;10280;0;0;0;0;25;0;1000;6;0;600000.0;0;2;200000.0;0;2;200000.0;0;0;0.0;0;0;0.0;0;60;3000000.0;;;;;;200000.0;200000.0;100000.0;300000.0;30000.0;0.0;0.0;200000.0;200000.0;50000.0;100000.0;5.0E7;5000000.0;0.0;1000000.0;1000000.0
RS;Balneário Pinhal;03/05/2024;RS-F-4301636-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10855;0;0;0;6;4036;0;0;10;0;25000.0;0;0;0.0;1;0;100000.0;1;0;120000.0;0;0;0.0;4;0;100000.0;;;;;;50000.0;0.0;80000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100000.0;1800000.0;0.0;0.0;50000.0;0.0
RS;Ibiraiaras;08/05/2024;RS-F-4309902-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Não reconhecido;7175;0;0;0;0;0;0;7175;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;20;0;100000.0;;;;;;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.88837E7;2469500.0;0.0;0.0;0.0
RS;Nova Alvorada;04/05/2024;RS-F-4312757-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3177;0;0;0;22;103;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Três Forquilhas;05/05/2024;RS-F-4321832-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2912;0;0;0;0;384;0;508;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;7;2052000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6124149.0;299000.0;0.0;0.0;0.0
RS;Santa Maria;02/05/2024;RS-F-4316907-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;261027;5;2;0;120;2000;0;269000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;MAIS DE 20%;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Forquetinha;07/05/2024;RS-F-4308433-12200-20240501;12200 - Enxurradas;Reconhecido;2473;2;8;0;0;189;0;1023;0;0;0.0;0;0;0.0;1;0;20000.0;1;0;1000.0;0;0;0.0;11;11;1.76E7;;;;;;0.0;8000.0;0.0;15000.0;0.0;31000.0;0.0;1.76E7;0.0;2000.0;20000.0;0.0;0.0;0.0;0.0;0.0
RS;Jacuizinho;06/05/2024;RS-F-4310876-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2507;0;0;0;5;40;0;2000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Pinto Bandeira;14/05/2024;RS-F-4314548-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;0;0;0;0;15;100;0;200;5;2;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2997000.0;0.0;0.0;0.0;0.0
RS;Colorado;06/05/2024;RS-F-4305603-12300-20240501;12300 - Alagamentos;Registro;3550;0;0;0;0;2;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ibirubá;02/05/2024;RS-F-4310009-12300-20240501;12300 - Alagamentos;Registro;19312;0;0;0;0;100;0;0;100;0;1000000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;10;3;1320000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100000.0;100000.0;0.0;0.0;0.0
RS;Catuípe;07/05/2024;RS-F-4305009-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;9323;0;0;0;0;0;0;9323;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ibirubá;08/05/2024;RS-F-4310009-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;19312;0;0;0;0;100;0;0;100;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;10;3;400000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100000.0;100000.0;0.0;0.0;0.0
RS;Sertão;06/05/2024;RS-F-4320503-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6294;0;0;0;0;0;0;6294;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Presidente Lucena;02/05/2024;RS-F-4315149-12200-20240501;12200 - Enxurradas;Reconhecido;2485;0;0;0;0;0;0;3077;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;30;2;250000.0;;;;;;0.0;0.0;20000.0;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3800000.0;0.0;0.0;0.0;0.0
RS;Ciríaco;03/05/2024;RS-F-4305504-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4922;0;0;0;0;0;0;4149;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Muitos Capões;08/05/2024;RS-F-4312617-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2977;0;0;0;0;10;0;2869;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Montauri;04/05/2024;RS-F-4312351-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1542;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;MAIS DE 20%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São José do Herval;02/05/2024;RS-F-4318465-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2204;0;0;0;0;0;0;800;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;0;200000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Boa Vista do Incra;07/05/2024;RS-F-4302238-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2425;0;0;0;0;0;0;486;2;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3E7;67000.0;0.0;0.0;0.0
RS;Não-Me-Toque;06/05/2024;RS-F-4312658-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;15938;0;1;0;3;3;0;3600;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Vicente do Sul;06/05/2024;RS-F-4319802-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8440;0;0;0;60;90;0;8290;10;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Mato Castelhano;06/05/2024;RS-F-4312138-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2470;0;0;0;0;59;0;1500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.287E7;4364640.0;0.0;0.0;0.0
RS;Pinhal Grande;01/05/2024;RS-F-4314472-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4471;1;0;0;26;43;1;4400;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;1997000.25;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6567800.0;163631.2;0.0;0.0;0.0
RS;Amaral Ferrador;06/05/2024;RS-F-4300638-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6355;0;0;0;0;4;0;6351;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.09795E7;2472600.0;0.0;0.0;0.0
RS;Formigueiro;03/05/2024;RS-F-4308409-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7014;0;0;0;0;9;0;6404;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Pedro da Serra;04/05/2024;RS-F-4319356-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3317;0;1;0;38;40;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Lajeado;04/05/2024;RS-F-4311403-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;71481;10;60;0;1326;5000;50;65000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Paraí;05/05/2024;RS-F-4314001-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6812;0;0;0;0;0;0;6812;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Santa Margarida do Sul;03/05/2024;RS-F-4316972-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2352;0;0;0;0;0;0;2352;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;6;1;674678.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5342140.0;3252780.0;0.0;0.0;0.0
RS;Coronel Pilar;04/05/2024;RS-F-4305934-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1725;0;0;0;70;20;0;1300;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Barros Cassal;05/05/2024;RS-F-4302006-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11133;0;0;0;0;0;1;5047;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Fortaleza dos Valos;06/05/2024;RS-F-4308458-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4577;0;0;0;0;0;0;4577;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;10;0;600000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Santa Maria do Herval;16/05/2024;RS-F-4316956-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6053;0;0;0;0;0;0;56;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;8;2;400000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Lagoão;02/05/2024;RS-F-4311254-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6185;0;0;0;0;0;0;6185;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Bom Retiro do Sul;04/05/2024;RS-F-4302402-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11472;0;0;0;55;1400;0;2500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ibirapuitã;04/05/2024;RS-F-4309951-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4061;0;0;0;0;0;0;1670;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Feliz;03/05/2024;RS-F-4308102-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;12359;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Doutor Ricardo;24/05/2024;RS-F-4306759-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;2030;0;0;0;50;200;0;1638;32;12;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;20;20;0.0;DE 5% A 10%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Cachoeira do Sul;06/05/2024;RS-F-4303004-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;83827;0;15;7;372;2446;0;80987;1006;0;2012000.0;2;0;210000.0;3;0;557400.0;3;0;4100.0;1;0;2.0E7;59;0;8700000.0;DE 0% A 5%;DE 0% A 5%;DE 0% A 5%;DE 0% A 5%;ATÉ 40%;677130.0;0.0;0.0;1540570.0;0.0;402476.0;0.0;0.0;0.0;0.0;6.8360263E7;3.1995429015E8;1647547.13;1.71319603E7;1.71319603E7;1.713196029E7
RS;Guabiju;06/05/2024;RS-F-4309258-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1598;0;0;0;0;0;0;1598;1;0;50000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;2;508000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;508000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Nova Santa Rita;02/05/2024;RS-F-4313375-12100-20240501;12100 - Inundações;Reconhecido;22706;0;0;50;1100;250;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Segredo;03/05/2024;RS-F-4320263-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7158;0;0;0;0;0;0;6009;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Serafina Corrêa;02/05/2024;RS-F-4320404-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14243;2;3;0;106;466;1;16383;200;3;0.0;1;0;0.0;0;0;0.0;1;0;0.0;0;0;0.0;50;50;0.0;MAIS DE 20%;;DE 10% A 20%;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Bento Gonçalves;03/05/2024;RS-F-4302105-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;107341;4;64;0;104;600;8;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Protásio Alves;03/05/2024;RS-F-4315172-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2000;0;0;0;0;13;0;61;2;0;30000.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;50000.0;1;0;3000000.0;DE 5% A 10%;;DE 0% A 5%;;;0.0;20000.0;50000.0;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Nova Bassano;02/05/2024;RS-F-4312906-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8840;0;0;0;0;650;0;8999;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Taquari;01/05/2024;RS-F-4321303-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;26135;0;0;0;90;894;0;24214;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Campestre da Serra;05/05/2024;RS-F-4303673-12200-20240501;12200 - Enxurradas;Reconhecido;3247;0;0;0;0;0;0;350;4;0;10000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;12;0;500000.0;;;;;;0.0;0.0;0.0;0.0;0.0;20000.0;0.0;10000.0;0.0;0.0;10000.0;500000.0;0.0;0.0;100000.0;100000.0
RS;Ipê;03/05/2024;RS-F-4310439-13214-20240501;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6017;0;0;0;0;78;0;5939;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
