Ministério da Integração e do Desenvolvimento Regional
Secretaria Nacional de Proteção e Defesa Civil 
Relatório Gerencial - Danos Informados
Data Inicial: 01/01/2024 Data Final: 31/12/2024 UF: RS
UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
RS;Itapuca;06/05/2024;RS-F-4310579-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2337;0;0;0;0;3;0;1515;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Gaurama;09/05/2024;RS-F-4308706-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5862;0;0;0;0;0;0;5665;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;34;1;219100.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;219100.0;0.0;0.0;0.0;7123333.0;787200.0;0.0;0.0;0.0
RS;Três Coroas;05/05/2024;RS-F-4321709-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23855;3;0;0;1120;18200;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Getúlio Vargas;10/05/2024;RS-F-4308904-12300-20240503;12300 - Alagamentos;Registro;16156;0;0;0;9;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Jari;03/05/2024;RS-F-4311130-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3575;0;0;0;0;0;0;3349;0;0;0.0;1;0;10000.0;1;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;90000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.57053768E8;8252240.0;0.0;0.0;0.0
RS;São José do Norte;10/05/2024;RS-F-4318507-12100-20240503;12100 - Inundações;Reconhecido;25523;0;0;0;273;1000;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Triunfo;07/05/2024;RS-F-4322004-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;25811;0;0;0;937;8000;0;18561;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;General Câmara;03/05/2024;RS-F-4308805-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8452;1;0;0;400;300;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.844465E7;5221000.0;0.0;0.0;0.0
RS;Mostardas;03/05/2024;RS-F-4312500-13214-20240503;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12130;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Bom Progresso;09/05/2024;RS-F-4302378-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2328;0;0;0;0;0;0;2328;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;55000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Viadutos;06/05/2024;RS-F-4322905-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5311;0;0;0;0;15;0;4754;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Iraí;03/05/2024;RS-F-4310504-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8078;0;0;0;0;92;0;7986;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Pinheirinho do Vale;07/05/2024;RS-F-4314498-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4503;0;0;0;0;20;0;4503;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Vista Gaúcha;06/05/2024;RS-F-4323705-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2759;0;0;0;0;56;0;2727;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Campo Bom;07/05/2024;RS-F-4303905-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;60081;0;0;0;280;3200;0;6120;1498;4;3.316E7;1;0;70000.0;6;0;1840000.0;1;0;3600000.0;8;0;350000.0;15;0;2565000.0;;;;DE 5% A 10%;;5000.0;0.0;240000.0;1802000.0;0.0;0.0;0.0;20000.0;10000.0;20000.0;1840000.0;5000000.0;5000000.0;1.0E7;5000000.0;2000000.0
RS;Cerro Grande do Sul;09/05/2024;RS-F-4305173-12200-20240502;12200 - Enxurradas;Reconhecido;10280;0;0;0;103;150;0;1000;10;0;300000.0;0;0;0.0;2;0;200000.0;0;0;0.0;0;0;0.0;1650;0;3000000.0;;;;;;0.0;500000.0;50000.0;100000.0;0.0;100000.0;0.0;0.0;0.0;0.0;0.0;4.5E7;5000000.0;0.0;1000000.0;1000000.0
RS;Vista Alegre;05/05/2024;RS-F-4323507-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2832;0;0;0;0;0;0;2832;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Machadinho;09/05/2024;RS-F-4311700-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5515;0;0;0;0;0;0;2127;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;4;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Novo Barreiro;07/05/2024;RS-F-4313490-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3978;0;0;0;0;48;0;4224;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Lagoa dos Três Cantos;04/05/2024;RS-F-4311270-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1598;0;0;0;0;0;0;1738;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Crissiumal;07/05/2024;RS-F-4306007-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14085;0;0;0;0;0;0;14085;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Sete de Setembro;10/05/2024;RS-F-4320578-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2126;0;0;0;0;0;0;1830;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;4;86727.16;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8050800.0;2168850.0;0.0;0.0;0.0
RS;Constantina;04/05/2024;RS-F-4305801-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;9741;0;0;0;72;45;0;9624;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Rodeio Bonito;04/05/2024;RS-F-4315909-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5743;0;0;0;0;0;0;6694;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Panambi;03/05/2024;RS-F-4313904-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;38068;36064;0;0;0;4;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Frederico Westphalen;04/05/2024;RS-F-4308508-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;28848;0;0;0;6;22;0;32599;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Planalto;04/05/2024;RS-F-4314704-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10524;0;0;0;0;0;0;10524;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Tenente Portela;06/05/2024;RS-F-4321402-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13716;0;0;0;0;12;0;13704;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Valério do Sul;07/05/2024;RS-F-4319737-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2647;0;0;0;0;0;0;2543;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ilópolis;03/05/2024;RS-F-4310306-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4098;0;0;0;0;32;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;4;18;2500000.0;;;;;;0.0;2000.0;50000.0;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4290000.0;507082.0;0.0;0.0;0.0
RS;Palmeira das Missões;04/05/2024;RS-F-4313706-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;34335;0;0;0;0;0;0;34335;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Nonoai;04/05/2024;RS-F-4312708-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12076;0;0;0;0;52;0;12024;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Chiapetta;04/05/2024;RS-F-4305405-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4044;0;0;0;0;0;0;4044;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Rio dos Índios;07/05/2024;RS-F-4315552-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3616;0;0;0;0;5;0;3611;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Barra do Guarita;04/05/2024;RS-F-4301859-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3089;0;0;0;40;52;0;2997;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Tiradentes do Sul;04/05/2024;RS-F-4321477-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6461;0;0;0;0;0;0;6461;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Quinze de Novembro;02/05/2024;RS-F-4315354-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3653;0;0;0;0;0;0;2500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Sede Nova;06/05/2024;RS-F-4320230-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3011;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Miguel das Missões;06/05/2024;RS-F-4319158-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7421;0;0;0;0;0;0;7056;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Palmitinho;03/05/2024;RS-F-4313805-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6920;0;0;0;10;54;0;7775;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Dezesseis de Novembro;06/05/2024;RS-F-4306353-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2866;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ubiretama;06/05/2024;RS-F-4322343-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2296;0;0;0;0;0;0;2296;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Vale Verde;03/05/2024;RS-F-4322525-12100-20240502;12100 - Inundações;Reconhecido;3253;0;0;0;100;0;0;1300;350;0;7000000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;1000000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1.5147E7;0.0;0.0;0.0;0.0
RS;Caiçara;03/05/2024;RS-F-4303400-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5071;0;0;0;0;0;0;5071;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Miraguaí;05/05/2024;RS-F-4312302-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4855;0;0;0;0;0;0;4855;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Cristal do Sul;04/05/2024;RS-F-4306072-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2826;0;0;0;8;4;0;2814;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Pirapó;11/05/2024;RS-F-4314555-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2757;0;0;0;0;0;0;1200;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;105565.16;;;;;;0.0;18000.0;0.0;0.0;0.0;0.0;0.0;87565.52;0.0;0.0;0.0;2526442.9;1355426.4;0.0;0.0;0.0
RS;Braga;07/05/2024;RS-F-4302600-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3702;0;0;0;0;120;0;3148;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Santo Augusto;03/05/2024;RS-F-4317806-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13970;0;0;0;0;0;0;13970;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ajuricaba;08/05/2024;RS-F-4300208-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7255;0;0;0;0;0;0;6720;8;0;200000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;2;0;685000.0;;;;;;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Quevedos;03/05/2024;RS-F-4315321-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2710;0;0;0;0;2;0;2708;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Pinto Bandeira;04/05/2024;RS-F-4314548-12200-20240502;12200 - Enxurradas;Registro;0;0;0;0;15;110;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Nonoai;03/05/2024;RS-F-4312708-12200-20240502;12200 - Enxurradas;Registro;12076;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Barra Funda;03/05/2024;RS-F-4301958-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2367;0;0;0;0;24;0;2526;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Jaboticaba;03/05/2024;RS-F-4310850-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4111;0;0;0;0;0;0;4111;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Vicente Dutra;03/05/2024;RS-F-4323101-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5285;0;0;0;0;36;0;5249;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Três Passos;04/05/2024;RS-F-4321907-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23973;0;0;0;0;0;0;25436;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Coronel Bicaco;03/05/2024;RS-F-4305900-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7748;0;0;0;0;8;0;7740;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Colorado;06/05/2024;RS-F-4305603-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3550;0;0;0;0;2;0;3548;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Três Palmeiras;03/05/2024;RS-F-4321857-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4381;0;0;0;0;0;0;4617;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Boa Vista do Cadeado;11/05/2024;RS-F-4302220-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2441;0;0;0;0;0;0;2226;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0E7;368383.1;0.0;0.0;0.0
RS;Dois Irmãos das Missões;03/05/2024;RS-F-4306429-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2157;0;0;0;0;12;0;2145;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Jerônimo;06/05/2024;RS-F-4318408-13214-20240502;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;22141;0;120;150;975;4080;1;16815;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
