CD_MUN,municipality,area,population2022,population2024,event,status,deaths,injured,sick,missing,evacuated,displaced,otherAffected,record,totalAffected,totalNotAffected,totalAffectedNormalized,totalNotAffectedNormalized,percentageAffected
4307815,Estrela Velha,281.613,3070,3120,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,32,14,3024,06/05/2024,3070,50,3070,50,98.3974359
4307831,Eugênio de Castro,417.821,2633,2685,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,16,0,0,06/05/2024,16,2669,16,2669,0.595903166
4307864,Fagundes Varela,134.295,2566,2620,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5,0,150,04/05/2024,155,2465,155,2465,5.916030534
4307906,Farroupilha,361.341,70286,72477,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,111,0,0,03/05/2024,111,72366,111,72366,0.153152034
4308003,Faxinal do Soturno,169.514,6702,6846,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,320,43,6309,30/04/2024,6672,174,6672,174,97.45836985
4308052,Faxinalzinho,143.321,2520,2572,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,12,0,2555,03/05/2024,2567,5,2567,5,99.80559876
4308078,Fazenda Vilanova,84.794,4291,4399,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4291,07/05/2024,4291,108,4291,108,97.54489657
4308102,Feliz,94.659,13764,13979,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,1200,80,12484,03/05/2024,13764,215,13764,215,98.46197868
4308201,Flores da Cunha,276.241,30892,31973,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,80,12,30800,03/05/2024,30892,1081,30892,1081,96.6190223
4308250,Floriano Peixoto,168.521,1668,1694,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1668,09/05/2024,1668,26,1668,26,98.46517119
4308300,Fontoura Xavier,583.239,9550,9721,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,91,62,0,400,23,6731,02/05/2024,7308,2413,7308,2413,75.17745088
4308409,Formigueiro,578.875,6413,6533,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,9,0,6404,03/05/2024,6413,120,6413,120,98.16317159
4308433,Forquetinha,93.278,2393,2441,Enxurradas,Reconhecido,2,8,0,0,189,0,1023,07/05/2024,1222,1219,1222,1219,50.06145023
4308458,Fortaleza dos Valos,650.512,4477,4569,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4577,06/05/2024,4577,-8,4577,0,100
4308508,Frederico Westphalen,264.876,32627,33684,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,22,6,32599,04/05/2024,32627,1057,32627,1057,96.86201164
4308607,Garibaldi,168.492,34335,35522,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,17,31500,02/05/2024,31517,4005,31517,4005,88.725297
4308656,Garruchos,803.97,2688,2729,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,88,0,2600,07/05/2024,2688,41,2688,41,98.49761818
4308706,Gaurama,204.428,5665,5780,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5665,09/05/2024,5665,115,5665,115,98.01038062
4308805,General Câmara,510.01,7612,7751,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,300,400,0,03/05/2024,701,7050,701,7050,9.043994323
4308854,Gentil,184.715,1744,1783,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,1,0,1743,04/05/2024,1744,39,1744,39,97.81267527
4308904,Getúlio Vargas,287.466,16602,16950,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,16156,15/05/2024,16156,794,16156,794,95.31563422
4309001,Giruá,855.56,16013,16282,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1890,09/05/2024,1890,14392,1890,14392,11.60791058
4309050,Glorinha,323.955,7658,7842,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2000,13/05/2024,2000,5842,2000,5842,25.50369804
4309100,Gramado,239.341,40134,41621,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7,2,0,0,900,272,103,05/05/2024,1284,40337,1284,40337,3.084981139
4309126,Gramado dos Loureiros,131.396,2014,2049,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,160,10,2099,06/05/2024,2269,-220,2269,0,100
4309159,Gramado Xavier,216.79,3304,3356,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,164,12,0,3128,03/05/2024,3304,52,3304,52,98.45053635
4309209,Gravataí,468.288,265074,275294,Tempestade Local/Convectiva - Chuvas Intensas,Registro,0,0,0,0,1200,314,8000,18/05/2024,9514,265780,9514,265780,3.455941648
4309258,Guabiju,146.925,1417,1442,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1598,06/05/2024,1598,0,1598,0,100
4309308,Guaíba,377.664,92924,95956,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,6870,0,0,40000,13000,0,06/05/2024,59870,35360,59870,35360,62.86884385
4309407,Guaporé,297.545,25268,26138,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,76,7,25885,02/05/2024,25968,-3158,25968,0,100
4309506,Guarani das Missões,289.516,7415,7553,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,7415,27/05/2024,7415,700,7415,700,91.37399877
4309555,Harmonia,48.54,5378,5524,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,179,28,16,07/05/2024,223,4031,223,4031,5.242125059
4309571,Herveiras,117.981,2565,2608,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,0,2486,07/05/2024,2526,428,2526,428,85.51117129
4309605,Horizontina,229.694,18851,19246,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,31,0,19358,06/05/2024,19389,-1039,19389,0,100
4309654,Hulha Negra,822.608,5976,6102,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6048,15/05/2024,6048,0,6048,0,100
4309704,Humaitá,135.01,4681,4774,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4681,07/05/2024,4681,238,4681,238,95.16161822
4309753,Ibarama,195.426,3732,3793,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,0,150,27,3549,05/05/2024,3736,635,3736,635,85.47243194
4309803,Ibiaçá,348.778,4527,4618,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2500,05/05/2024,2500,2210,2500,2210,53.07855626
4309902,Ibiraiaras,280.816,6776,6830,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,0,0,0,0,0,0,7175,08/05/2024,7175,0,7175,0,100
4309951,Ibirapuitã,307.164,3723,3793,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1670,04/05/2024,1670,2391,1670,2391,41.12287614
4310009,Ibirubá,607.185,21583,22082,Alagamentos,Registro,0,0,0,0,100,0,0,02/05/2024,100,19212,100,19212,0.517812759
4310108,Igrejinha,138.116,32808,34763,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,25000,500,6163,06/05/2024,31663,0,31663,0,100
4310207,Ijuí,688.982,84780,87775,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,84041,06/05/2024,84041,-5121,84041,0,100
4310306,Ilópolis,123.602,4157,4245,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,32,0,0,03/05/2024,32,4066,32,4066,0.780868716
4310330,Imbé,39.766,26824,27931,,,,,,,,,,,,,,,
4310363,Imigrante,71.718,3080,3148,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,5,5,20,500,40,2455,30/04/2024,3025,0,3025,0,100
4310405,Independência,358.284,6427,6558,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1800,06/05/2024,1800,4818,1800,4818,27.19854941
4310413,Inhacorá,113.749,2014,2049,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2267,06/05/2024,2267,0,2267,0,100
4310439,Ipê,599.032,5399,5496,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,78,0,5939,03/05/2024,6017,0,6017,0,100
4310462,Ipiranga do Sul,158.71,1720,1750,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1720,28/06/2024,1720,224,1720,224,88.47736626
4310504,Iraí,181.85,7482,7624,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,92,0,7986,03/05/2024,8078,0,8078,0,100
4310538,Itaara,172.801,5572,5706,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,18,0,0,50,50,441,03/05/2024,560,4451,560,4451,11.17541409
4310553,Itacurubi,1120.249,2995,3042,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2995,17/05/2024,2995,446,2995,446,87.03865155
4310579,Itapuca,184.673,1937,1967,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3,0,1515,06/05/2024,1518,819,1518,819,64.9550706
4310603,Itaqui,3405.999,35768,36830, Inundações,Reconhecido,0,0,0,0,1379,90,0,10/05/2024,1469,36697,1469,36697,3.848975528
4310652,Itati,205.06,2638,2695,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,600,80,1602,02/05/2024,2282,307,2282,307,88.14213982
4310702,Itatiba do Sul,212.669,3208,3249,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4171,03/05/2024,4171,0,4171,0,100
4310751,Ivorá,122.93,1929,1964,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,6,0,23,11,177,03/05/2024,218,1938,218,1938,10.11131725
4310801,Ivoti,63.092,22983,23533,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,361,55,300,10/05/2024,716,19161,716,19161,3.602153242
4310850,Jaboticaba,127.589,3779,3850,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4111,03/05/2024,4111,0,4111,0,100
4310876,Jacuizinho,339.399,2040,2070,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,5,2000,06/05/2024,2045,462,2045,462,81.57159952
4310900,Jacutinga,178.009,3338,3401,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3630,20/05/2024,3630,0,3630,0,100
4311007,Jaguarão,2051.845,26603,27406,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,27942,06/05/2024,27942,0,27942,0,100
4311106,Jaguari,675.108,10579,10779,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,36,0,11442,19/04/2024,11478,0,11478,0,100
4311122,Jaquirana,908.879,3690,3755,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4177,26/06/2024,4177,0,4177,0,100
4311130,Jari,853.08,3349,3414,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3349,03/05/2024,3349,226,3349,226,93.67832168
4311155,Jóia,1238.709,7184,7305,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8329,06/05/2024,8329,0,8329,0,100
4311205,Júlio de Castilhos,1929.544,18226,18557,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,10,7,19579,30/04/2024,19596,-17,19596,0,100
4311239,Lagoa Bonita do Sul,109.758,2251,2287,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,15,0,2235,01/05/2024,2251,411,2251,411,84.56048084
4311254,Lagoão,387.453,5341,5429,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6185,02/05/2024,6185,0,6185,0,100
4311270,Lagoa dos Três Cantos,138.602,1738,1779,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1738,04/05/2024,1738,-140,1738,0,100
4311304,Lagoa Vermelha,1272.725,27659,28617,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5,7,27517,04/05/2024,27529,0,27529,0,100
4311403,Lajeado,90.801,93646,96651,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10,60,0,50,5000,1326,65000,04/05/2024,71446,35,71446,35,99.95103594
4311429,Lajeado do Bugre,67.947,2601,2660,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2487,03/05/2024,2487,0,2487,0,100
4311502,Lavras do Sul,2600.969,7157,7294,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,10,0,300,02/05/2024,310,7359,310,7359,4.042248011
4311601,Liberato Salzano,245.627,4781,4854,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,20,0,0,404,0,5356,03/05/2024,5780,0,5780,0,100
4311627,Lindolfo Collor,33.351,6248,6409,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,250,150,0,07/05/2024,401,4828,401,4828,7.668770319
4311643,Linha Nova,63.502,1683,1720,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,30,5,0,08/05/2024,35,1589,35,1589,2.155172414
4311700,Machadinho,335.344,5735,5864,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2127,09/05/2024,2127,3388,2127,3388,38.56754306
4311718,Maçambará,1682.676,4425,4487,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3430,08/05/2024,3430,1312,3430,1312,72.33234922
4311734,Mampituba,156.653,3131,3201,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,30,0,3101,16/05/2024,3131,-134,3131,0,100
4311759,Manoel Viana,1365.086,6801,6917,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,432,8,0,03/05/2024,440,6634,440,6634,6.219960418
4311775,Maquiné,613.58,7418,7588,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,300,52,2900,06/05/2024,3252,3656,3252,3656,47.07585408
4311791,Maratá,82.063,2470,2521,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,19,0,1909,03/05/2024,1928,599,1928,599,76.29600317
4311809,Marau,649.77,45124,46656,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,24,30,9300,03/05/2024,9354,27029,9354,27029,25.70980953
4311908,Marcelino Ramos,229.551,4320,4389,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,12,0,0,05/05/2024,12,5122,12,5122,0.233735878
4311981,Mariana Pimentel,338.45,3916,4003,Tempestade Local/Convectiva - Chuvas Intensas,Registro,0,0,0,0,14,0,4306,23/05/2024,4320,814,4320,814,84.14491624
4312005,Mariano Moro,98.727,1858,1888,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1858,03/05/2024,1858,352,1858,352,84.07239819
4312054,Marques de Souza,125.714,3969,4050,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,20,0,1,150,400,3497,30/04/2024,4068,0,4068,0,100
4312104,Mata,316.121,4698,4786,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,700,100,4311,03/05/2024,5111,0,5111,0,100
4312138,Mato Castelhano,238.268,2553,2610,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,59,0,1500,06/05/2024,1559,911,1559,911,63.11740891
4312153,Mato Leitão,46.799,4859,4990,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,48,0,0,06/05/2024,48,3821,48,3821,1.240630654
4312179,Mato Queimado,114.653,1795,1833,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3,0,1796,17/05/2024,1799,0,1799,0,100
4312203,Maximiliano de Almeida,208.955,4191,4258,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4191,20/04/2024,4191,716,4191,716,85.40859996
4312252,Minas do Leão,424.339,7505,7661,Alagamentos,Reconhecido,0,0,0,0,68,12,140,06/05/2024,220,7411,220,7411,2.882977329
4312302,Miraguaí,131.236,4427,4506,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4855,05/05/2024,4855,0,4855,0,100
4312351,Montauri,82.23,1499,1530,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,04/05/2024,0,1542,0,1542,0
4312377,Monte Alegre dos Campos,549.455,3180,3250,Tempestade Local/Convectiva - Vendaval,Reconhecido,0,0,0,0,0,2,276,29/04/2024,278,2820,278,2820,8.973531311
4312385,Monte Belo do Sul,69.726,2557,2609,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,19,0,0,50,147,0,06/05/2024,216,2454,216,2454,8.08988764
4312401,Montenegro,425.023,64322,66295,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,7845,768,2650,01/05/2024,11263,48173,11263,48173,18.94979474
4312427,Mormaço,146.191,2756,2815,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,7,0,2749,06/05/2024,2756,-7,2756,0,100
4312443,Morrinhos do Sul,166.224,3071,3134,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3185,06/05/2024,3185,0,3185,0,100
4312450,Morro Redondo,244.645,6046,6169,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1940,23/05/2024,1940,4291,1940,4291,31.13464933
4312476,Morro Reuter,87.037,6029,6163,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,0,1500,06/05/2024,1540,4140,1540,4140,27.11267606
4312500,Mostardas,1977.442,12090,12346,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,03/05/2024,0,12130,0,12130,0
4312609,Muçum,111.247,4601,4694,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3520,306,965,02/05/2024,4791,0,4791,0,100
4312617,Muitos Capões,1193.23,2879,2938,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,10,0,2869,08/05/2024,2879,98,2879,98,96.7080954
4312625,Muliterno,110.969,1721,1755,,,,,,,,,,,,,,,
4312658,Não-Me-Toque,361.689,17898,18314,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,3,3,3600,06/05/2024,3607,12331,3607,12331,22.63144686
4312674,Nicolau Vergueiro,154.995,1932,1979,Tempestade Local/Convectiva - Vendaval,Registro,0,0,0,0,0,0,0,01/04/2024,0,1721,0,1721,0
4312708,Nonoai,468.962,13719,14056,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,52,0,12024,04/05/2024,12076,0,12076,0,100
4312757,Nova Alvorada,148.861,3163,3229,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,103,22,0,04/05/2024,125,3052,125,3052,3.93452943
4312807,Nova Araçá,75.514,4954,5086,,,,,,,,,,,,,,,
4312906,Nova Bassano,211.611,9649,9877,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,650,0,8999,02/05/2024,9649,-809,9649,0,100
4312955,Nova Boa Vista,93.733,2042,2088,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,1,0,2041,03/05/2024,2042,-82,2042,0,100
4313003,Nova Bréscia,102.994,3044,3105,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5,16,3013,05/05/2024,3034,150,3034,150,95.28894472
4313011,Nova Candelária,97.579,3061,3134,,,,,,,,,,,,,,,
4313037,Nova Esperança do Sul,191.772,4865,4974,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4671,02/05/2024,4671,0,4671,0,100
4313060,Nova Hartz,62.088,20088,20539,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,32,0,200,09/05/2024,232,18114,232,18114,1.264580835
4313086,Nova Pádua,102.643,2343,2390,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,72,0,0,08/05/2024,72,2318,72,2318,3.012552301
4313102,Nova Palma,314.613,5586,5683,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,550,50,5745,03/05/2024,6345,0,6345,0,100
4313201,Nova Petrópolis,290.164,23300,23889,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,3,0,1200,35,21000,05/05/2024,22238,-3180,22238,0,100
4313300,Nova Prata,259.941,25692,26587,Enxurradas,Reconhecido,0,0,0,0,180,3,8412,02/05/2024,8595,14235,8595,14235,37.6478318
4313334,Nova Ramada,255.264,2163,2201,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,16,0,2421,03/05/2024,2437,0,2437,0,100
4313359,Nova Roma do Sul,149.767,3466,3543,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3466,02/05/2024,3466,-119,3466,0,100
4313375,Nova Santa Rita,218.094,29024,30121,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,50,0,8000,1500,0,14/05/2024,9550,13156,9550,13156,42.05936757
4313391,Novo Cabrais,192.998,3568,3636,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,50,10,0,03/05/2024,60,3795,60,3795,1.556420233
4313409,Novo Hamburgo,222.548,227646,235879,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,10000,3981,7000,02/05/2024,20981,218070,20981,218070,8.776788217
4313425,Novo Machado,218.836,3198,3246,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3198,07/05/2024,3198,729,3198,729,81.43621085
4313441,Novo Tiradentes,75.428,2146,2188,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,7,0,2139,03/05/2024,2146,131,2146,131,94.24681599
4313466,Novo Xingu,79.851,1646,1678,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,50,0,1596,03/05/2024,1646,111,1646,111,93.6824132
4313490,Novo Barreiro,123.344,4272,4371,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,48,0,4224,07/05/2024,4272,-294,4272,0,100
4313508,Osório,663.878,47396,48929,Alagamentos,Não reconhecido,0,0,0,0,10,0,0,22/05/2024,10,40931,10,40931,0.024425393
4313607,Paim Filho,181.998,3629,3691,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3629,04/05/2024,3629,614,3629,614,85.52910676
4313656,Palmares do Sul,949.201,12844,13170,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,150,0,0,06/05/2024,150,10821,150,10821,1.367240908
4313706,Palmeira das Missões,1421.101,33216,34233,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,34335,04/05/2024,34335,0,34335,0,100
4313805,Palmitinho,144.181,7839,8032,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,54,10,7775,03/05/2024,7839,-919,7839,0,100
4313904,Panambi,491.57,43515,45042,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,36064,0,0,0,4,0,0,03/05/2024,36068,2000,36068,2000,94.74624356
4313953,Pantano Grande,841.225,10212,10438,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,2550,80,2770,02/05/2024,5401,4494,5401,4494,54.58312279
4314001,Paraí,121.745,7194,7357,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6812,05/05/2024,6812,0,6812,0,100
4314027,Paraíso do Sul,337.534,6519,6635,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6519,03/05/2024,6519,817,6519,817,88.86314068
4314035,Pareci Novo,57.485,4319,4433,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,626,503,0,05/05/2024,1129,2382,1129,2382,32.15608089
4314050,Parobé,108.56,52058,53555,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,500,0,6000,598,0,08/05/2024,7098,44383,7098,44383,13.78761096
4314068,Passa Sete,304.299,3983,4036,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,1000,0,3982,04/05/2024,4982,177,4982,177,96.56910254
4314076,Passo do Sobrado,265.133,6025,6154,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,50,34,2800,03/05/2024,2884,3127,2884,3127,47.97870571
4314100,Passo Fundo,784.406,206215,214564,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,468,0,0,05/06/2024,468,184401,468,184401,0.253152232
4314134,Paulo Bento,149.669,2144,2188,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,6,0,2190,06/05/2024,2196,0,2196,0,100
4314159,Paverama,171.863,7978,8146,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,0,0,0,95,0,5000,30/04/2024,5097,2950,5097,2950,63.3403753
4314175,Pedras Altas,1373.985,2061,2100,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2061,07/05/2024,2061,157,2061,157,92.92155095
4314209,Pedro Osório,603.757,7484,7634, Inundações,Reconhecido,0,0,0,0,0,0,0,08/05/2024,0,7817,0,7817,0
4314308,Pejuçara,414.106,3745,3819,Tempestade Local/Convectiva - Chuvas Intensas,Registro,0,0,0,0,0,0,3745,07/05/2024,3745,228,3745,228,94.26126353
4314407,Pelotas,1608.78,325685,336131,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,720,740,104000,18/05/2024,105460,222318,105460,222318,32.17421548
4314423,Picada Café,84.28,5351,5470,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,16,13,5322,06/05/2024,5351,-169,5351,0,100
4314456,Pinhal,68.222,2959,3034,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,150,2809,05/05/2024,2959,-444,2959,0,100
4314464,Pinhal da Serra,438.11,2248,2299,,,,,,,,,,,,,,,
4314472,Pinhal Grande,478.11,3805,3867,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,1,43,26,4400,01/05/2024,4471,0,4471,0,100
4314498,Pinheirinho do Vale,105.385,4540,4637,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,20,0,4503,07/05/2024,4523,-20,4523,0,100
4314506,Pinheiro Machado,2249.176,11214,11409,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,11214,03/05/2024,11214,1573,11214,1573,87.69844373
4314548,Pinto Bandeira,104.801,2723,2784,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,100,15,200,14/05/2024,315,2469,315,2469,11.31465517
