"state","municipality","register","COBRADE","population","deaths","injured","sick","displaced","homeless","disapeared","other affecteds","Year"
"SC","Indaial","2024-05-29","11321 - Deslizamentos",54794,0,0,0,0,0,0,0,2024
"AM","Parintins","2024-05-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",102066,0,0,0,11,1240,0,12110,2024
"RS","São Luiz Gonzaga","2024-05-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",34558,0,0,0,0,0,0,34558,2024
"RS","Três de Maio","2024-05-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23726,0,0,0,0,0,0,1900,2024
"SC","Santa Helena","2024-05-24","13215 - Tempestade Local/Convectiva - Vendaval",2382,0,0,0,0,0,0,0,2024
"RS","Guarani das Missões","2024-05-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8115,0,0,0,0,0,0,7415,2024
"PA","São Miguel do Guamá","2024-05-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",51527,0,0,0,1280,4384,0,6456,2024
"RS","Coronel Barros","2024-05-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2459,0,0,0,0,10,0,2812,2024
"RS","Saldanha Marinho","2024-05-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2869,0,0,0,0,0,0,2575,2024
"RS","Caibaté","2024-05-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4954,0,0,0,0,0,0,4704,2024
"RS","Santa Bárbara do Sul","2024-05-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8829,0,0,0,0,0,0,8829,2024
"RS","Pejuçara","2024-05-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3973,0,0,0,0,0,0,3745,2024
"RS","Morro Redondo","2024-05-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6231,0,0,0,0,0,0,1940,2024
"RS","Sant`Ana do Livramento","2024-05-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",82513,0,0,0,0,0,0,8703,2024
"PA","Tomé-Açu","2024-05-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",56514,0,0,0,9,1380,0,17200,2024
"PA","Belterra","2024-05-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16324,0,0,0,0,0,0,2000,2024
"RS","Doutor Ricardo","2024-05-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2030,0,0,0,50,200,0,1638,2024
"SC","Rio do Oeste","2024-05-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7094,0,2,6,77,150,0,0,2024
"PA","Altamira","2024-05-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",105030,0,0,0,0,0,0,200,2024
"SC","Capão Alto","2024-06-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2753,0,0,0,0,0,0,0,2024
"SC","Taió","2024-05-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17265,0,0,0,35,25,0,0,2024
"SC","Blumenau","2024-08-20","12100 - Inundações",309214,0,0,0,4,350,0,10000,2024
"SC","Rio do Sul","2024-05-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",61196,0,0,0,483,2712,0,0,2024
"SC","Brusque","2024-05-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",105495,0,0,0,0,123,0,14364,2024
"SC","Rodeio","2024-05-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10914,0,0,0,0,0,0,0,2024
"SC","Indaial","2024-05-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",54794,0,0,0,0,0,0,0,2024
"SC","São João Batista","2024-05-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",26260,0,0,0,0,0,0,0,2024
"SC","Ascurra","2024-05-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7419,0,0,0,0,0,0,0,2024
"SC","Apiúna","2024-05-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",9605,0,0,0,0,5,0,20,2024
"SC","Ibirama","2024-05-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17342,0,0,0,0,6,0,150,2024
"ES","São Mateus","2024-07-09","11321 - Deslizamentos",109067,0,0,0,0,0,0,0,2024
"SC","Dona Emma","2024-06-03","12300 - Alagamentos",3723,0,0,0,0,0,0,0,2024
"SC","Botuverá","2024-05-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4468,0,0,0,0,0,0,0,2024
"RS","Bossoroca","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6887,0,0,0,0,0,0,6887,2024
"RN","Canguaretama","2024-05-18","12300 - Alagamentos",30900,0,0,0,0,0,0,0,2024
"PE","Jaboatão dos Guararapes","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",644699,0,0,0,0,0,0,0,2024
"RJ","Campos dos Goytacazes","2024-05-22","13112 - Ciclones - Marés de Tempestade (Ressacas)",463545,0,0,0,0,0,0,0,2024
"RS","Terra de Areia","2024-05-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",9878,0,0,0,0,40,0,100,2024
"RS","Entre-Ijuís","2024-05-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8938,0,0,0,0,60,0,9098,2024
"PA","Ananindeua","2024-06-06","13215 - Tempestade Local/Convectiva - Vendaval",471744,0,0,0,0,0,0,200,2024
"PE","Riacho das Almas","2024-05-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19158,0,0,0,0,0,0,0,2024
"CE","Uruburetama","2024-05-19","12100 - Inundações",19765,0,0,0,0,4,0,0,2024
"SC","Lontras","2024-05-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10248,0,0,0,0,0,0,0,2024
"SC","Capão Alto","2024-06-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2753,0,0,0,0,0,0,0,2024
"RS","Igrejinha","2024-05-23","11321 - Deslizamentos",31663,0,0,0,0,0,0,0,2024
"RS","Pelotas","2024-05-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",327778,0,0,0,740,720,0,104000,2024
"RS","Capão do Cipó","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3107,0,0,0,0,0,0,3699,2024
"RS","Sananduva","2024-05-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15373,0,0,0,0,0,0,0,2024
"RS","Chuvisca","2024-05-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4944,0,0,0,0,0,0,4944,2024
"RS","Coxilha","2024-05-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2826,0,0,0,0,0,0,200,2024
"RS","Esperança do Sul","2024-05-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3272,0,0,0,0,0,0,3272,2024
"RS","Dom Pedrito","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",38916,0,0,0,0,0,0,1930,2024
"RS","Hulha Negra","2024-05-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6048,0,0,0,0,0,0,6048,2024
"RS","Quatro Irmãos","2024-05-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1778,0,0,0,0,0,0,1552,2024
"SC","Araranguá","2024-05-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",61339,0,0,0,90,200,0,1800,2024
"RS","Jacutinga","2024-05-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3630,0,0,0,0,0,0,3630,2024
"SC","Praia Grande","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7270,0,0,0,0,0,0,2100,2024
"RS","Arroio do Padre","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2730,0,0,0,0,0,0,2000,2024
"RS","Roca Sales","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10287,0,0,0,0,0,0,0,2024
"RS","Santa Tereza","2024-06-21","12100 - Inundações",1717,0,0,0,0,120,0,310,2024
"SC","Maracajá","2024-05-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6409,0,0,0,0,0,0,0,2024
"PA","Maracanã","2024-05-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",28376,0,0,0,0,40,0,3500,2024
"RS","Getúlio Vargas","2024-05-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16156,0,0,0,0,0,0,16156,2024
"RS","Lajeado","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",71481,0,0,0,1300,5000,0,65000,2024
"SC","Passo de Torres","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6631,0,0,0,0,0,0,0,2024
"RS","Itacurubi","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3441,0,0,0,0,0,0,2995,2024
"RS","Harmonia","2024-05-12","12100 - Inundações",4254,0,0,0,0,0,0,0,2024
"AM","Itacoatiara","2024-05-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",86840,0,0,0,0,10,0,3728,2024
"ES","Colatina","2024-05-16","11321 - Deslizamentos",111794,0,0,0,0,6,0,380,2024
"SC","Balneário Gaivota","2024-05-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8244,0,0,0,20,52,0,2400,2024
"SC","Santa Rosa do Sul","2024-05-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8054,0,0,0,0,0,0,0,2024
"SC","Sombrio","2024-05-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",26626,0,0,0,20,256,0,22673,2024
"SC","Ermo","2024-05-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2050,0,0,0,15,0,0,700,2024
"RS","Cambará do Sul","2024-05-13","13215 - Tempestade Local/Convectiva - Vendaval",6545,0,0,0,0,4,0,299,2024
"RS","Ciríaco","2024-05-14","13211 - Tempestade Local/Convectiva - Tornados",4922,0,0,0,0,1,0,100,2024
"SC","São João do Sul","2024-05-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7002,0,0,0,0,211,0,1008,2024
"RS","Turuçu","2024-05-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3522,0,0,0,0,0,0,1400,2024
"SC","Turvo","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11854,0,0,0,0,0,0,0,2024
"SC","Jacinto Machado","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10608,0,0,0,0,4,0,0,2024
"RS","São Lourenço do Sul","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",43114,0,0,0,152,2000,0,40962,2024
"PA","Castanhal","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",173096,0,0,0,20,980,0,6900,2024
"PA","Curralinho","2024-05-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",28582,0,0,0,728,7732,0,0,2024
"RS","Chuí","2024-05-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5919,0,0,0,0,34,0,6228,2024
"RS","Ponte Preta","2024-05-10","13212 - Tempestade Local/Convectiva - Tempestade de Raios",1750,0,0,0,0,0,0,0,2024
"PA","Óbidos","2024-05-09","12200 - Enxurradas",49254,0,0,0,0,4,0,75,2024
"PA","Óbidos","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",49254,0,0,0,16,1072,0,6164,2024
"RS","Capão do Leão","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",24294,0,0,0,0,0,0,7500,2024
"SE","Aracaju","2024-07-15","12100 - Inundações",570937,0,0,0,26,0,0,0,2024
"RS","Vale Verde","2024-05-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3253,0,0,0,0,73,0,1613,2024
"RS","Mato Queimado","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1799,0,0,0,0,3,0,1796,2024
"RS","Santa Vitória do Palmar","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",31002,0,0,0,25,60,0,30917,2024
"RS","Cerrito","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6404,0,0,0,0,0,0,2000,2024
"RS","Bagé","2024-05-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",116792,0,0,0,0,0,0,116792,2024
"RS","Sertão Santana","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5850,0,0,0,500,3,0,1800,2024
"RS","Candiota","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8776,0,0,0,0,0,0,10710,2024
"PE","Abreu e Lima","2024-10-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",94428,0,0,0,0,0,0,3,2024
"PA","Bonito","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13630,0,0,0,8,1695,0,4850,2024
"RS","Lagoa Vermelha","2024-05-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",27529,0,0,0,7,5,0,0,2024
"RS","Pedras Altas","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2218,0,0,0,0,0,0,2061,2024
"SE","São Cristóvão","2024-05-10","12300 - Alagamentos",78876,0,0,0,0,0,0,0,2024
"SE","Estância","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",64464,0,0,0,0,0,0,48,2024
"PA","Santa Luzia do Pará","2024-05-13","12200 - Enxurradas",19422,0,0,0,0,0,0,1904,2024
"RS","Esteio","2024-05-18","12100 - Inundações",80669,0,0,0,1061,10000,0,65076,2024
"AL","Jequiá da Praia","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12035,0,0,0,12,90,0,860,2024
"MA","São João Batista","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19966,0,14,52,162,420,0,0,2024
"RS","Santa Cruz do Sul","2024-05-06","12300 - Alagamentos",118287,1,5,20,272,11603,3,6961,2024
"RS","Tapes","2024-05-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16649,0,0,0,72,608,0,2320,2024
"RS","São Lourenço do Sul","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",43114,0,0,0,80,300,0,0,2024
"RS","Novo Barreiro","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3978,0,0,0,0,0,0,0,2024
"RS","Pedro Osório","2024-05-08","12100 - Inundações",7817,0,0,0,0,0,0,0,2024
"RS","Tapera","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10452,0,0,0,26,10,0,0,2024
"RS","Capivari do Sul","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3890,0,0,0,0,7,0,0,2024
"RS","Barra do Ribeiro","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12568,0,0,0,416,780,0,8200,2024
"RS","Itaqui","2024-05-10","12100 - Inundações",38166,0,0,0,90,1379,0,0,2024
"RS","Canoas","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",324025,0,0,0,0,0,0,0,2024
"RS","São José dos Ausentes","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3290,0,0,0,0,0,0,700,2024
"RS","Nova Santa Rita","2024-05-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22706,0,0,50,1500,8000,0,0,2024
"RS","São Borja","2024-05-07","12100 - Inundações",61662,0,0,0,200,500,0,1000,2024
"RS","Gravataí","2024-05-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",255762,0,0,0,314,1200,0,8000,2024
"RS","Guaíba","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",95230,0,6870,0,13000,40000,0,0,2024
"RS","Nova Pádua","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2445,0,0,0,0,72,0,0,2024
"RS","Bozano","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2200,0,0,0,0,0,0,2200,2024
"RS","Sentinela do Sul","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5197,0,0,0,4,0,0,687,2024
"RS","Uruguaiana","2024-05-07","12100 - Inundações",125507,0,0,0,297,1836,0,1200,2024
"RS","Tavares","2024-05-09","12300 - Alagamentos",5351,0,0,0,0,0,0,1800,2024
"RS","Paulo Bento","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2196,0,0,0,0,6,0,2190,2024
"PA","Belém","2024-10-23","11420 - Erosão de Margem Fluvial",1392031,0,0,0,0,0,0,0,2024
"RS","Fazenda Vilanova","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3697,0,0,0,0,0,0,4291,2024
"RS","Ibiaçá","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4710,0,0,0,0,0,0,2500,2024
"RS","Mormaço","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2749,0,0,0,0,7,0,2749,2024
"RS","Estrela","2024-05-03","12100 - Inundações",30628,0,0,0,1100,4000,0,32183,2024
"RS","Garruchos","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3233,0,0,0,0,88,0,2600,2024
"RS","Nova Palma","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6345,0,0,0,50,550,0,5745,2024
"PR","Dois Vizinhos","2024-05-10","12200 - Enxurradas",36198,0,0,0,98,2100,0,4800,2024
"RS","Morro Reuter","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5680,0,0,0,0,40,0,1500,2024
"RS","Manoel Viana","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7074,0,0,0,8,432,0,0,2024
"RS","Vista Alegre do Prata","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1569,0,2,0,5,17,0,0,2024
"RS","Ivoti","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19877,0,0,0,55,361,0,300,2024
"RS","São Francisco de Assis","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19258,0,0,0,0,40,0,3000,2024
"RS","Gramado Xavier","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3970,0,0,0,0,12,164,3128,2024
"RS","Passo Fundo","2024-06-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",184869,0,0,0,0,468,0,0,2024
"RS","Marcelino Ramos","2024-05-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5134,0,0,0,0,14,0,4306,2024
"PA","Belém","2024-10-23","11420 - Erosão de Margem Fluvial",1392031,0,0,0,0,0,0,0,2024
"RS","Feliz","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12359,0,0,0,80,1200,0,12484,2024
"RS","Cerro Grande","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2417,0,0,0,0,0,0,2417,2024
"RS","Itapuca","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2337,0,0,0,0,3,0,1515,2024
"RS","Itapuca","2024-05-03","12200 - Enxurradas",2337,0,0,0,0,0,0,0,2024
"RS","Gaurama","2024-05-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5862,0,0,0,0,0,0,5665,2024
"RS","Três Coroas","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23855,3,0,0,1120,18200,0,0,2024
"RS","Getúlio Vargas","2024-05-10","12300 - Alagamentos",16156,0,0,0,9,0,0,0,2024
"PR","Pérola D`Oeste","2024-05-07","12200 - Enxurradas",6764,0,0,0,0,0,0,1400,2024
"RS","Jari","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3575,0,0,0,0,0,0,3349,2024
"RS","General Câmara","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8452,1,0,0,400,300,0,0,2024
"RS","Mostardas","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12130,0,0,0,0,0,0,0,2024
"RS","São José do Norte","2024-05-10","12100 - Inundações",25523,0,0,0,273,1000,0,0,2024
"RS","Triunfo","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25811,0,0,0,937,8000,0,18561,2024
"RS","Bom Progresso","2024-05-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2328,0,0,0,0,0,0,2328,2024
"SC","São Carlos","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10284,0,0,0,0,42,0,0,2024
"RS","Viadutos","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5311,0,0,0,0,15,0,4754,2024
"RS","Iraí","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8078,0,0,0,0,92,0,7986,2024
"RS","Vista Gaúcha","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2759,0,0,0,0,56,0,2727,2024
"RS","Pinheirinho do Vale","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4503,0,0,0,0,20,0,4503,2024
"RS","Campo Bom","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",60081,0,0,0,280,3200,0,6120,2024
"RS","Novo Barreiro","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3978,0,0,0,0,48,0,4224,2024
"RS","Cerro Grande do Sul","2024-05-09","12200 - Enxurradas",10280,0,0,0,103,150,0,1000,2024
"RS","Vista Alegre","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2832,0,0,0,0,0,0,2832,2024
"RS","Machadinho","2024-05-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5515,0,0,0,0,0,0,2127,2024
"RS","Lagoa dos Três Cantos","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1598,0,0,0,0,0,0,1738,2024
"RS","Sete de Setembro","2024-05-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2126,0,0,0,0,0,0,1830,2024
"RS","Crissiumal","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14085,0,0,0,0,0,0,14085,2024
"RS","Tenente Portela","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13716,0,0,0,0,12,0,13704,2024
"RS","Rio dos Índios","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3616,0,0,0,0,5,0,3611,2024
"RS","Rodeio Bonito","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5743,0,0,0,0,0,0,6694,2024
"RS","Planalto","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10524,0,0,0,0,0,0,10524,2024
"RS","Barra do Guarita","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3089,0,0,0,40,52,0,2997,2024
"RS","Palmeira das Missões","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",34335,0,0,0,0,0,0,34335,2024
"RS","Nonoai","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12076,0,0,0,0,52,0,12024,2024
"RS","São Valério do Sul","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2647,0,0,0,0,0,0,2543,2024
"RS","Tiradentes do Sul","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6461,0,0,0,0,0,0,6461,2024
"RS","Ilópolis","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4098,0,0,0,0,32,0,0,2024
"RS","Constantina","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",9741,0,0,0,72,45,0,9624,2024
"RS","Chiapetta","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4044,0,0,0,0,0,0,4044,2024
"RS","Panambi","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",38068,36064,0,0,0,4,0,0,2024
"RS","Frederico Westphalen","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",28848,0,0,0,6,22,0,32599,2024
"RS","Quinze de Novembro","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3653,0,0,0,0,0,0,2500,2024
"RS","Sede Nova","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3011,0,0,0,0,0,0,0,2024
"RS","Ubiretama","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2296,0,0,0,0,0,0,2296,2024
"RS","São Miguel das Missões","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7421,0,0,0,0,0,0,7056,2024
"RS","Vale Verde","2024-05-03","12100 - Inundações",3253,0,0,0,100,0,0,1300,2024
"RS","Palmitinho","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6920,0,0,0,10,54,0,7775,2024
"RS","Santo Augusto","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13970,0,0,0,0,0,0,13970,2024
"RS","Caiçara","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5071,0,0,0,0,0,0,5071,2024
"RS","Pirapó","2024-05-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2757,0,0,0,0,0,0,1200,2024
"RS","Braga","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3702,0,0,0,0,120,0,3148,2024
"RS","Cristal do Sul","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2826,0,0,0,8,4,0,2814,2024
"RS","Miraguaí","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4855,0,0,0,0,0,0,4855,2024
"RS","Ajuricaba","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7255,0,0,0,0,0,0,6720,2024
"RS","Dezesseis de Novembro","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2866,0,0,0,0,0,0,0,2024
"SC","Presidente Castello Branco","2024-05-13","12200 - Enxurradas",1724,0,0,0,0,0,0,30,2024
"RS","Coronel Bicaco","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7748,0,0,0,0,8,0,7740,2024
"RS","Três Palmeiras","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4381,0,0,0,0,0,0,4617,2024
"RS","Jaboticaba","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4111,0,0,0,0,0,0,4111,2024
"RS","Nonoai","2024-05-03","12200 - Enxurradas",12076,0,0,0,0,0,0,0,2024
"RS","Vicente Dutra","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5285,0,0,0,0,36,0,5249,2024
"RS","Colorado","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3550,0,0,0,0,2,0,3548,2024
"RS","Três Passos","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23973,0,0,0,0,0,0,25436,2024
"SC","Vargem","2024-05-04","12300 - Alagamentos",2808,0,0,0,0,0,0,0,2024
"RS","Barra Funda","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2367,0,0,0,0,24,0,2526,2024
"RS","Quevedos","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2710,0,0,0,0,2,0,2708,2024
"RS","Boa Vista do Cadeado","2024-05-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2441,0,0,0,0,0,0,2226,2024
"RS","Pinto Bandeira","2024-05-04","12200 - Enxurradas",0,0,0,0,15,110,0,0,2024
"RS","Dois Irmãos das Missões","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2157,0,0,0,0,12,0,2145,2024
"SC","Romelândia","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5551,0,0,0,0,0,0,0,2024
"SC","Araranguá","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",61339,0,0,0,0,4,0,0,2024
"RS","São Jerônimo","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22141,0,120,150,975,4080,1,16815,2024
"RS","Barra do Rio Azul","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2003,0,0,0,420,0,0,1276,2024
