"state","municipality","register","COBRADE","population","deaths","injured","sick","displaced","homeless","disapeared","other affecteds","Year"
"RS","Alto Feliz","2024-05-06","12200 - Enxurradas",2908,0,0,0,20,0,0,3052,2024
"SC","Turvo","2024-05-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11854,0,0,0,0,0,0,230,2024
"RS","São José do Hortêncio","2024-05-06","12200 - Enxurradas",4094,0,0,0,2,143,0,100,2024
"RS","Boqueirão do Leão","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7673,0,0,0,0,114,0,0,2024
"RS","Tabaí","2024-05-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4131,0,0,0,0,0,0,50,2024
"RS","Westfalia","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2793,0,0,0,0,87,0,2706,2024
"RS","Canudos do Vale","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1807,0,0,0,0,34,0,1622,2024
"RS","Júlio de Castilhos","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19579,0,0,0,7,10,0,19579,2024
"RS","Candelária","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",30176,1,7,25,500,800,120,23000,2024
"RS","São Valentim do Sul","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2168,0,10,0,15,70,1,2207,2024
"RS","Arvorezinha","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10229,0,1,0,200,1000,1,3511,2024
"RS","Santa Tereza","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1717,0,0,0,0,948,0,557,2024
"RS","Lindolfo Collor","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5229,0,1,0,150,250,0,0,2024
"RS","Montenegro","2024-05-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",59436,0,0,0,768,7845,0,2650,2024
"RS","Sobradinho","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14285,0,0,0,510,140,0,13576,2024
"RS","Nova Petrópolis","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19058,0,0,3,35,1200,0,21000,2024
"RS","Butiá","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",20405,0,0,0,0,0,0,1000,2024
"RS","Silveira Martins","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2452,1,0,0,24,200,0,2227,2024
"RS","São Martinho da Serra","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3201,0,0,0,23,250,0,0,2024
"RS","São Sebastião do Caí","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21944,0,0,0,600,5000,0,18828,2024
"RS","Cerro Branco","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4454,0,0,0,100,200,0,3500,2024
"RS","Monte Belo do Sul","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2670,0,19,0,147,50,0,0,2024
"RS","Vera Cruz","2024-05-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23986,0,200,0,150,2000,0,24320,2024
"RS","Venâncio Aires","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",65964,2,19,0,391,23235,0,0,2024
"RS","Vale do Sol","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11077,1,0,0,16,300,0,2000,2024
"RS","Pantano Grande","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",9895,1,0,0,80,2550,0,2770,2024
"RS","São Sebastião do Caí","2024-05-03","12100 - Inundações",21944,3333,0,0,0,0,0,333,2024
"RS","Teutônia","2024-05-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",27265,0,0,0,21,250,3,0,2024
"RS","Novo Cabrais","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3855,0,0,0,10,50,0,0,2024
"RS","Veranópolis","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22815,5,21,0,146,348,1,22815,2024
"RS","Santiago","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",49082,0,0,0,6,12,0,49280,2024
"RS","Gravataí","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",255762,0,0,0,314,1200,0,8000,2024
"RS","Boa Vista do Sul","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2778,2,0,0,0,5,0,2772,2024
"SC","Orleans","2024-05-02","11321 - Deslizamentos",21395,0,0,0,0,4,0,0,2024
"RS","Passo do Sobrado","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6011,0,0,0,34,50,0,2800,2024
"RS","Dom Feliciano","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14380,0,0,0,0,120,0,0,2024
"RS","Mato Leitão","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3869,0,0,0,0,48,0,0,2024
"RS","Esteio","2024-05-02","12200 - Enxurradas",80669,0,0,0,419,2000,0,10000,2024
"RS","Farroupilha","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",63641,0,0,0,0,111,0,0,2024
"RS","Anta Gorda","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6073,0,0,0,30,50,0,6200,2024
"RS","Sério","2024-05-03","12200 - Enxurradas",2281,0,0,0,0,41,0,2240,2024
"RS","Alto Alegre","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1848,0,0,0,0,20,0,1828,2024
"RS","Anta Gorda","2024-05-02","12200 - Enxurradas",6073,0,0,0,30,50,0,6000,2024
"RS","Estância Velha","2024-05-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",42589,0,0,0,0,0,0,0,2024
"RS","Palmares do Sul","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10971,0,0,0,0,150,0,0,2024
"RS","Minas do Leão","2024-05-06","12300 - Alagamentos",7631,0,0,0,12,68,0,140,2024
"RS","Vila Flores","2024-05-04","12200 - Enxurradas",3207,0,0,0,0,0,0,200,2024
"RS","Vale Real","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5121,0,10,0,300,1200,0,4548,2024
"RS","Porto Alegre","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1409939,0,50,50,83,10000,0,0,2024
"RS","Brochier","2024-04-30","12100 - Inundações",4677,0,0,0,0,5,0,0,2024
"RS","Gramado","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",32300,7,2,0,272,900,0,103,2024
"RS","Dois Irmãos","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",27572,0,0,0,0,60,0,0,2024
"RS","Coqueiro Baixo","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1528,0,0,0,1,10,0,1279,2024
"RS","Cristal","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7280,0,0,0,0,144,0,0,2024
"RS","São Vendelino","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1944,2,5,0,65,43,0,0,2024
"RS","Paverama","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8047,2,0,0,0,95,0,5000,2024
"RS","Restinga Seca","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15850,0,0,0,151,146,0,0,2024
"RS","Restinga Seca","2024-05-03","12200 - Enxurradas",15850,0,0,0,151,146,0,0,2024
"RS","Passa Sete","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5159,0,0,0,0,1000,0,3982,2024
"RS","Barão","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5742,0,0,0,0,81,0,0,2024
"RS","São Sepé","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23798,0,10,0,597,206,0,20000,2024
"RS","Carlos Barbosa","2024-04-29","12200 - Enxurradas",25193,0,3,0,60,0,0,0,2024
"RS","Carlos Barbosa","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25193,0,0,0,73,0,0,0,2024
"RS","Ivorá","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2156,0,1,6,11,23,0,177,2024
"MA","Pedro do Rosário","2024-04-30","12100 - Inundações",22731,0,0,0,0,0,0,500,2024
"RS","Três Cachoeiras","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10239,0,0,0,0,0,0,0,2024
"RS","Antônio Prado","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12837,0,3,0,36,40,0,12758,2024
"RS","Capitão","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2636,2,15,0,32,106,0,2789,2024
"PE","Abreu e Lima","2024-10-21","11321 - Deslizamentos",94428,0,0,0,0,0,0,2,2024
"RS","Estrela Velha","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3628,0,0,0,14,32,0,3024,2024
"RS","Alegrete","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",77673,0,0,0,214,296,0,690,2024
"RS","Agudo","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16729,0,1,9,100,27,0,15904,2024
"RS","Quaraí","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23021,0,0,0,57,0,0,7000,2024
"RS","Herveiras","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2954,0,0,0,0,40,0,2486,2024
"RS","São Pedro do Sul","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16371,0,0,2,4,120,0,500,2024
"RS","Tupanciretã","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22286,0,0,0,1,46,0,19958,2024
"RS","Santo Antônio da Patrulha","2024-05-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",39679,0,0,0,0,0,0,9886,2024
"RS","São João do Polêsine","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2635,1,1,1,21,100,0,2525,2024
"RS","Viamão","2024-05-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",239234,0,0,0,11,378,0,0,2024
"RS","Camaquã","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",62759,0,0,0,0,0,0,1000,2024
"RS","Santana da Boa Vista","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8244,0,0,0,4,0,0,8240,2024
"RS","Bom Princípio","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11792,1,0,0,171,468,0,63,2024
"RS","Jaguarão","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",27942,0,0,0,0,0,0,27942,2024
"RS","Arroio Grande","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18469,0,0,0,4,8,0,800,2024
"RS","Roca Sales","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10287,3,14,0,350,3000,14,0,2024
"SC","Ponte Serrada","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11031,0,0,0,0,184,0,387,2024
"SC","Vargeão","2024-04-29","12300 - Alagamentos",3535,0,0,0,0,0,0,0,2024
"SC","Nova Trento","2024-04-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12179,0,0,0,0,0,0,0,2024
"RS","Osório","2024-05-22","12300 - Alagamentos",40941,0,0,0,0,10,0,0,2024
"RS","Bom Jesus","2024-05-07","13215 - Tempestade Local/Convectiva - Vendaval",11556,0,0,0,0,0,0,11309,2024
"RS","Monte Alegre dos Campos","2024-04-29","13215 - Tempestade Local/Convectiva - Vendaval",3098,0,0,0,2,0,0,276,2024
"RS","Fagundes Varela","2024-05-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2579,0,0,0,0,5,0,150,2024
"RS","São Leopoldo","2024-05-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",214210,1,0,0,15000,165000,0,36436,2024
"PA","Santa Luzia do Pará","2024-04-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19422,0,0,0,0,0,0,5560,2024
"PA","Tomé-Açu","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",56514,0,0,0,0,0,0,129,2024
"MA","Peri Mirim","2024-05-03","12100 - Inundações",13807,0,0,0,0,450,0,300,2024
"MA","São Bento","2024-04-30","12100 - Inundações",40717,0,0,0,0,280,0,6500,2024
"RS","Selbach","2024-05-06","12300 - Alagamentos",4929,0,0,0,0,0,0,0,2024
"RS","Pinheiro Machado","2024-05-03","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12787,0,0,0,0,0,0,11214,2024
"RS","Mariana Pimentel","2024-05-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3768,0,0,0,0,2,0,280,2024
"BA","Uruçuca","2024-04-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19840,0,0,0,0,0,0,0,2024
"MA","Turilândia","2024-05-04","12300 - Alagamentos",22850,0,0,0,0,0,0,700,2024
"PA","Curuá","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12262,0,0,0,0,0,0,2676,2024
"RS","Nova Prata","2024-05-02","12200 - Enxurradas",22830,0,0,0,3,180,0,8412,2024
"RS","Sapiranga","2024-05-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",75020,0,0,0,55,273,0,2500,2024
"RS","Estância Velha","2024-05-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",42589,0,0,0,0,0,0,12,2024
"RS","Guarani das Missões","2024-05-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8115,0,0,0,0,0,0,7415,2024
"RS","Lajeado","2024-04-24","12200 - Enxurradas",71481,0,0,0,0,0,0,0,2024
"RS","Passa Sete","2024-04-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5159,0,0,0,0,0,0,3982,2024
"MA","Vitória do Mearim","2024-04-26","12100 - Inundações",31234,0,0,0,0,0,0,0,2024
"MA","Colinas","2024-05-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",39167,0,0,0,0,480,0,2880,2024
"RN","Canguaretama","2024-04-23","12300 - Alagamentos",30900,0,0,0,0,0,0,0,2024
"BA","Ilhéus","2024-04-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",184231,0,2,2,12,1324,0,17458,2024
"PA","Cachoeira do Arari","2024-04-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",20460,0,0,0,6,380,0,6850,2024
"MA","Codó","2024-05-15","12300 - Alagamentos",118072,0,0,0,0,0,0,0,2024
"RS","Alegrete","2024-04-18","12100 - Inundações",77673,0,0,0,0,6,0,0,2024
"MA","Barreirinhas","2024-04-20","12300 - Alagamentos",54991,0,1,0,200,100,0,0,2024
"SE","Estância","2024-04-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",64464,0,0,0,0,0,0,0,2024
"RO","Buritis","2024-04-25","12200 - Enxurradas",32385,0,0,0,0,0,0,0,2024
"MA","Buriti","2024-04-23","12300 - Alagamentos",27042,0,0,0,75,60,0,540,2024
"PA","Xinguara","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40573,0,0,0,5,304,0,0,2024
"PA","Oriximiná","2024-04-17","12300 - Alagamentos",62963,0,0,0,0,0,0,0,2024
"MA","Matões do Norte","2024-04-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13796,0,0,30,150,450,0,0,2024
"PA","Bujaru","2024-04-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25700,0,0,0,26,51,0,277,2024
"RS","Jaguari","2024-04-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11478,0,0,0,0,36,0,11442,2024
"SC","São José do Cedro","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13672,0,0,0,0,0,0,0,2024
"MS","Nioaque","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14396,0,0,0,0,0,0,0,2024
"PE","Ipojuca","2024-04-29","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"MA","Monção","2024-04-18","12100 - Inundações",31748,0,70,35,320,1100,0,0,2024
"RS","Quevedos","2024-04-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2710,0,0,0,0,0,0,2710,2024
"SC","Luiz Alves","2024-04-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10449,0,0,0,0,0,0,0,2024
"MS","Bodoquena","2024-04-16","12200 - Enxurradas",7986,0,0,0,0,0,0,0,2024
"MS","Coronel Sapucaia","2024-04-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14064,0,0,0,0,0,0,0,2024
"RS","Capão do Cipó","2024-04-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3107,0,0,0,0,0,0,3699,2024
"RS","São Vicente do Sul","2024-04-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8440,0,0,0,0,0,0,10,2024
"MA","Santa Inês","2024-04-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",78182,1,15,20,260,550,0,0,2024
"MA","Raposa","2024-05-15","12300 - Alagamentos",26280,0,0,0,0,0,0,21,2024
"SC","Santo Amaro da Imperatriz","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19830,0,0,0,0,120,0,4500,2024
"PA","Bagre","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23855,0,0,0,205,56,0,2089,2024
"PA","Muaná","2024-04-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",34237,0,0,0,680,720,0,5400,2024
"BA","Uruçuca","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19840,0,0,0,62,1213,0,12085,2024
"MA","Anapurus","2024-04-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13923,0,0,0,91,345,0,2674,2024
"RS","Cacequi","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13685,0,0,0,0,0,0,2404,2024
"SC","Paulo Lopes","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6692,0,0,0,0,20,0,100,2024
"MS","Bodoquena","2024-04-16","12200 - Enxurradas",7986,0,0,0,0,0,0,7800,2024
"CE","Irauçuba","2024-09-02","12300 - Alagamentos",22347,0,0,0,0,3,0,0,2024
"PA","Concórdia do Pará","2024-04-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",28221,0,35,100,160,153,0,4800,2024
"PA","Acará","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",53605,0,28,53,58,3122,0,20150,2024
"PA","São Miguel do Guamá","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",51527,0,0,0,0,0,0,0,2024
"PR","Morretes","2024-04-19","12300 - Alagamentos",15718,0,0,0,9,247,0,881,2024
"SC","Botuverá","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4468,0,0,0,0,0,0,0,2024
"SC","Nova Trento","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12179,0,0,0,0,0,0,0,2024
"SC","Antônio Carlos","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7455,0,0,0,0,0,0,18,2024
"SC","São Pedro de Alcântara","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4710,0,0,0,0,5,0,0,2024
"SC","Brusque","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",105495,0,0,0,0,0,0,3044,2024
"SC","Canelinha","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10603,0,0,0,38,12,0,12780,2024
"SC","Florianópolis","2024-04-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",421203,0,0,0,0,0,0,0,2024
"SC","Mafra","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52920,0,0,0,0,0,0,0,2024
"SC","São João Batista","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",26260,0,0,0,0,98,0,0,2024
"PA","Placas","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",23930,0,0,0,0,848,0,4896,2024
"SC","Águas Mornas","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5546,0,0,0,0,16,0,3600,2024
"MA","Buriticupu","2024-04-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",65226,0,0,0,0,0,0,0,2024
"PA","Dom Eliseu","2024-04-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",51318,0,0,0,0,512,0,3460,2024
"SC","Imbituba","2024-04-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40200,0,0,0,3,68,0,108,2024
"RS","Maximiliano de Almeida","2024-04-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4907,0,0,0,0,0,0,4191,2024
"SC","Palhoça","2024-04-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",137199,0,0,0,11,50,0,10000,2024
"PA","Ulianópolis","2024-04-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",43345,0,0,0,27,185,0,7910,2024
"RS","Gentil","2024-04-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",1677,0,0,0,0,1,0,599,2024
"RS","David Canabarro","2024-04-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4683,0,0,0,0,0,0,1728,2024
"MA","Grajaú","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",61903,0,5,3,65,285,0,1220,2024
"SC","Garopaba","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18144,0,0,0,0,20,0,29000,2024
"PA","Prainha","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",29265,0,0,0,15,5,0,9140,2024
"MS","Três Lagoas","2024-05-02","12300 - Alagamentos",101722,0,0,0,0,12,0,70,2024
"PA","Rurópolis","2024-04-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40068,0,0,0,0,936,0,6396,2024
"PA","Santarém","2024-04-16","12300 - Alagamentos",294774,0,0,0,0,8,0,42,2024
"MA","Alto Alegre do Pindaré","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",31028,0,0,0,0,0,0,0,2024
"PA","Cachoeira do Arari","2024-04-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",20460,0,0,0,0,0,0,0,2024
"PA","Oeiras do Pará","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",28595,0,0,0,14,2695,0,10650,2024
"PI","Aroazes","2024-04-19","12200 - Enxurradas",5781,0,0,0,2,6,0,4,2024
"MA","Satubinha","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11987,0,0,10,30,30,0,0,2024
"SC","Balneário Camboriú","2024-07-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",108107,0,0,0,0,0,0,0,2024
"PA","Salvaterra","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",20184,0,0,568,990,0,0,4050,2024
"PA","Irituia","2024-04-12","12300 - Alagamentos",31382,0,0,50,15,20,0,0,2024
"MT","Colniza","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",26390,0,0,0,0,0,0,102,2024
"PA","Óbidos","2024-04-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",49254,0,0,0,0,0,0,0,2024
"PA","Juruti","2024-04-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",47123,0,0,0,0,79,0,792,2024
"PA","Oriximiná","2024-04-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",62963,0,0,0,0,0,0,0,2024
"RN","Venha-Ver","2024-04-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3821,0,0,0,0,0,0,3014,2024
"BA","Itiúba","2024-04-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",36112,0,0,0,10,0,0,27083,2024
"CE","Uruburetama","2024-04-12","11321 - Deslizamentos",19765,0,0,0,0,0,0,0,2024
"PI","Barras","2024-04-12","12300 - Alagamentos",44850,0,0,0,33,33,0,1000,2024
"RN","Caiçara do Rio do Vento","2024-04-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3304,0,0,0,0,2,0,1508,2024
"MA","Arari","2024-04-10","12100 - Inundações",28477,0,12,45,230,870,0,0,2024
"PE","São Benedito do Sul","2024-04-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13939,0,0,0,0,162,0,4975,2024
"CE","Massapê","2024-04-10","12100 - Inundações",35201,0,0,0,0,10,0,0,2024
"MA","Formosa da Serra Negra","2024-04-16","12100 - Inundações",17780,1,0,0,30,26,1,40,2024
"AC","Rio Branco","2024-04-17","11420 - Erosão de Margem Fluvial",335796,0,0,0,0,0,0,135000,2024
"CE","Uruburetama","2024-04-12","12100 - Inundações",19765,0,0,0,0,2,0,0,2024
"PA","Alenquer","2024-04-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52714,0,0,0,0,42,0,9000,2024
"PI","Batalha","2024-04-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25786,0,0,0,2,0,0,0,2024
"PI","Batalha","2024-04-19","12300 - Alagamentos",25786,0,0,0,2,0,0,0,2024
"PA","Água Azul do Norte","2024-04-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25061,0,0,0,0,1233,1992,0,2024
"PA","Rurópolis","2024-04-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40068,0,0,0,0,0,0,0,2024
"SC","Araquari","2024-04-08","11420 - Erosão de Margem Fluvial",24814,0,0,0,0,0,0,296,2024
"RN","São Tomé","2024-04-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10868,0,0,0,0,0,0,1166,2024
"RS","Lajeado","2024-04-08","12200 - Enxurradas",71481,0,0,0,0,0,0,0,2024
"RO","Ministro Andreazza","2024-04-09","12200 - Enxurradas",10354,0,0,0,4,1,0,6461,2024
"RS","Cerro Branco","2024-04-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4454,0,0,0,0,0,0,0,2024
"BA","Jeremoabo","2024-04-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",37661,0,0,0,0,1200,0,3800,2024
"MA","Jenipapo dos Vieiras","2024-04-10","12300 - Alagamentos",15397,0,0,0,180,1495,0,4526,2024
"PA","Monte Alegre","2024-04-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",55459,0,0,0,240,1748,0,5197,2024
"PA","Mojuí dos Campos","2024-04-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",0,0,0,0,0,1292,0,2372,2024
"PA","Prainha","2024-04-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",29265,0,0,0,0,0,0,0,2024
"BA","Canudos","2024-04-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15755,1,0,0,500,600,2,2897,2024
"CE","Uruburetama","2024-04-12","12100 - Inundações",19765,0,0,0,0,3,0,0,2024
"PA","Altamira","2024-04-08","12300 - Alagamentos",105030,0,0,0,3,98,0,105,2024
"PA","Altamira","2024-04-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",105030,0,0,0,24,40,0,81,2024
"SE","Canindé de São Francisco","2024-04-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",24693,0,0,0,0,0,0,0,2024
"CE","Uruburetama","2024-04-04","12300 - Alagamentos",19765,0,0,0,0,1,0,0,2024
"RN","Santa Cruz","2024-04-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",35759,0,0,0,0,0,0,0,2024
"PE","Petrolina","2024-04-04","13214 - Tempestade Local/Convectiva - Chuvas Intensas",294081,0,0,0,53,169,0,4300,2024
"BA","Juazeiro","2024-04-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",197984,0,0,0,8,28,0,3464,2024
