country,state,municipality,municipality - state,geocode,feature_id,class,class_level_0,class_level_1,class_level_2,class_level_3,class_level_4,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brasil,Rio Grande do Sul,GRAVATAÍ,Gravataí - RS,4309209,4794,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,13352.5603663028,13319.25769823,13450.8039835757,13931.2515163821,14373.6363006904,14124.455783167,13936.7138979735,14023.8602372501,13833.2260690795,13989.0115412847,14319.3480787849,14781.5516328312,14770.5938020023,15137.9139575565,14995.4520882693,15162.1013162662,14231.1725166448,14033.739585419,14112.1109377142,14104.383785816,14239.0012165042,14562.639917786,14770.1852333744,15389.1864677733,15696.0524370239,15626.5190492615,15865.8703843928,15250.7985159053,14632.521945654,14422.1849144595,14665.5591184202,14972.3011461796,14911.6881672367,15121.3036305174,14941.0274668154,15104.4135379395,15009.3368000308,15751.8545864559,16307.2721378662
Brasil,Rio Grande do Sul,IJUÍ,Ijuí - RS,4310207,4810,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,8471.88611841446,8411.28056897599,8431.59463082902,8197.39441991588,8145.5170854615,8060.12280345471,8014.6382291688,7878.57247384038,7862.4863557984,7779.9064739258,7565.34387128301,7419.75897276613,7308.92927866216,7310.16174971927,7335.69222057499,7308.68965385746,6744.91508336182,6783.99452565309,7097.60178607183,7069.53951232914,7105.85010346075,7148.59916519778,7157.96800451665,7257.47065098272,7317.12359265144,7395.82171831674,7381.63257869271,7338.77468744515,7291.45668569952,7328.91133974004,7386.16744149174,7410.95066306154,7396.25456335453,7360.55449213873,7213.92248449105,7303.72779409186,7380.99427230845,7399.71192936407,7299.1684474549
Brasil,Rio Grande do Sul,LAJEADO,Lajeado - RS,4311403,4840,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,1974.17191524046,1969.79759214476,1967.84611944578,1909.74082782591,1868.27110587157,1821.25734108885,1754.48069534301,1732.14783906249,1733.63590983276,1791.5847902954,1838.21897977293,1826.73798505857,1880.24374226072,1884.77366889646,1838.85079891966,1885.40141260374,1895.08705365598,1875.16959888303,1924.61491774898,1948.358813623,1986.08372977902,1996.1579425842,1988.19173775022,2001.15462492062,1968.27216299436,1922.89048119502,1891.25640453487,1830.33379942013,1836.18906574704,1821.81803833005,1851.65825081784,1885.47590479733,1912.26770404048,1930.4686861816,1934.45378291011,1930.93787843013,1911.57195442501,1922.74089321284,1902.7455696838
Brasil,Rio Grande do Sul,NOVO HAMBURGO,Novo Hamburgo - RS,4313409,4895,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,7394.11239799139,7375.11388992869,7353.98834137522,7335.13029600781,7271.5867418574,7173.21496954923,7100.61797294872,7126.83473635225,7083.66167953456,7180.23071860309,7203.89871053426,7043.20645718326,7032.6476129635,7013.230378912,6880.81162811862,6868.64566282933,6790.28972089202,6752.15224138165,6802.99341061374,6748.39525815409,6741.45860665874,6765.90690625579,6667.39353753028,6784.51931560024,6787.39890764736,6657.74439957251,6905.51975216021,6825.84677182569,6716.99150576748,6759.88613228114,6738.30871267061,6738.70622413295,6751.94121350065,6738.47019954197,6736.30477246063,6722.29033510097,6710.29998028516,6742.93047697111,6794.32821179168
Brasil,Rio Grande do Sul,PASSO FUNDO,Passo Fundo - RS,4314100,4913,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,14657.949687811,14438.8802606259,14255.1991103634,13259.277085351,12695.0992146295,12026.1236104367,11742.6413557004,12061.3237176384,12813.6756189142,12939.6777905206,12792.4417368402,12720.9749990411,12837.5771620415,12779.4336383538,12864.0231137873,13005.0380181269,12941.5432447626,12920.3792541376,12900.8247960077,13203.4408807304,13163.6138252738,13013.7706519525,12978.1198258844,13181.6452419731,13390.0104084101,13605.0959738883,13613.4580525017,13615.6624373894,13567.6306610464,13372.4609276543,13390.8689311272,13703.6921788203,13784.94695581,13868.807439947,13891.6239273493,14140.9929579093,14138.3545611072,14318.7335652456,14407.4189731741
Brasil,Rio Grande do Sul,PELOTAS,Pelotas - RS,4314407,4919,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,29194.1181402025,29167.2827111377,28860.868095281,29026.1468820423,28960.182163921,29811.1708438526,29351.6921263475,28654.4362825065,27910.1747774713,28928.8889268728,30037.8405429011,32580.0414934312,34371.1798275813,33405.5010293141,33809.6725351128,33033.077243486,33384.2031445296,33089.9613295879,33333.5026517326,33987.2542998769,35197.0672449458,35548.2468395193,34943.2314410213,33088.4994906044,33334.6864335924,33508.2469756395,33717.8010568112,33896.7284128469,33446.1688275624,33300.4457706462,34014.6292552175,34772.5687322564,35296.3408182244,35045.5359844472,35713.4716913756,35694.6722426385,34406.4191917645,33929.4662121567,32883.3075364919
Brasil,Rio Grande do Sul,PORTO ALEGRE,Porto Alegre - RS,4314902,4934,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,10198.5159508361,10186.4911481384,10488.5154266051,11185.6150607299,11607.5898555481,11818.3631799926,11748.3407363281,12337.3416856138,12209.8804402219,12601.5961079834,12469.9701207091,12476.0406873412,11792.0549454955,11667.8235568541,11529.7144627928,11847.9282908018,11475.9596723509,11610.0637948484,11680.1963794737,11612.4500343871,11691.8481422362,12089.9808257811,12323.9398342344,12338.4017147459,12439.5369909605,12216.0102631651,12287.2566032957,12064.1118486754,11765.6516788755,11579.1317520321,11575.4353336056,11726.47509082,11804.4093613706,11900.0397892576,11943.2437531064,12144.4510843931,12015.3594862852,12249.558015173,12250.5175390623
Brasil,Rio Grande do Sul,SANTA MARIA,Santa Maria - RS,4316907,4973,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,30038.3622236224,30031.2918591022,30863.6619326007,30451.9929254294,30255.572032759,30166.2907102913,29703.0107587116,30060.6097338218,30010.4869188193,29970.3270617444,29978.76473036,30135.3545548119,30941.4345577725,31047.560050925,31157.355826505,31005.7205263882,31018.1852674287,30640.0459864524,30201.0435494102,29598.791873524,29283.0052940499,29681.026327193,29832.217043202,30185.1471414578,30338.2197828451,30520.3622567163,30299.1554831682,30393.7533495501,30131.3180436483,30297.7566087183,30432.3851569481,30532.7723743547,30462.0432190141,30856.172155075,30626.0684830902,31241.9754301364,31127.5533362283,31309.4282588111,31325.1515418071
Brasil,Rio Grande do Sul,SÃO LEOPOLDO,São Leopoldo - RS,4318705,5007,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,3894.40176320183,3865.51425213618,3831.47943270871,3719.80576491694,3667.01619990221,3589.84272292468,3553.86521635732,3568.11033591298,3513.55920294788,3543.28321766957,3528.16645778798,3425.98727211292,3398.421670642,3369.6093116393,3297.0451825744,3289.75211492302,3265.54546242059,3268.11855562126,3272.78933265983,3261.65580119622,3238.21548024896,3234.2485700805,3206.44582451167,3239.54024474481,3235.25532975458,3106.3077283569,3281.60932665399,3236.29011221918,3200.94011385493,3204.28286175531,3197.03809708247,3179.27974622188,3160.35616807247,3143.76597467648,3132.9352783447,3121.24858629758,3124.99047263181,3150.69393995357,3199.68923656612
Brasil,Rio Grande do Sul,URUGUAIANA,Uruguaiana - RS,4322400,5082,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,18456.8114105712,18410.3730811034,18455.4650177733,18538.7189171813,18910.3041927733,19175.3076432005,19289.5811145689,19252.3538410094,19509.3018016478,19316.222277838,19741.7362643492,19677.4520968138,18601.9524346983,18410.5718379393,19268.3214425963,19461.3976458922,19910.7135415342,19704.8259450193,20049.192106378,19812.7594353331,19853.969524243,19744.1366937559,19911.7924860106,19858.0807430479,19714.6825368589,19797.0274094237,19889.6349152037,20139.3674122312,20240.7924917601,20459.5764984068,20458.6551504331,20432.7906527525,20338.5203324156,20214.6629852171,20138.3208143247,20183.7548663939,20049.8332026243,20181.983324243,19776.5421719054
Brasil,Rio Grande do Sul,VIAMÃO,Viamão - RS,4323002,5093,3,Natural,1. Forest,1.1. Forest Formation,1.1. Forest Formation,1.1. Forest Formation,18253.5321476561,18248.3377542967,18839.857204779,20414.1651621706,21406.2953902405,21016.8846305358,20621.4676283081,21107.9594329529,20887.4339554991,21820.3372431334,22628.1549680904,23340.1303169307,22799.5706256039,22927.1848613094,22633.3321403804,22186.0486548944,21391.7885904292,21430.4439032895,21162.5959463741,21248.6912070982,21273.0505116454,21751.0910722041,22385.1378933287,23008.4330092526,24119.5132426626,24085.3726381278,24303.1542041437,23666.4381638971,22833.452571606,22232.8382924374,22480.0969321283,23002.7684673761,23397.2431853758,23834.8475060057,23660.8503948364,24475.7611702269,24331.0041823909,25258.0004136042,25312.1547517879
